 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
88.38100900000001, 0.04482993, 1.270378e-06, 0.1610609, 0.03633652, 0.03599991, 0.3237926, 0.1236001, 0.1267656, 0.1236501, 0.0002520304, 0.001078774, 0.2684981, 0.07241611, 0.008320048, 0.01481881
88.43097, 0.04232695, 1.208393e-06, 0.1532899, 0.03426, 0.03582378, 0.3093209, 0.1179637, 0.1223884, 0.1182586, 0.0002369309, 0.00103221, 0.2597039, 0.06927818, 0.01247766, 0.01419365
88.480931, 0.04084447, 1.149432e-06, 0.1458938, 0.03230214, 0.03697395, 0.3086792, 0.1218192, 0.1177872, 0.1229678, 0.000222736, 0.0009876564, 0.2542441, 0.06627622, 0.01169578, 0.0161927
88.53089199999999, 0.04227138, 1.093348e-06, 0.1480659, 0.03145529, 0.03479097, 0.3031559, 0.116264, 0.1119967, 0.1260646, 0.0002093915, 0.0009450258, 0.2583376, 0.06725045, 0.01096291, 0.01550959
88.580853, 0.04316027, 1.04e-06, 0.146545, 0.02965772, 0.03273688, 0.3046445, 0.1203622, 0.1064909, 0.1270313, 0.0001968466, 0.0009042353, 0.255245, 0.06491436, 0.01170264, 0.01761483
88.630814, 0.04165693, 9.892555e-07, 0.155403, 0.02826757, 0.03080406, 0.3023425, 0.1148735, 0.1012557, 0.1374328, 0.0001850532, 0.0008652055, 0.2483296, 0.0645138, 0.01096934, 0.01687171
88.680775, 0.03933111, 9.409868e-07, 0.1479049, 0.02970688, 0.02898535, 0.3015095, 0.1123378, 0.09627783, 0.1332778, 0.0001739664, 0.0008278604, 0.2493697, 0.0617183, 0.01028198, 0.01615995
88.73073599999999, 0.03971111, 8.950734e-07, 0.1407687, 0.03029123, 0.02727403, 0.2880338, 0.107215, 0.1074988, 0.1274664, 0.0001635438, 0.0007921272, 0.2479774, 0.06856167, 0.01088239, 0.01547822
88.780697, 0.03887533, 8.514002e-07, 0.1339767, 0.02856018, 0.02566374, 0.2901304, 0.1023257, 0.102214, 0.1219085, 0.0001537457, 0.0008147742, 0.2444681, 0.07601504, 0.01613874, 0.01707328
88.830658, 0.03670482, 8.098579e-07, 0.1345842, 0.02692805, 0.02414853, 0.288028, 0.113455, 0.09718909, 0.1297997, 0.0001445345, 0.0007796059, 0.2449482, 0.07283258, 0.01512745, 0.01635301
88.880619, 0.0431167, 7.703425e-07, 0.1294712, 0.0253892, 0.02469516, 0.2974612, 0.1124547, 0.09241118, 0.1361311, 0.0001358752, 0.0007459554, 0.2379876, 0.07030471, 0.01417954, 0.01812141
88.93058000000001, 0.04840231, 7.327553e-07, 0.1293921, 0.02393829, 0.02323713, 0.3000238, 0.1119328, 0.08786816, 0.1318863, 0.0001277348, 0.0007137575, 0.2350745, 0.07262285, 0.01329102, 0.01735692
88.980541, 0.04569988, 6.97002e-07, 0.123149, 0.03033845, 0.02316204, 0.2906075, 0.1084489, 0.08513347, 0.1269918, 0.000120082, 0.002206053, 0.2443876, 0.06947596, 0.01245818, 0.01662469
89.030502, 0.04732985, 0.0005658077, 0.1226975, 0.0286047, 0.02179453, 0.2948774, 0.1035034, 0.08758557, 0.1258035, 0.0001128877, 0.002110832, 0.2367948, 0.06903825, 0.01167753, 0.01592335
89.08046299999999, 0.04468729, 0.003335416, 0.1167774, 0.03030115, 0.02050775, 0.305404, 0.1010896, 0.08327978, 0.1203181, 0.0001061244, 0.002019721, 0.2270408, 0.06604669, 0.0109458, 0.0152516
89.130424, 0.04484212, 0.003172671, 0.124095, 0.02856953, 0.02226776, 0.3112957, 0.09647969, 0.07918566, 0.1293804, 9.976634e-05, 0.001932543, 0.2288627, 0.06318476, 0.01025991, 0.01460818
89.180385, 0.04233846, 0.004490073, 0.1230871, 0.02693688, 0.0252064, 0.3251698, 0.09208002, 0.07529282, 0.1352878, 9.37892e-05, 0.001849128, 0.225152, 0.06044684, 0.009617006, 0.01582717
89.230346, 0.03997459, 0.005423749, 0.1171482, 0.02539752, 0.02371819, 0.3254266, 0.08788098, 0.07159135, 0.1383675, 0.007686844, 0.001769314, 0.2214354, 0.06515124, 0.009014388, 0.01622687
89.28030699999999, 0.03774269, 0.005159109, 0.111496, 0.02394613, 0.02231784, 0.3108819, 0.08387344, 0.06807186, 0.1378635, 0.007226314, 0.001692944, 0.2200008, 0.06553154, 0.01349276, 0.0186033
89.330268, 0.03563541, 0.004907381, 0.1061164, 0.02412979, 0.02100017, 0.2992657, 0.08284855, 0.06472538, 0.1334531, 0.006793375, 0.001619871, 0.2119883, 0.06269193, 0.01264728, 0.01781849
89.380229, 0.03364579, 0.0069581, 0.1009964, 0.02330115, 0.0197603, 0.294674, 0.09097485, 0.06154342, 0.1343514, 0.01262833, 0.001549952, 0.2156208, 0.05997537, 0.01185478, 0.01706679
89.43019, 0.03176725, 0.006618594, 0.09612342, 0.02196956, 0.01859363, 0.2815037, 0.08753927, 0.05851788, 0.1284933, 0.01187175, 0.001483051, 0.2127512, 0.06050301, 0.01262022, 0.0163468
89.48015100000001, 0.02999359, 0.006295654, 0.09148557, 0.02071407, 0.01749584, 0.2726885, 0.09547687, 0.05564109, 0.1228906, 0.01116049, 0.002283439, 0.213579, 0.0578813, 0.01364662, 0.01565718
89.530112, 0.02908594, 0.008617618, 0.08707149, 0.01953032, 0.01646287, 0.2722188, 0.09458959, 0.05290572, 0.1237121, 0.01049185, 0.002229111, 0.2156347, 0.0553732, 0.0127915, 0.01499665
89.580073, 0.03261278, 0.01892471, 0.09517998, 0.02998541, 0.0238112, 0.2928272, 0.09638655, 0.05030482, 0.1201765, 0.009863268, 0.002132895, 0.216726, 0.05297377, 0.01198996, 0.01436399
89.63003399999999, 0.03079192, 0.02301479, 0.1080493, 0.03567978, 0.03042953, 0.2821316, 0.09845108, 0.05788527, 0.1149364, 0.009272344, 0.002040833, 0.2138264, 0.05067831, 0.01123865, 0.01375802
89.67999500000001, 0.02907272, 0.02355147, 0.102836, 0.03865516, 0.04448412, 0.2896089, 0.09878351, 0.05503957, 0.1143174, 0.008716824, 0.001952743, 0.2131474, 0.04848232, 0.01053442, 0.01729543
89.729956, 0.02744951, 0.02240232, 0.0978743, 0.03644614, 0.04931825, 0.276665, 0.1013997, 0.05233378, 0.1125597, 0.008194586, 0.001868456, 0.2100668, 0.04638149, 0.01080202, 0.01656579
89.779917, 0.02591693, 0.02130925, 0.09315196, 0.03784078, 0.04640645, 0.2736944, 0.0967757, 0.049761, 0.1076518, 0.007703636, 0.001787808, 0.2056168, 0.04437169, 0.01012514, 0.01586693
89.82987799999999, 0.02446991, 0.02026951, 0.08865748, 0.03567829, 0.04366656, 0.2723939, 0.09236254, 0.0473147, 0.1072669, 0.0072421, 0.00171064, 0.2017276, 0.04244898, 0.01664558, 0.01519756
89.879839, 0.02310369, 0.0192805, 0.08437985, 0.03363939, 0.04108845, 0.2602195, 0.09209255, 0.04498866, 0.1049495, 0.01820071, 0.001636803, 0.1979958, 0.04060959, 0.01560253, 0.01455642
89.9298, 0.02181374, 0.01833975, 0.08030862, 0.03171701, 0.03866254, 0.2535658, 0.08789294, 0.04277698, 0.1040146, 0.01754492, 0.001566153, 0.2013866, 0.03884989, 0.01462485, 0.01748536
89.979761, 0.02059582, 0.0174449, 0.07643381, 0.02990448, 0.03637987, 0.2422329, 0.08388484, 0.04067402, 0.103211, 0.01845213, 0.001498553, 0.1930911, 0.037651, 0.01370843, 0.01674771
90.02972200000001, 0.0194459, 0.01659371, 0.07274596, 0.02819553, 0.03423196, 0.2378875, 0.08005952, 0.03867445, 0.09871064, 0.01734663, 0.00143387, 0.1914983, 0.03973117, 0.01284944, 0.01604118
90.079683, 0.01836018, 0.01578405, 0.06923604, 0.02658425, 0.03221087, 0.2404612, 0.07640865, 0.03677318, 0.1061243, 0.02175895, 0.001371979, 0.1959367, 0.04023292, 0.01204427, 0.01536446
90.129644, 0.01733508, 0.01501391, 0.06589548, 0.02506504, 0.03030911, 0.2297139, 0.07292426, 0.03496537, 0.1014969, 0.02045533, 0.00131276, 0.1985053, 0.03848955, 0.01128955, 0.01471628
90.179605, 0.01636721, 0.01428133, 0.06271609, 0.02363265, 0.02851963, 0.2288386, 0.06959876, 0.03324644, 0.09972456, 0.01922983, 0.001256097, 0.1946841, 0.03682172, 0.01692775, 0.01409545
90.22956600000001, 0.01545339, 0.01358451, 0.0596901, 0.02228212, 0.0268358, 0.2260411, 0.06642492, 0.03161201, 0.09537625, 0.01807774, 0.001201879, 0.1866647, 0.04061663, 0.01586703, 0.01911218
90.279527, 0.01459058, 0.01292168, 0.05681012, 0.02100877, 0.02525139, 0.2204062, 0.06626855, 0.03005794, 0.09121755, 0.01699467, 0.001150002, 0.1804477, 0.03885663, 0.01487277, 0.0183059
90.329488, 0.01377595, 0.01229119, 0.05406909, 0.01980818, 0.02376052, 0.2158229, 0.06420737, 0.02858026, 0.08724017, 0.0159765, 0.001100364, 0.1730147, 0.0371729, 0.01394082, 0.01753364
90.37944899999999, 0.0130068, 0.01169147, 0.05146031, 0.01867621, 0.02235767, 0.2061768, 0.06650937, 0.02717523, 0.08779884, 0.01501932, 0.001052869, 0.1671373, 0.03556212, 0.01306726, 0.01679395
90.42941, 0.01228059, 0.01112101, 0.04897741, 0.01760892, 0.02103765, 0.1969619, 0.06450896, 0.02583927, 0.08589905, 0.01411949, 0.001007424, 0.1657428, 0.03402115, 0.01224844, 0.01608547
90.479371, 0.01159493, 0.01057838, 0.0466143, 0.01660263, 0.01979557, 0.1881588, 0.06156722, 0.02456898, 0.08735669, 0.01327357, 0.0009639397, 0.1649663, 0.03254695, 0.01148093, 0.01540687
90.529332, 0.01094755, 0.01006223, 0.04436521, 0.01565384, 0.02746798, 0.1850713, 0.06159033, 0.02336115, 0.08540304, 0.01247833, 0.001142767, 0.1651152, 0.03113663, 0.01076152, 0.01475691
90.57929300000001, 0.01033632, 0.009571267, 0.04222463, 0.01475927, 0.03765064, 0.1899135, 0.05878168, 0.02221269, 0.0816792, 0.01173074, 0.001093441, 0.1615397, 0.02978742, 0.01008718, 0.01974523
90.629254, 0.009759215, 0.009104257, 0.04018734, 0.01391583, 0.04570802, 0.1861853, 0.05610112, 0.02112069, 0.08167496, 0.01102793, 0.002060978, 0.1597145, 0.02849667, 0.0094551, 0.01891224
90.679215, 0.00921433, 0.008660034, 0.03824835, 0.01312058, 0.04300937, 0.1778639, 0.0535428, 0.02008238, 0.07811367, 0.01036723, 0.001972019, 0.1609399, 0.02726186, 0.01556072, 0.0181144
90.729176, 0.008699869, 0.008237486, 0.0364029, 0.01237078, 0.04047005, 0.1715379, 0.05110114, 0.01909511, 0.07470766, 0.009746115, 0.0018869, 0.1543105, 0.02608055, 0.0176926, 0.01735021
90.77913700000001, 0.008214131, 0.007835555, 0.0346465, 0.01166383, 0.03996842, 0.1654689, 0.04877082, 0.01815638, 0.07145017, 0.009162211, 0.001805455, 0.1479541, 0.02495043, 0.01658395, 0.01661826
90.829098, 0.007755513, 0.007453235, 0.04826401, 0.01099728, 0.04408239, 0.1580734, 0.04654678, 0.01726379, 0.06833472, 0.008613289, 0.001727526, 0.1532185, 0.02386928, 0.01554477, 0.01591719
90.879059, 0.007322501, 0.00708957, 0.05840714, 0.01036882, 0.04147972, 0.1510084, 0.05022548, 0.01641509, 0.06535511, 0.008097255, 0.00165296, 0.1514563, 0.02283498, 0.0145707, 0.0152457
90.92901999999999, 0.006913665, 0.006743649, 0.06289087, 0.009776273, 0.03903072, 0.1555935, 0.05300421, 0.01560811, 0.06250542, 0.007612136, 0.001581613, 0.1569627, 0.02184549, 0.01365768, 0.01460253
90.978981, 0.006527656, 0.006414607, 0.0660233, 0.00921759, 0.0367263, 0.1700559, 0.06563229, 0.0148408, 0.06549244, 0.007156082, 0.001513345, 0.1511257, 0.02089888, 0.01280186, 0.0139865
91.028942, 0.006163199, 0.00610162, 0.06376289, 0.008690834, 0.03455795, 0.1648141, 0.06263933, 0.01411121, 0.0653603, 0.00672735, 0.001448024, 0.1449005, 0.0199933, 0.01199968, 0.01339645
91.078903, 0.00581909, 0.005803904, 0.06544934, 0.00819418, 0.03251761, 0.1574478, 0.05978284, 0.01341749, 0.06251039, 0.006324305, 0.001385522, 0.1453014, 0.01912695, 0.01124775, 0.017917
91.12886399999999, 0.005494194, 0.0074323, 0.06229148, 0.007725908, 0.033624, 0.1531809, 0.05705662, 0.01275787, 0.05978473, 0.005945406, 0.001325718, 0.1393162, 0.01829814, 0.01054295, 0.01716114
91.178825, 0.005187437, 0.007843307, 0.06350139, 0.007284397, 0.0316388, 0.1470323, 0.05445473, 0.01213068, 0.06542348, 0.005589208, 0.001268496, 0.1335775, 0.01750525, 0.009882309, 0.01643717
91.228786, 0.004897808, 0.00746061, 0.06204529, 0.006868117, 0.03172664, 0.1433006, 0.05197148, 0.01153433, 0.0646119, 0.00525435, 0.001213743, 0.1280751, 0.01674671, 0.009263065, 0.01574373
91.278747, 0.00462435, 0.007096585, 0.06858671, 0.006475626, 0.02985347, 0.1529633, 0.04960148, 0.01096729, 0.06730297, 0.004939554, 0.001161354, 0.1234192, 0.01602104, 0.008682624, 0.01507956
91.32870800000001, 0.004366159, 0.006750322, 0.06808931, 0.006105564, 0.02982705, 0.1461267, 0.05018832, 0.01042813, 0.06436834, 0.004643618, 0.001111226, 0.1257975, 0.01532682, 0.01012316, 0.0144434
91.378669, 0.004122384, 0.006420954, 0.07097476, 0.00575665, 0.03907877, 0.1429128, 0.05692394, 0.009915469, 0.06616918, 0.004365412, 0.001063262, 0.1261026, 0.01466268, 0.009488825, 0.01383408
91.42863, 0.00389222, 0.006107657, 0.07865465, 0.005427676, 0.03677152, 0.1365254, 0.06287827, 0.009428015, 0.06932756, 0.004103874, 0.001017368, 0.1241419, 0.01402732, 0.008894238, 0.01325047
91.47859099999999, 0.003674906, 0.005809647, 0.08095309, 0.005117501, 0.04215164, 0.15183, 0.06768294, 0.008964525, 0.07556993, 0.003858005, 0.000973455, 0.123171, 0.01341949, 0.01146245, 0.014915
91.528552, 0.003469726, 0.005526178, 0.07828868, 0.004825052, 0.04879025, 0.153161, 0.06459646, 0.00852382, 0.07227484, 0.003626866, 0.0009314374, 0.1180974, 0.01283799, 0.01074419, 0.01428578
91.578513, 0.003276001, 0.005256539, 0.08548779, 0.004549315, 0.06176421, 0.1593712, 0.06165073, 0.008104781, 0.06912343, 0.003409575, 0.0008912334, 0.1132327, 0.0122817, 0.01007094, 0.01368311
91.628474, 0.003093093, 0.005000058, 0.0813631, 0.004289336, 0.06188144, 0.1560346, 0.05883933, 0.007706342, 0.06610943, 0.003205302, 0.0008527648, 0.1139067, 0.01174951, 0.009439878, 0.01481568
91.67843499999999, 0.002920397, 0.00475609, 0.08850193, 0.008887139, 0.06158933, 0.1490608, 0.06917426, 0.00732749, 0.06677765, 0.01134204, 0.0008159566, 0.1110978, 0.01124038, 0.008848358, 0.01419065
91.728396, 0.002757343, 0.004524027, 0.08423181, 0.008379268, 0.06560074, 0.1519966, 0.07631454, 0.006967264, 0.07330819, 0.01066252, 0.0007807372, 0.1065215, 0.01075331, 0.008293903, 0.01507493
91.778357, 0.008994318, 0.004303287, 0.08016771, 0.007900419, 0.0695826, 0.1494145, 0.07426304, 0.006624747, 0.0737729, 0.01002371, 0.0007470379, 0.1021337, 0.01028735, 0.008590916, 0.01443897
91.828318, 0.00849214, 0.004093317, 0.08757529, 0.007448934, 0.08189675, 0.1445425, 0.07905132, 0.006299068, 0.07055616, 0.00942318, 0.0007147933, 0.09792656, 0.009841581, 0.008052594, 0.01382984
91.87827900000001, 0.01050147, 0.003893592, 0.08853023, 0.007023251, 0.08699241, 0.1391882, 0.0859153, 0.0059894, 0.0717096, 0.01096893, 0.0006839404, 0.1085505, 0.009415126, 0.009355457, 0.0132464
91.92824, 0.01259484, 0.003703613, 0.1022905, 0.006621894, 0.1005449, 0.1479854, 0.09845752, 0.005694956, 0.07653859, 0.01577997, 0.0006544192, 0.104079, 0.009007151, 0.008769226, 0.01468691
91.978201, 0.01189163, 0.003522902, 0.1127924, 0.006243474, 0.0946086, 0.1413713, 0.09396765, 0.005414986, 0.07958362, 0.01483457, 0.0006261723, 0.1007591, 0.008616854, 0.00821973, 0.01406732
92.02816199999999, 0.01183974, 0.008166066, 0.1073503, 0.005886679, 0.08902282, 0.1370167, 0.103561, 0.00514878, 0.08383612, 0.01509849, 0.0005991446, 0.1058264, 0.00824347, 0.007704667, 0.01347386
92.07812300000001, 0.01117869, 0.009986483, 0.1021708, 0.005550274, 0.08376682, 0.1387048, 0.09883844, 0.004895661, 0.08843409, 0.01939028, 0.0005732835, 0.109843, 0.007886264, 0.007221879, 0.01290545
92.128084, 0.01055455, 0.009598582, 0.09724112, 0.005233093, 0.08474642, 0.1381603, 0.1001292, 0.004654986, 0.08457808, 0.01822858, 0.0005485387, 0.1053183, 0.007544538, 0.007686152, 0.0158593
92.178045, 0.009965264, 0.02073594, 0.09254934, 0.004934039, 0.07974291, 0.1319853, 0.09556313, 0.004426142, 0.08089021, 0.01713648, 0.0005248619, 0.1052999, 0.007217618, 0.007204524, 0.01519024
92.22800599999999, 0.009408875, 0.01972418, 0.08808393, 0.004652074, 0.0750348, 0.1273496, 0.09120525, 0.004208549, 0.07736314, 0.0161098, 0.0005022071, 0.1009623, 0.006904865, 0.006753075, 0.01530895
92.277967, 0.01087673, 0.01876178, 0.08383397, 0.004386222, 0.07060467, 0.144287, 0.08704611, 0.004001653, 0.07398986, 0.01514464, 0.0004805301, 0.100575, 0.006605664, 0.008376583, 0.01466312
92.327928, 0.01026945, 0.01784634, 0.07978907, 0.006698279, 0.0664361, 0.1378382, 0.08307663, 0.003804928, 0.07076367, 0.0142373, 0.0004597889, 0.09643211, 0.006319428, 0.007851691, 0.02022468
92.377889, 0.009696078, 0.01697556, 0.07593933, 0.01031087, 0.06557735, 0.1371917, 0.07928817, 0.003617874, 0.06767815, 0.01338433, 0.0004399428, 0.0943775, 0.006045595, 0.01116101, 0.01937147
92.42785000000001, 0.009154718, 0.01614728, 0.07227534, 0.01047274, 0.06365392, 0.137283, 0.08171142, 0.003440016, 0.0765081, 0.01258245, 0.0004209534, 0.0904899, 0.005783628, 0.01046164, 0.01855425
92.477811, 0.008643584, 0.0153594, 0.06878813, 0.01474603, 0.05989572, 0.1427744, 0.07798521, 0.003270901, 0.07725487, 0.01182862, 0.002863251, 0.08765861, 0.005533012, 0.009806091, 0.01777151
92.527772, 0.008160989, 0.01460997, 0.06546918, 0.01390334, 0.07365309, 0.1363932, 0.08275677, 0.003110101, 0.07388631, 0.01111995, 0.002739663, 0.0915517, 0.005293256, 0.009191623, 0.01702179
92.57773299999999, 0.007705338, 0.01973366, 0.06231036, 0.01310881, 0.08730586, 0.143373, 0.09254216, 0.002957205, 0.0828344, 0.01788711, 0.006433686, 0.0877805, 0.005063889, 0.008615659, 0.01630369
92.62769400000001, 0.007275127, 0.02068703, 0.05930395, 0.01235968, 0.08215123, 0.136965, 0.08832204, 0.002811826, 0.07922256, 0.01681546, 0.008141732, 0.08416464, 0.004844461, 0.008075786, 0.01561589
92.677655, 0.006868937, 0.01967765, 0.05644259, 0.01165336, 0.07730094, 0.1308435, 0.09198041, 0.002673594, 0.0757682, 0.01580803, 0.007790308, 0.08418357, 0.007592855, 0.007569742, 0.01495711
92.727616, 0.006485424, 0.01871752, 0.0537193, 0.01098741, 0.07273702, 0.1249955, 0.08778592, 0.002542158, 0.07246447, 0.01486094, 0.007454052, 0.08071588, 0.0134016, 0.007095409, 0.01432612
92.77757699999999, 0.006123325, 0.01780424, 0.0511274, 0.01035951, 0.06844255, 0.1194089, 0.0837827, 0.002417183, 0.06930479, 0.0139706, 0.00713231, 0.08497133, 0.01282089, 0.006650798, 0.01372175
92.827538, 0.005781442, 0.0343506, 0.04866055, 0.009767501, 0.06440163, 0.114072, 0.08207777, 0.002298352, 0.06628288, 0.0131336, 0.006824456, 0.08318641, 0.01226533, 0.006234047, 0.01314287
92.877499, 0.005458648, 0.03267453, 0.04631273, 0.009209319, 0.06059929, 0.1089736, 0.07955751, 0.002185363, 0.06339273, 0.01234675, 0.006529889, 0.0797598, 0.01173385, 0.00584341, 0.01258842
92.92746, 0.005153877, 0.03610868, 0.04407819, 0.008683035, 0.05702145, 0.1041031, 0.07780917, 0.002077928, 0.0606286, 0.01160704, 0.006248037, 0.08039244, 0.0112254, 0.009521409, 0.01205735
92.97742100000001, 0.004866121, 0.03434684, 0.04195147, 0.008186827, 0.05365484, 0.09945031, 0.08526244, 0.001975775, 0.057985, 0.01091164, 0.005978351, 0.07708091, 0.01073898, 0.00892478, 0.01154869
93.027382, 0.004594432, 0.03729174, 0.03992735, 0.007718976, 0.050487, 0.09500545, 0.0813743, 0.001878644, 0.05545667, 0.01025791, 0.005720305, 0.07431354, 0.01027364, 0.009965861, 0.01106149
93.077343, 0.004337912, 0.03734028, 0.0380009, 0.007277861, 0.0475062, 0.09075924, 0.08821347, 0.001786288, 0.05303859, 0.009643342, 0.005473398, 0.08157, 0.009828465, 0.009341382, 0.01840934
93.127304, 0.004095714, 0.04483924, 0.0361674, 0.006861954, 0.04470138, 0.08670282, 0.08419076, 0.001698473, 0.05072593, 0.009065595, 0.005237147, 0.07820997, 0.009402579, 0.008756034, 0.0203125
93.17726500000001, 0.003867039, 0.0426514, 0.03442236, 0.006469815, 0.04206217, 0.08282769, 0.0961979, 0.001614974, 0.04851412, 0.008522462, 0.005011094, 0.07498834, 0.008995146, 0.008207365, 0.01945559
93.227226, 0.003651131, 0.04057032, 0.03276152, 0.006100086, 0.03957877, 0.07912575, 0.1046874, 0.00153558, 0.05270924, 0.008011869, 0.004794799, 0.07189942, 0.01044349, 0.01097178, 0.01863482
93.277187, 0.003447278, 0.0502848, 0.04939355, 0.005751485, 0.037242, 0.07558928, 0.09991343, 0.00146009, 0.0586243, 0.007531866, 0.004587839, 0.074557, 0.009990954, 0.01242376, 0.01784868
93.32714799999999, 0.003254807, 0.04783126, 0.04701036, 0.005422806, 0.0350432, 0.07221086, 0.09535718, 0.00138831, 0.0560681, 0.007080621, 0.004389813, 0.07148585, 0.009558027, 0.01164526, 0.0170957
93.377109, 0.003073082, 0.04549743, 0.04474216, 0.00511291, 0.03297421, 0.06898344, 0.09939831, 0.00132006, 0.05362335, 0.00665641, 0.004200334, 0.0685412, 0.009143859, 0.01195014, 0.01637449
93.42707, 0.002901503, 0.05110983, 0.06246584, 0.004820723, 0.03102738, 0.06590027, 0.1095612, 0.001255164, 0.0512852, 0.006257615, 0.004019033, 0.08379107, 0.01144675, 0.01120132, 0.0156837
93.477031, 0.002739504, 0.04861604, 0.05945193, 0.004545234, 0.02919549, 0.0629549, 0.104565, 0.001193459, 0.049049, 0.005882712, 0.003845558, 0.08080859, 0.01095074, 0.01049943, 0.01502206
93.52699200000001, 0.00258655, 0.04624392, 0.05658343, 0.004285488, 0.03164644, 0.06014117, 0.09979665, 0.001134788, 0.05712407, 0.00553027, 0.003679571, 0.07747992, 0.01047623, 0.009841513, 0.01438832
93.576953, 0.002442136, 0.04398755, 0.05385334, 0.004040586, 0.03769099, 0.0574532, 0.09524573, 0.001079, 0.05463327, 0.005198943, 0.003520748, 0.07428837, 0.01002227, 0.009224826, 0.01378133
93.626914, 0.002305784, 0.04184126, 0.05125498, 0.00380968, 0.03546568, 0.05488537, 0.09090233, 0.001025956, 0.06063223, 0.004887466, 0.003368781, 0.07625195, 0.009587987, 0.0142597, 0.01319994
93.676875, 0.002177046, 0.04245219, 0.04878198, 0.003591968, 0.0387505, 0.0524323, 0.086757, 0.0009755188, 0.05798848, 0.004594651, 0.003223373, 0.07560528, 0.009172522, 0.01336616, 0.01902914
93.72683600000001, 0.002055496, 0.04358137, 0.0464283, 0.003386699, 0.03646263, 0.05008887, 0.0828007, 0.0009275614, 0.05545999, 0.004319379, 0.003084241, 0.07249095, 0.008775058, 0.01412219, 0.01822636
93.776797, 0.001940731, 0.04145491, 0.04418818, 0.00319316, 0.03430984, 0.04785018, 0.07902482, 0.0008819615, 0.05304176, 0.004060598, 0.002951115, 0.07112766, 0.008394818, 0.01323727, 0.01745745
93.826758, 0.001832375, 0.03943221, 0.04205615, 0.003010681, 0.03228415, 0.04571155, 0.07542113, 0.0008386035, 0.05072897, 0.003817321, 0.002823735, 0.07310397, 0.008031054, 0.01240779, 0.01672098
93.87671899999999, 0.001730068, 0.03750819, 0.04002698, 0.00283863, 0.03037806, 0.0436685, 0.07198177, 0.0007973769, 0.04851703, 0.00358862, 0.002701853, 0.07009267, 0.007683054, 0.0116303, 0.01601557
93.92668, 0.001633474, 0.03567806, 0.03809572, 0.002676411, 0.02858451, 0.04171676, 0.06869926, 0.0007581771, 0.04640153, 0.003373621, 0.002585232, 0.06720541, 0.007350132, 0.01090152, 0.01533993
93.976641, 0.001542272, 0.03393722, 0.03625764, 0.002523463, 0.02689685, 0.03985226, 0.06556643, 0.0007209044, 0.04437828, 0.003171502, 0.002473645, 0.06443709, 0.007031637, 0.01021841, 0.01469279
94.026602, 0.001456163, 0.03228133, 0.03450825, 0.002379255, 0.02530883, 0.03807108, 0.06257647, 0.005227037, 0.04244325, 0.01088697, 0.002366874, 0.0617828, 0.006726942, 0.00957811, 0.01407295
94.07656299999999, 0.001374861, 0.03070623, 0.03284327, 0.002243288, 0.02381458, 0.03636952, 0.05972285, 0.00828092, 0.04059258, 0.01023471, 0.002264712, 0.05923784, 0.006435451, 0.01784737, 0.0173086
94.126524, 0.001298099, 0.03334679, 0.03125861, 0.002115091, 0.02240854, 0.03474401, 0.05699937, 0.007873822, 0.03882262, 0.009621535, 0.002166959, 0.058214, 0.006156591, 0.01672902, 0.0165784
94.176485, 0.001225622, 0.03178069, 0.02975042, 0.00199422, 0.02108552, 0.03319115, 0.05440008, 0.007486737, 0.03712983, 0.009045095, 0.002073426, 0.05581605, 0.005889814, 0.01899204, 0.01587902
94.226446, 0.001157193, 0.03023002, 0.02831499, 0.001880257, 0.01984061, 0.03170769, 0.05977748, 0.007118682, 0.03551085, 0.00850319, 0.002289238, 0.05736164, 0.005634597, 0.01780196, 0.01520913
94.27640700000001, 0.001092583, 0.03118517, 0.02694882, 0.001772806, 0.0186692, 0.03029053, 0.05705151, 0.006768721, 0.03396246, 0.007993751, 0.002190426, 0.0549988, 0.005390439, 0.01668646, 0.01456751
94.326368, 0.001031581, 0.02966356, 0.02564857, 0.001671496, 0.01756695, 0.02893672, 0.05444984, 0.006435964, 0.03248159, 0.007514833, 0.004100241, 0.05425101, 0.005156861, 0.01564086, 0.01395295
94.376329, 0.0009739851, 0.02821619, 0.02441105, 0.001575975, 0.01652978, 0.02764341, 0.05196682, 0.006119566, 0.03106529, 0.007064608, 0.003923261, 0.05556243, 0.004933404, 0.01466077, 0.01618859
94.42628999999999, 0.0009196048, 0.02683944, 0.02323324, 0.001485913, 0.01555384, 0.0264079, 0.04959703, 0.005818722, 0.02971075, 0.009507643, 0.004927733, 0.0600723, 0.00471963, 0.0137421, 0.01550565
94.476251, 0.0008682607, 0.02552986, 0.02211227, 0.001400998, 0.01463553, 0.02522762, 0.0473353, 0.005532668, 0.02841526, 0.008938026, 0.004715035, 0.0575978, 0.00451512, 0.012881, 0.01485152
94.526212, 0.0008197833, 0.02428419, 0.02104537, 0.001320935, 0.01377143, 0.02410009, 0.05794997, 0.005260677, 0.0362363, 0.0115163, 0.004511518, 0.05522523, 0.004319471, 0.018364, 0.01422498
