 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
286.626257, 0.0331338, 1.614974e-05, 0.1051052, 0.02124174, 0.04710499, 0.268883, 0.1331702, 0.03372031, 0.2855501, 0.03510058, 0.006200198, 0.008691232, 0.3837702, 0.007175537, 0.007674586
286.676218, 0.03368079, 1.536175e-05, 0.100034, 0.02002784, 0.04432386, 0.2568654, 0.1390874, 0.03206259, 0.2872846, 0.03299765, 0.005932576, 0.01079584, 0.3800571, 0.006725905, 0.00735082
286.726179, 0.0361677, 1.46122e-05, 0.1066581, 0.01888331, 0.04472071, 0.26213, 0.1327448, 0.03048636, 0.3034056, 0.03164272, 0.005676507, 0.01035114, 0.3661405, 0.006304447, 0.007040713
286.77614, 0.03414836, 1.389923e-05, 0.1070236, 0.02861262, 0.04426774, 0.2642449, 0.1266913, 0.02898762, 0.3042644, 0.03403568, 0.007096296, 0.009924755, 0.3576012, 0.005909399, 0.006743688
286.826101, 0.03224176, 1.322105e-05, 0.1018599, 0.02697749, 0.04851216, 0.2524346, 0.1304946, 0.02756256, 0.2923554, 0.03199655, 0.006789996, 0.009515934, 0.3463663, 0.005539105, 0.006459193
286.876062, 0.03044161, 1.257595e-05, 0.09694523, 0.0264315, 0.04564796, 0.2411522, 0.1303384, 0.02620756, 0.2987702, 0.03007959, 0.006496917, 0.009123953, 0.3427955, 0.005192015, 0.006186701
286.926023, 0.02874197, 1.196234e-05, 0.09547348, 0.02492103, 0.04295285, 0.2339626, 0.1297707, 0.02491917, 0.2857428, 0.02827748, 0.007101655, 0.008748119, 0.3279415, 0.004866674, 0.005925704
286.975984, 0.02713722, 1.137866e-05, 0.09086698, 0.02349687, 0.04332207, 0.2328171, 0.1248827, 0.02369412, 0.2877048, 0.02658333, 0.006795124, 0.008387766, 0.3234774, 0.004561719, 0.005675718
287.025945, 0.02562208, 1.082346e-05, 0.08648275, 0.0221541, 0.04630909, 0.2224115, 0.1260051, 0.0225293, 0.28502, 0.02499068, 0.006501824, 0.008042257, 0.3094606, 0.004275873, 0.005436278
287.075906, 0.02419152, 1.029535e-05, 0.08480049, 0.02088806, 0.04357495, 0.2124709, 0.1297465, 0.02142173, 0.279116, 0.02349345, 0.01433273, 0.007710981, 0.3073528, 0.004007939, 0.005206939
287.125867, 0.02284084, 9.793013e-06, 0.08164462, 0.01969437, 0.04100224, 0.2029747, 0.1284678, 0.02036862, 0.2852003, 0.02208593, 0.01771472, 0.00739335, 0.2940347, 0.003756794, 0.004987276
287.175828, 0.02156558, 9.315184e-06, 0.08427531, 0.0185689, 0.03858143, 0.19885, 0.1226094, 0.01936728, 0.2881322, 0.02076272, 0.01734894, 0.007088803, 0.2956954, 0.003521387, 0.004776879
287.225789, 0.02036151, 8.860669e-06, 0.08155942, 0.01750775, 0.03630354, 0.1913908, 0.1170181, 0.0211761, 0.2955453, 0.0195188, 0.0175823, 0.006796801, 0.289965, 0.00330073, 0.004575358
287.27575, 0.01922467, 8.428332e-06, 0.08408803, 0.02007732, 0.03416014, 0.1968848, 0.1284163, 0.03009999, 0.2976117, 0.0183494, 0.01947339, 0.006516828, 0.2811486, 0.0030939, 0.004382338
287.325711, 0.0181513, 8.017089e-06, 0.08003087, 0.01945573, 0.03214329, 0.1880852, 0.1339788, 0.03261968, 0.2846349, 0.01725006, 0.01863285, 0.006248387, 0.2689659, 0.002900031, 0.004197462
287.375672, 0.01713787, 7.625913e-06, 0.08033717, 0.01834389, 0.03024552, 0.1913264, 0.1408422, 0.03101607, 0.304811, 0.01621658, 0.0178286, 0.005991003, 0.2755395, 0.00271831, 0.004020385
287.425633, 0.01618101, 7.253822e-06, 0.07646098, 0.0172956, 0.02845979, 0.1827752, 0.1344195, 0.02949129, 0.2994548, 0.0196034, 0.01705905, 0.005744222, 0.2635998, 0.002547975, 0.003850778
287.475594, 0.01527758, 6.899887e-06, 0.07277182, 0.01721604, 0.0267795, 0.1746062, 0.1357922, 0.02804147, 0.3019309, 0.01842893, 0.01632273, 0.005507606, 0.2521775, 0.002388315, 0.003688326
287.525555, 0.01442459, 6.563222e-06, 0.06926066, 0.01874324, 0.02519841, 0.1717194, 0.1323349, 0.02666292, 0.2942797, 0.01732483, 0.01561818, 0.005280736, 0.2422956, 0.002238658, 0.003532728
287.575516, 0.01361922, 6.242984e-06, 0.0659189, 0.01767212, 0.03116557, 0.1640445, 0.1292671, 0.02535215, 0.2981225, 0.01628687, 0.01494405, 0.005063212, 0.239351, 0.00209838, 0.003383694
287.625477, 0.01285882, 5.93837e-06, 0.07560688, 0.01666222, 0.02932553, 0.1687338, 0.1233723, 0.02410581, 0.2940247, 0.02226279, 0.01429902, 0.004854649, 0.2348088, 0.001966892, 0.003240947
287.675438, 0.01214088, 5.64862e-06, 0.07703779, 0.01571002, 0.02759412, 0.1611923, 0.1297075, 0.02292075, 0.3032571, 0.020929, 0.01368182, 0.004654676, 0.2364457, 0.001843643, 0.003104222
287.725399, 0.01146302, 5.373007e-06, 0.07487603, 0.01481224, 0.02596493, 0.1590881, 0.1367632, 0.02179394, 0.3011832, 0.01967511, 0.01372736, 0.004462941, 0.2308252, 0.007763713, 0.002973265
287.77536, 0.01082301, 5.110843e-06, 0.07568412, 0.01396577, 0.02443194, 0.1548444, 0.1401597, 0.02072253, 0.2993048, 0.01849634, 0.01313484, 0.004279103, 0.2235397, 0.007277225, 0.002847832
287.825321, 0.01021873, 4.86147e-06, 0.07203244, 0.01316767, 0.02298945, 0.1605654, 0.1337682, 0.01970379, 0.2862542, 0.0173882, 0.0125679, 0.004102838, 0.2235085, 0.00682122, 0.002727692
287.875282, 0.009648189, 4.624264e-06, 0.06855695, 0.01241518, 0.02163213, 0.1568002, 0.1276681, 0.01873513, 0.2893614, 0.01634645, 0.01202543, 0.003933834, 0.2157052, 0.00639379, 0.002612619
287.925243, 0.009109504, 4.398633e-06, 0.06524915, 0.01170569, 0.02035495, 0.1497921, 0.1357415, 0.0178141, 0.280589, 0.01536711, 0.0132452, 0.003771791, 0.2085091, 0.005993144, 0.002502401
287.975204, 0.008600894, 4.184011e-06, 0.06210095, 0.01103675, 0.01915317, 0.1459851, 0.1418665, 0.01693834, 0.2818684, 0.01444644, 0.01574846, 0.01296252, 0.2030586, 0.005617602, 0.002396833
288.025165, 0.008120682, 3.979861e-06, 0.05910464, 0.01040603, 0.01802235, 0.1394604, 0.1524159, 0.01610563, 0.2722726, 0.01358093, 0.01745728, 0.01242857, 0.2006681, 0.005265593, 0.002295719
288.075126, 0.007667282, 3.785672e-06, 0.07063382, 0.009811361, 0.01695829, 0.1364456, 0.1454655, 0.01531386, 0.2733382, 0.01276728, 0.03334565, 0.01191661, 0.1919727, 0.004935641, 0.00219887
288.125087, 0.007239196, 3.600958e-06, 0.07075185, 0.009250673, 0.01595705, 0.1468448, 0.144141, 0.01456102, 0.2768751, 0.01200237, 0.06823751, 0.01142574, 0.1884487, 0.004626365, 0.002106106
288.175048, 0.006835011, 3.425257e-06, 0.08191884, 0.008722026, 0.01501493, 0.1492324, 0.1453412, 0.01384519, 0.2718501, 0.01128329, 0.09520649, 0.01095509, 0.1866724, 0.00894362, 0.002017257
288.225009, 0.006453393, 3.258129e-06, 0.07796635, 0.00822359, 0.01412844, 0.1425625, 0.1571547, 0.01316454, 0.2761385, 0.01060729, 0.1230622, 0.01050383, 0.1795088, 0.008383197, 0.001932155
288.27497, 0.006093082, 3.099155e-06, 0.07420456, 0.007753637, 0.01329428, 0.1361908, 0.1608194, 0.01251736, 0.2640979, 0.009971794, 0.1249306, 0.01007116, 0.1752076, 0.007857891, 0.001850644
288.324931, 0.005752889, 2.947939e-06, 0.07062426, 0.007310541, 0.01250937, 0.1301038, 0.1534857, 0.011902, 0.2525824, 0.009374369, 0.1195382, 0.009656304, 0.1712307, 0.007365501, 0.001772571
288.374892, 0.005431688, 2.8041e-06, 0.06721672, 0.006892767, 0.01177081, 0.1242889, 0.1464864, 0.01131688, 0.2505202, 0.008812737, 0.1143785, 0.009258542, 0.1638109, 0.006903965, 0.001697792
288.424853, 0.005128422, 0.001398975, 0.06397358, 0.006498867, 0.01107584, 0.1187339, 0.1398063, 0.01076053, 0.2425838, 0.008284752, 0.1094416, 0.008877165, 0.1567127, 0.00647135, 0.001626168
288.474814, 0.004842088, 0.001330715, 0.06088693, 0.006127477, 0.01042192, 0.1134272, 0.1334309, 0.01023154, 0.2346415, 0.007788401, 0.1104592, 0.008511497, 0.1574977, 0.006065844, 0.001557565
288.524775, 0.004571741, 0.001265785, 0.0579492, 0.005777311, 0.009806596, 0.1083576, 0.1273462, 0.009728544, 0.2258594, 0.007321786, 0.163851, 0.008160891, 0.150673, 0.005685747, 0.001491857
288.574736, 0.004316487, 0.001397524, 0.05515321, 0.005447156, 0.009227605, 0.1035146, 0.1215389, 0.00925028, 0.2302975, 0.01154517, 0.1737308, 0.007824727, 0.1441441, 0.005329467, 0.00142892
288.624697, 0.004075486, 0.001329335, 0.05249213, 0.005135868, 0.008682798, 0.09888812, 0.1159965, 0.008795527, 0.2229604, 0.01563809, 0.166232, 0.007502411, 0.1388931, 0.004995513, 0.001368638
288.674658, 0.00384794, 0.001264473, 0.04995944, 0.004842369, 0.008170157, 0.09446838, 0.1257592, 0.008363131, 0.2240701, 0.01470119, 0.1590569, 0.01072221, 0.1328746, 0.004682485, 0.0013109
288.724619, 0.003633099, 0.001202776, 0.04754895, 0.004565643, 0.007687782, 0.09024617, 0.1241439, 0.007951991, 0.2142999, 0.01382042, 0.1521915, 0.01354329, 0.1306154, 0.004389072, 0.001255597
288.77458, 0.003430253, 0.001144089, 0.04525476, 0.004304731, 0.007233888, 0.08621267, 0.1184827, 0.007561063, 0.2049557, 0.01299242, 0.1456224, 0.01298542, 0.1249556, 0.004114045, 0.001202628
288.824541, 0.003238732, 0.004144333, 0.04307127, 0.004058729, 0.006806792, 0.08235945, 0.1232016, 0.007189354, 0.196019, 0.01221402, 0.1393368, 0.0130725, 0.1323367, 0.009787371, 0.001151893
288.874502, 0.003057905, 0.01390823, 0.04099312, 0.003826786, 0.006404912, 0.07867844, 0.1175834, 0.01189719, 0.1895878, 0.01148226, 0.1418977, 0.01507746, 0.1266023, 0.009174077, 0.001103298
288.924463, 0.002887173, 0.01904193, 0.03901525, 0.003608097, 0.006026759, 0.07516196, 0.1122213, 0.01131231, 0.2000318, 0.01079434, 0.1393635, 0.01445639, 0.1264896, 0.008599212, 0.001056754
288.974424, 0.002725974, 0.01811282, 0.0371328, 0.003401906, 0.005670933, 0.07180265, 0.1071038, 0.01075619, 0.1950953, 0.01315958, 0.1333481, 0.0138609, 0.1264018, 0.00806037, 0.001012173
289.024385, 0.002573775, 0.01722904, 0.03534118, 0.003207498, 0.005336115, 0.07579115, 0.1132911, 0.0102274, 0.1908632, 0.01237117, 0.1275923, 0.01328994, 0.1282194, 0.007555292, 0.0009694725
289.074346, 0.002430074, 0.01638838, 0.03363601, 0.003024199, 0.005021065, 0.07240371, 0.1151957, 0.009724613, 0.1968737, 0.01163, 0.1223979, 0.0127425, 0.1234261, 0.007081863, 0.0009285737
289.124307, 0.002294397, 0.01558875, 0.03201311, 0.002851376, 0.004724617, 0.06916767, 0.112717, 0.009246542, 0.1904138, 0.01093323, 0.1171148, 0.01221761, 0.1180778, 0.006638101, 0.0008894002
289.174268, 0.002176301, 0.01482813, 0.04353873, 0.005958738, 0.004445671, 0.08703128, 0.1147834, 0.02366452, 0.1821112, 0.01446035, 0.1121319, 0.01171435, 0.1225003, 0.006222145, 0.0008518793
289.224229, 0.008158929, 0.01512901, 0.05111399, 0.0118935, 0.01003128, 0.08668581, 0.1141254, 0.02285591, 0.1915121, 0.01359401, 0.1092288, 0.01123181, 0.126529, 0.005832254, 0.0008159413
289.27419, 0.02037809, 0.02013559, 0.05017596, 0.01121382, 0.0312407, 0.09655972, 0.108921, 0.03835656, 0.1845425, 0.01632478, 0.1070069, 0.01076915, 0.1210463, 0.005466794, 0.0007815194
289.324151, 0.01924033, 0.01915312, 0.04775503, 0.01475838, 0.02939622, 0.09692336, 0.103954, 0.03647092, 0.1960772, 0.01826635, 0.1044853, 0.01032555, 0.1170667, 0.005124235, 0.0007485496
289.374112, 0.01816609, 0.01821858, 0.04909069, 0.01391499, 0.02766064, 0.09502173, 0.1023149, 0.03467797, 0.192439, 0.01717198, 0.1023596, 0.009900217, 0.111994, 0.004803141, 0.0007169708
289.424073, 0.01715182, 0.01732965, 0.06198287, 0.01311979, 0.02883929, 0.09643549, 0.1089436, 0.04280164, 0.1928211, 0.02567382, 0.1020759, 0.009492408, 0.1309429, 0.004502167, 0.0006867241
289.474034, 0.01619419, 0.01648408, 0.06528416, 0.02251981, 0.03400388, 0.1147065, 0.1178506, 0.04365538, 0.1853724, 0.02413567, 0.0989044, 0.009101396, 0.1458154, 0.004220053, 0.0006577534
289.523995, 0.01529002, 0.01567977, 0.06213427, 0.03435523, 0.04192226, 0.1187554, 0.1249548, 0.04242012, 0.1867747, 0.02268966, 0.09463535, 0.008726492, 0.167554, 0.003955617, 0.000630005
289.573956, 0.01443634, 0.01491471, 0.06054015, 0.03239194, 0.03944713, 0.1235014, 0.1332433, 0.04585129, 0.1955399, 0.02133029, 0.09055057, 0.00836703, 0.1602936, 0.006476542, 0.0006034271
289.623917, 0.01363031, 0.01418698, 0.06132022, 0.03359213, 0.04302362, 0.1275596, 0.1406543, 0.04704917, 0.2003427, 0.03131895, 0.08764028, 0.008022375, 0.1730213, 0.007436827, 0.0005779705
289.673878, 0.01286929, 0.01349476, 0.07520823, 0.0336877, 0.04048346, 0.1296079, 0.1400316, 0.06080146, 0.1949475, 0.02944259, 0.08941907, 0.007691918, 0.1685798, 0.006970822, 0.0005535879
289.723839, 0.01215077, 0.01283631, 0.07157952, 0.03950327, 0.06032185, 0.1456132, 0.1366092, 0.0578124, 0.1970282, 0.02767864, 0.08602869, 0.007375073, 0.1642806, 0.006534018, 0.0005302338
289.7738, 0.01147235, 0.01220999, 0.06812588, 0.05291632, 0.05676038, 0.144168, 0.132526, 0.05824621, 0.1920243, 0.02602037, 0.08298454, 0.007071279, 0.1715402, 0.006124584, 0.0005078649
289.823761, 0.01083182, 0.01161423, 0.06483888, 0.04989232, 0.05340919, 0.1528436, 0.1344646, 0.05538277, 0.1836514, 0.02585109, 0.08123467, 0.006779999, 0.1837891, 0.005740806, 0.0004864398
289.873722, 0.01022705, 0.01104754, 0.06171047, 0.04704113, 0.05025586, 0.1495565, 0.1283327, 0.0526601, 0.1756436, 0.02430231, 0.0827961, 0.006500717, 0.1830429, 0.005381077, 0.0004659184
289.923683, 0.009656045, 0.01050849, 0.05873301, 0.04435288, 0.0472887, 0.1428721, 0.1224805, 0.05007128, 0.167985, 0.0249812, 0.08374002, 0.006232939, 0.1841779, 0.005043889, 0.0004462629
289.973644, 0.009116921, 0.009995755, 0.0558992, 0.04181825, 0.04449673, 0.1364866, 0.1168951, 0.04760972, 0.168984, 0.02348454, 0.081866, 0.005976192, 0.1761971, 0.00472783, 0.0004274365
290.023605, 0.008607897, 0.01419266, 0.05320212, 0.03942847, 0.0418696, 0.1303864, 0.1115645, 0.04526918, 0.1675283, 0.02207755, 0.07833239, 0.005730021, 0.1685621, 0.006843022, 0.0004094043
290.073566, 0.008127294, 0.01350016, 0.05063518, 0.03717526, 0.03939757, 0.1245588, 0.1064769, 0.04304371, 0.1643951, 0.02075485, 0.07521787, 0.008927701, 0.161258, 0.01070215, 0.0003921329
290.123527, 0.007673524, 0.01714653, 0.04819208, 0.03505081, 0.0370715, 0.1189918, 0.1016214, 0.04092764, 0.1572269, 0.0195114, 0.07683969, 0.008559952, 0.1542704, 0.01003154, 0.0003755901
290.173488, 0.007245089, 0.0163099, 0.04586687, 0.03304777, 0.03488276, 0.1184293, 0.09698722, 0.04804263, 0.1592728, 0.02209433, 0.07800015, 0.00820735, 0.1517826, 0.009402941, 0.0003597452
290.223449, 0.006840576, 0.03140151, 0.04365384, 0.03115919, 0.03282325, 0.1131362, 0.1010044, 0.05608471, 0.1593423, 0.02077063, 0.07900348, 0.01230421, 0.1452056, 0.009869089, 0.0003445687
290.27341, 0.006458648, 0.02986934, 0.04154759, 0.02937854, 0.03088533, 0.1139928, 0.1157409, 0.05332754, 0.1523944, 0.01952623, 0.07559343, 0.01179737, 0.1435661, 0.009250674, 0.0003300325
290.323371, 0.006098043, 0.02841192, 0.03954296, 0.02769965, 0.02906183, 0.1088979, 0.1276752, 0.05515152, 0.1492449, 0.01835638, 0.07522818, 0.01723282, 0.1465201, 0.01129496, 0.0003161095
290.373332, 0.005757572, 0.02702563, 0.03763505, 0.0261167, 0.02734599, 0.1130081, 0.121853, 0.05383031, 0.1467441, 0.01725663, 0.07198108, 0.01652296, 0.1401711, 0.0105872, 0.0003027738
290.423293, 0.005436111, 0.02570697, 0.0358192, 0.02462421, 0.02573145, 0.1079573, 0.1162962, 0.05371008, 0.1489693, 0.01622276, 0.0716754, 0.01584235, 0.1409377, 0.009923786, 0.0002900008
290.473254, 0.005132597, 0.02445265, 0.03409096, 0.02321702, 0.02421224, 0.1031322, 0.1109929, 0.05129879, 0.1461006, 0.01775039, 0.07497726, 0.01518977, 0.1397939, 0.01070376, 0.0002777666
290.523215, 0.00484603, 0.02325953, 0.03244611, 0.02189024, 0.02278272, 0.0985228, 0.1106848, 0.05494108, 0.1397301, 0.01668694, 0.07340708, 0.01673387, 0.1337363, 0.01003304, 0.0002660486
290.573176, 0.004575463, 0.02569081, 0.03088062, 0.02063928, 0.02143761, 0.09411938, 0.1148491, 0.05224012, 0.1336374, 0.02140176, 0.07023859, 0.01695514, 0.1407777, 0.00940435, 0.0002548248
290.623137, 0.004320002, 0.02443728, 0.02939066, 0.01945981, 0.02017191, 0.08991278, 0.1096117, 0.05391902, 0.1278104, 0.02011955, 0.06935985, 0.01625672, 0.1388032, 0.008815057, 0.0002440746
290.673098, 0.004078804, 0.0266633, 0.02797259, 0.01834774, 0.01898094, 0.08589418, 0.1046132, 0.05472765, 0.1222375, 0.01891415, 0.06716456, 0.01558708, 0.1327886, 0.01185928, 0.0002337779
290.723059, 0.003851073, 0.02970024, 0.02662294, 0.01729923, 0.01786029, 0.0820552, 0.09984262, 0.05203719, 0.120504, 0.01778098, 0.06753746, 0.01555284, 0.1328085, 0.01592647, 0.0002239156
290.77302, 0.003636057, 0.02825108, 0.02533841, 0.01631063, 0.0168058, 0.07838779, 0.1028672, 0.05161318, 0.117657, 0.01671569, 0.06462231, 0.01515209, 0.1270536, 0.01492849, 0.0002144693
290.822981, 0.003433045, 0.02687263, 0.02411586, 0.01537853, 0.01581356, 0.0748843, 0.1067004, 0.04907583, 0.1125268, 0.01571423, 0.0639151, 0.01882007, 0.1262217, 0.01399304, 0.0002054215
290.872942, 0.003241369, 0.02556143, 0.0229523, 0.0144997, 0.01487992, 0.07153739, 0.1018346, 0.04666321, 0.1076202, 0.02035695, 0.06115631, 0.01804483, 0.1207522, 0.01311621, 0.0001967555
290.922903, 0.003060394, 0.02431422, 0.02184487, 0.01367108, 0.01400139, 0.06834007, 0.09719075, 0.04436921, 0.1051405, 0.02290494, 0.0589936, 0.01730153, 0.1155198, 0.01229433, 0.000188455
290.972864, 0.002889524, 0.02312785, 0.02079088, 0.01288982, 0.01317473, 0.07004595, 0.09275865, 0.04218797, 0.1058684, 0.02235558, 0.05699213, 0.01658884, 0.1105141, 0.01152394, 0.0001805047
291.022825, 0.002728194, 0.02199938, 0.01978774, 0.01215321, 0.01239688, 0.07084355, 0.08852866, 0.04011397, 0.105919, 0.02236749, 0.05453216, 0.01590552, 0.1066229, 0.01080183, 0.0001728898
291.072786, 0.002575871, 0.02092597, 0.018833, 0.01145869, 0.01166496, 0.06767724, 0.08449157, 0.03814193, 0.1130923, 0.02276534, 0.05217837, 0.01525034, 0.1020027, 0.01012497, 0.0001655962
291.122747, 0.002432053, 0.02201956, 0.01792433, 0.01080387, 0.01097625, 0.06465244, 0.09136846, 0.04553981, 0.1180664, 0.02140144, 0.04992617, 0.01462214, 0.09758273, 0.009490519, 0.0001586102
291.172708, 0.002296265, 0.02199524, 0.0170595, 0.01018646, 0.0103282, 0.06322823, 0.08720187, 0.04330103, 0.1168479, 0.02011924, 0.04903502, 0.01401983, 0.09335428, 0.008895826, 0.01449661
291.222669, 0.002168058, 0.03190197, 0.0162364, 0.009604334, 0.009718412, 0.06995293, 0.09011728, 0.04595608, 0.1213525, 0.01891387, 0.04691851, 0.01344232, 0.09315839, 0.008338397, 0.01388505
291.27263, 0.002047009, 0.03045673, 0.01545301, 0.009055477, 0.009144627, 0.06682643, 0.08747584, 0.04937342, 0.1194146, 0.01778071, 0.05254708, 0.01288861, 0.09467539, 0.007815898, 0.01329928
291.322591, 0.001932719, 0.03477782, 0.01470742, 0.008537984, 0.008604718, 0.06573536, 0.09769069, 0.05067519, 0.123433, 0.02348703, 0.05027897, 0.01712414, 0.09057292, 0.00732614, 0.01273823
291.372552, 0.00182481, 0.03366812, 0.0139978, 0.008050065, 0.008096687, 0.06715091, 0.0932358, 0.05500513, 0.1349304, 0.02207989, 0.04810876, 0.01641876, 0.08664823, 0.006867071, 0.01220085
291.422513, 0.007046233, 0.03202536, 0.01332242, 0.00759003, 0.00761865, 0.0719777, 0.09269888, 0.05909637, 0.1407916, 0.02999482, 0.05809477, 0.01694324, 0.0828936, 0.006436768, 0.01168613
291.472474, 0.006652822, 0.03046275, 0.01267963, 0.01404861, 0.007168837, 0.07130992, 0.08847162, 0.05619114, 0.1452345, 0.02819779, 0.05804968, 0.01624531, 0.08352154, 0.006033428, 0.01119313
291.522435, 0.006281376, 0.02897638, 0.01206785, 0.01518414, 0.006745582, 0.07275344, 0.09133105, 0.05342872, 0.1389018, 0.02740811, 0.05554406, 0.01557613, 0.08153798, 0.005655362, 0.01072093
291.572396, 0.00593067, 0.02756254, 0.01148559, 0.01431641, 0.006347315, 0.08174208, 0.08997682, 0.05080212, 0.1328452, 0.0264525, 0.05314659, 0.01961309, 0.08737509, 0.005300987, 0.01026865
291.622357, 0.005599544, 0.02621769, 0.02707607, 0.01713309, 0.005972563, 0.07808867, 0.08957601, 0.04830464, 0.1440249, 0.03858372, 0.05302418, 0.01880519, 0.08680565, 0.004968817, 0.009835448
291.672318, 0.005286906, 0.03073769, 0.02576968, 0.01615399, 0.005619937, 0.0863535, 0.09414856, 0.04592993, 0.1598068, 0.03856079, 0.05514232, 0.01803057, 0.08304419, 0.004657462, 0.009420522
291.722279, 0.005298245, 0.02923791, 0.04479829, 0.01523084, 0.00528813, 0.08999222, 0.1026413, 0.04367198, 0.1528387, 0.03625056, 0.05276219, 0.01728785, 0.07944573, 0.004365617, 0.009023101
291.77224, 0.005002429, 0.02937764, 0.04263682, 0.01436045, 0.004975914, 0.08838524, 0.09796064, 0.04152502, 0.1493121, 0.03407873, 0.05219321, 0.01657573, 0.07600319, 0.00409206, 0.008642446
291.822201, 0.00472313, 0.03326535, 0.04057964, 0.01353979, 0.004682131, 0.08443492, 0.1138288, 0.03948361, 0.1455288, 0.03203702, 0.05024919, 0.01589294, 0.07270983, 0.003835644, 0.008277849
291.872162, 0.004459424, 0.04104837, 0.03862172, 0.01276603, 0.004405693, 0.08066116, 0.1164568, 0.03754256, 0.1391833, 0.03011764, 0.0495882, 0.01523828, 0.06955917, 0.003595295, 0.007928634
291.922123, 0.007639703, 0.05211383, 0.03675826, 0.0120365, 0.004145576, 0.07705606, 0.1111461, 0.03569693, 0.1358582, 0.02831325, 0.05123452, 0.01735196, 0.07120394, 0.003370007, 0.007594151
291.972084, 0.01280329, 0.04957104, 0.03498471, 0.01134865, 0.003900817, 0.08072373, 0.1169904, 0.04017819, 0.1386775, 0.02661696, 0.04902307, 0.01663719, 0.06935746, 0.003158836, 0.007273778
292.022045, 0.01208845, 0.05226613, 0.03329674, 0.01070011, 0.003670509, 0.09229957, 0.1171845, 0.03820299, 0.1461957, 0.03349066, 0.04690707, 0.01595187, 0.07627653, 0.002960898, 0.006966922
292.072006, 0.01330469, 0.05977121, 0.03169021, 0.01008863, 0.003453798, 0.09985495, 0.1118406, 0.0363249, 0.1398211, 0.035398, 0.0448824, 0.01529478, 0.07297131, 0.002775363, 0.00667301
292.121967, 0.01527729, 0.0568548, 0.03016119, 0.009512098, 0.003249882, 0.1088799, 0.1067405, 0.03453913, 0.1555273, 0.03327725, 0.04443612, 0.01466476, 0.06980933, 0.002601453, 0.006391497
292.171928, 0.01442432, 0.05541124, 0.02870594, 0.008968512, 0.01422335, 0.1040136, 0.1047403, 0.03284115, 0.1487458, 0.03605253, 0.04251811, 0.01406069, 0.06678435, 0.002438442, 0.01315935
292.221889, 0.01361897, 0.05270756, 0.02732091, 0.00845599, 0.01338359, 0.09936481, 0.1008745, 0.03122665, 0.1654861, 0.03745127, 0.04068289, 0.0134815, 0.06824683, 0.002285644, 0.0126042
292.27185, 0.01285859, 0.06184056, 0.02600271, 0.007972756, 0.01259341, 0.09492376, 0.0962744, 0.02969152, 0.1924215, 0.04791508, 0.03892688, 0.01292617, 0.06528956, 0.002142422, 0.01207247
292.321811, 0.01214065, 0.05932596, 0.0247481, 0.007517138, 0.01184988, 0.09068121, 0.1047061, 0.02823186, 0.1901298, 0.05159783, 0.03724666, 0.01239372, 0.06943209, 0.002008174, 0.01156317
292.371772, 0.01146281, 0.07237779, 0.02355403, 0.007087558, 0.01115026, 0.08662827, 0.111913, 0.02684395, 0.1818396, 0.04850653, 0.03563897, 0.0118832, 0.06642347, 0.001882338, 0.01107536
292.421733, 0.01082281, 0.0767139, 0.02241758, 0.006682526, 0.01049193, 0.08275647, 0.1068095, 0.02552428, 0.1739108, 0.04560043, 0.03721231, 0.0113937, 0.06354521, 0.001764387, 0.01265528
292.471694, 0.01021854, 0.08969428, 0.02133595, 0.006300641, 0.009872479, 0.07905772, 0.1090213, 0.02426948, 0.1772468, 0.04286844, 0.03772606, 0.01092437, 0.06079168, 0.001653827, 0.0121214
292.521655, 0.00964801, 0.09360305, 0.02030651, 0.005940579, 0.009289598, 0.07552429, 0.1059708, 0.02307637, 0.1812034, 0.04030013, 0.03609768, 0.01047438, 0.07361781, 0.001550195, 0.01161004
292.571616, 0.02288308, 0.09686323, 0.01932674, 0.005601094, 0.008741131, 0.07214878, 0.1065563, 0.02733493, 0.1733024, 0.03788569, 0.03453958, 0.01139948, 0.079195, 0.001453057, 0.01112025
292.621577, 0.0245284, 0.09640878, 0.01839425, 0.005281009, 0.008225046, 0.06892414, 0.1168679, 0.03463016, 0.1657459, 0.0356159, 0.03304874, 0.01317232, 0.07576333, 0.001362006, 0.01553213
292.671538, 0.02315891, 0.09170471, 0.01750675, 0.004979216, 0.007739431, 0.06584362, 0.1227938, 0.03292771, 0.1585188, 0.0334821, 0.03162224, 0.01703744, 0.07248036, 0.00127666, 0.01487688
292.721499, 0.02186589, 0.08776417, 0.01666206, 0.004694669, 0.007282487, 0.06290078, 0.1171941, 0.03130895, 0.1516069, 0.03147614, 0.03025732, 0.01633563, 0.07090203, 0.001196662, 0.01424927
292.77146, 0.02064505, 0.08590512, 0.01585814, 0.004426383, 0.006852521, 0.06008947, 0.1118498, 0.02976977, 0.1522185, 0.03256715, 0.02895131, 0.01566274, 0.06782971, 0.001121677, 0.01364814
292.821421, 0.01949238, 0.08379282, 0.015093, 0.00417343, 0.006447941, 0.05740381, 0.1160259, 0.02830626, 0.1455812, 0.030616, 0.02786626, 0.01501756, 0.06489052, 0.001051391, 0.01307237
