Time,Centre position X,Centre position Y,A active,S active
336.420,95,242,0,0
336.520,104,226,0,0
336.787,87,210,0,0
336.920,89,195,0,0
337.020,89,194,0,0
337.120,92,188,0,0
337.220,104,192,0,0
337.320,112,198,0,0
337.420,115,198,0,0
337.520,118,203,0,0
337.620,118,194,0,0
337.720,117,192,0,0
337.820,110,189,0,0
337.920,109,183,0,0
338.020,109,189,0,0
338.120,111,186,0,0
338.220,114,176,0,0
338.320,120,180,0,0
338.420,122,188,0,0
338.520,128,188,0,0
338.620,135,181,0,0
339.486,61,232,0,0
339.720,64,233,0,0
342.386,60,242,0,0
347.753,64,242,0,0
347.853,110,179,0,0
347.953,101,192,0,0
348.053,100,201,0,0
348.153,97,207,0,0
348.253,95,205,0,0
348.353,104,203,0,0
348.453,103,212,0,0
348.553,107,207,0,0
348.653,105,210,0,0
348.753,102,210,0,0
348.853,102,205,0,0
348.869,102,205,0,1
348.953,94,205,0,1
349.013,94,205,0,0
349.053,92,201,0,0
349.153,90,200,0,0
349.253,88,198,0,0
349.353,89,193,0,0
349.453,86,191,0,0
349.553,83,189,0,0
349.653,81,180,0,0
349.753,81,177,0,0
349.853,76,177,0,0
349.953,75,182,0,0
350.053,76,184,0,0
350.753,116,275,0,0
350.853,115,287,0,0
350.953,116,289,0,0
351.053,119,293,0,0
351.153,124,283,0,0
351.253,127,277,0,0
351.486,131,267,0,0
351.586,130,263,0,0
351.687,128,259,0,0
351.820,126,261,0,0
351.920,125,263,0,0
352.020,126,262,0,0
352.120,126,257,0,0
352.220,125,267,0,0
352.320,127,264,0,0
352.420,126,267,0,0
352.520,120,280,0,0
352.565,120,280,0,1
352.620,114,290,0,1
352.720,109,298,0,1
352.820,110,299,0,1
352.821,110,299,0,0
352.920,117,301,0,0
353.020,131,308,0,0
353.986,105,233,0,0
354.086,104,233,0,0
354.187,103,233,0,0
361.420,101,221,0,0
361.520,98,225,0,0
361.620,98,227,0,0
361.720,99,226,0,0
361.820,99,227,0,0
361.953,103,223,0,0
362.053,101,224,0,0
362.153,93,227,0,0
366.053,85,240,0,0
366.287,84,241,0,0
366.387,84,242,0,0
366.520,85,240,0,0
366.753,88,240,0,0
366.953,95,242,0,0
367.420,87,231,0,0
367.853,91,231,0,0
368.087,93,228,0,0
368.253,93,228,0,0
368.387,93,228,0,0
368.487,93,229,0,0
368.753,91,231,0,0
368.853,91,235,0,0
371.387,90,197,0,0
371.487,95,183,0,0
371.587,89,172,0,0
371.720,89,143,0,0
371.953,93,123,0,0
372.053,90,120,0,0
372.153,91,118,0,0
372.353,97,95,0,0
372.453,90,97,0,0
374.620,95,130,0,0
374.753,96,127,0,0
374.853,96,128,0,0
374.953,96,128,0,0
375.053,96,129,0,0
375.153,96,128,0,0
375.253,97,127,0,0
375.387,94,131,0,0
375.487,91,131,0,0
375.587,91,131,0,0
375.687,92,132,0,0
375.787,89,129,0,0
375.887,90,131,0,0
376.020,98,130,0,0
376.120,97,126,0,0
376.220,101,116,0,0
376.320,103,110,0,0
376.420,106,110,0,0
376.520,102,119,0,0
376.620,103,123,0,0
376.720,106,121,0,0
376.820,106,116,0,0
376.920,106,116,0,0
377.020,104,117,0,0
377.120,106,116,0,0
377.220,107,116,0,0
377.320,107,116,0,0
377.420,106,116,0,0
377.520,106,116,0,0
377.620,106,116,0,0
377.720,106,116,0,0
377.820,106,116,0,0
377.920,106,116,0,0
378.020,104,117,0,0
378.120,104,110,0,0
378.220,108,109,0,0
378.320,106,111,0,0
378.420,119,107,0,0
378.520,124,102,0,0
378.620,131,106,0,0
378.820,148,97,0,0
378.920,154,97,0,0
379.020,156,93,0,0
379.187,169,96,0,0
379.287,182,93,0,0
379.387,180,93,0,0
379.487,172,93,0,0
383.687,287,279,0,0
383.787,268,301,0,0
383.887,271,311,0,0
383.987,283,311,0,0
384.087,295,306,0,0
384.320,290,262,0,0
384.420,296,260,0,0
384.520,303,252,0,0
384.620,310,247,0,0
384.741,310,247,0,1
384.820,333,253,0,1
384.997,333,253,0,0
385.487,198,188,0,0
385.587,195,187,0,0
385.687,190,184,0,0
385.820,178,183,0,0
385.920,167,189,0,0
386.020,149,200,0,0
386.387,101,233,0,0
386.487,99,240,0,0
386.587,93,243,0,0
386.687,95,245,0,0
386.787,94,257,0,0
386.887,97,263,0,0
386.987,101,259,0,0
387.087,100,258,0,0
387.187,96,263,0,0
387.269,96,263,0,1
387.287,95,262,0,1
387.387,99,261,0,1
387.487,100,263,0,1
387.587,99,264,0,1
387.687,99,262,0,1
387.781,99,262,0,0
388.387,101,270,0,0
388.553,101,259,0,0
388.653,99,277,0,0
389.087,89,268,0,0
389.187,90,275,0,0
389.287,92,279,0,0
389.420,94,283,0,0
389.520,90,279,0,0
389.620,90,268,0,0
389.720,91,265,0,0
389.820,87,270,0,0
389.920,87,276,0,0
390.020,88,271,0,0
390.120,85,278,0,0
390.220,81,277,0,0
390.320,83,277,0,0
390.420,84,273,0,0
390.520,82,278,0,0
390.620,84,276,0,0
390.720,84,277,0,0
390.820,85,273,0,0
390.920,81,285,0,0
391.020,78,285,0,0
391.120,78,283,0,0
391.220,80,281,0,0
391.320,82,277,0,0
391.420,85,275,0,0
391.520,89,274,0,0
391.620,94,277,0,0
391.720,95,275,0,0
391.820,91,277,0,0
391.920,88,279,0,0
392.020,88,278,0,0
392.120,83,289,0,0
392.220,78,292,0,0
392.320,78,290,0,0
392.420,78,286,0,0
392.520,79,274,0,0
392.620,77,274,0,0
392.720,75,272,0,0
392.820,74,271,0,0
392.920,68,282,0,0
393.020,68,280,0,0
393.120,69,278,0,0
393.220,70,281,0,0
393.320,69,281,0,0
393.420,67,273,0,0
393.520,67,269,0,0
393.620,69,280,0,0
393.720,76,273,0,0
393.820,80,284,0,0
393.920,83,294,0,0
394.020,89,281,0,0
394.120,91,274,0,0
394.220,91,259,0,0
394.320,98,241,0,0
394.420,96,216,0,0
394.520,91,208,0,0
394.620,96,207,0,0
394.720,110,207,0,0
394.820,118,208,0,0
394.920,118,204,0,0
395.120,120,201,0,0
395.220,122,204,0,0
395.320,122,205,0,0
395.420,121,216,0,0
395.520,122,225,0,0
395.620,124,223,0,0
395.720,124,222,0,0
395.820,123,219,0,0
395.861,123,219,0,1
395.920,121,221,0,1
396.020,116,222,0,1
396.120,114,221,0,1
396.220,121,222,0,1
396.320,117,232,0,1
396.420,110,247,0,1
396.520,112,262,0,1
396.620,116,264,0,1
396.678,116,264,0,0
396.720,124,291,0,0
396.820,138,306,0,0
396.920,161,309,0,0
397.120,141,322,0,0
397.220,153,323,0,0
397.853,135,278,0,0
398.953,344,339,0,0
399.353,348,336,0,0
399.453,365,338,0,0
399.553,384,339,0,0
399.653,384,340,0,0
399.920,438,319,0,0
400.020,436,316,0,0
400.120,428,317,0,0
400.220,432,324,0,0
400.320,432,327,0,0
400.420,432,325,0,0
400.470,432,325,0,1
400.520,431,322,0,1
400.620,427,320,0,1
400.720,424,322,0,1
400.820,444,312,0,1
400.920,449,313,0,1
400.998,449,313,0,0
401.020,444,313,0,0
402.487,446,343,0,0
402.653,444,343,0,0
402.753,448,343,0,0
413.553,118,225,0,0
414.120,111,233,0,0
414.420,113,231,0,0
414.520,111,232,0,0
414.620,111,232,0,0
414.720,111,231,0,0
414.820,110,230,0,0
415.654,109,231,0,0
415.987,111,229,0,0
416.087,111,229,0,0
417.053,111,227,0,0
418.087,110,208,0,0
418.554,126,229,0,0
418.687,128,223,0,0
418.787,125,222,0,0
418.887,123,224,0,0
419.453,125,227,0,0
420.020,122,227,0,0
420.120,122,228,0,0
420.420,120,230,0,0
420.854,115,227,0,0
423.387,119,224,0,0
423.487,119,224,0,0
423.587,121,221,0,0
423.687,121,224,0,0
423.787,120,225,0,0
423.887,121,224,0,0
424.120,120,225,0,0
424.220,120,227,0,0
424.353,120,228,0,0
424.454,120,226,0,0
424.554,120,226,0,0
424.687,121,226,0,0
424.787,121,226,0,0
424.887,120,226,0,0
424.987,120,226,0,0
425.287,118,219,0,0
425.387,118,216,0,0
425.953,120,218,0,0
426.054,118,223,0,0
426.154,115,219,0,0
426.287,115,218,0,0
426.687,114,213,0,0
426.987,115,213,0,0
427.153,115,213,0,0
427.387,116,213,0,0
427.520,121,216,0,0
427.620,120,212,0,0
427.754,121,213,0,0
427.954,123,215,0,0
428.620,117,220,0,0
428.720,120,221,0,0
428.820,119,220,0,0
428.920,116,222,0,0
429.020,114,222,0,0
429.120,114,222,0,0
429.220,115,222,0,0
429.320,117,222,0,0
429.420,119,221,0,0
429.520,119,221,0,0
429.620,118,221,0,0
429.720,116,221,0,0
429.820,116,221,0,0
429.920,116,221,0,0
430.020,117,221,0,0
430.120,118,220,0,0
430.220,119,220,0,0
430.320,122,224,0,0
430.520,123,230,0,0
431.287,536,259,0,0
433.787,291,227,0,0
433.887,274,219,0,0
433.987,274,218,0,0
434.087,269,213,0,0
434.187,269,213,0,0
434.354,282,209,0,0
435.020,312,243,0,0
435.187,195,239,0,0
435.287,218,239,0,0
435.387,250,232,0,0
435.487,279,225,0,0
435.587,279,221,0,0
435.687,280,215,0,0
435.787,280,212,0,0
435.954,275,219,0,0
436.054,278,219,0,0
436.154,278,220,0,0
436.287,261,222,0,0
436.387,251,220,0,0
436.487,238,219,0,0
436.587,219,217,0,0
436.687,205,213,0,0
436.787,197,208,0,0
436.887,196,210,0,0
436.987,194,213,0,0
437.087,182,221,0,0
437.187,178,227,0,0
437.487,108,280,0,0
437.754,171,255,0,0
437.920,152,260,0,0
438.287,158,267,0,0
438.887,167,279,0,0
438.987,154,281,0,0
439.087,155,281,0,0
439.187,154,281,0,0
439.287,164,280,0,0
440.287,249,260,0,0
440.387,145,271,0,0
440.487,126,266,0,0
440.587,128,269,0,0
440.687,130,275,0,0
440.787,130,274,0,0
440.887,124,277,0,0
440.987,128,276,0,0
441.087,139,277,0,0
441.187,144,279,0,0
441.854,135,301,0,0
441.954,131,304,0,0
442.087,130,300,0,0
442.187,125,300,0,0
442.287,122,301,0,0
442.387,123,301,0,0
442.487,121,301,0,0
442.587,127,295,0,0
442.687,128,295,0,0
442.787,126,294,0,0
442.887,127,287,0,0
442.987,122,279,0,0
443.087,113,279,0,0
443.187,112,279,0,0
443.287,122,282,0,0
443.387,119,280,0,0
443.487,110,278,0,0
443.587,115,282,0,0
443.687,114,286,0,0
443.787,114,288,0,0
443.887,117,288,0,0
443.987,117,293,0,0
444.087,114,297,0,0
444.187,104,295,0,0
444.198,104,295,0,1
444.287,114,292,0,1
444.387,119,291,0,1
444.469,119,291,0,0
444.487,126,289,0,0
444.587,104,281,0,0
444.687,122,270,0,0
444.787,119,263,0,0
445.054,108,249,0,0
445.187,100,248,0,0
445.454,109,269,0,0
445.554,109,277,0,0
445.654,109,277,0,0
445.754,106,281,0,0
445.854,104,296,0,0
445.954,111,306,0,0
446.054,123,307,0,0
446.154,125,305,0,0
446.254,124,302,0,0
446.387,128,297,0,0
446.487,132,296,0,0
446.587,129,310,0,0
446.687,132,289,0,0
446.693,132,289,0,1
446.787,134,294,0,1
446.887,135,298,0,1
446.987,136,303,0,1
447.087,141,306,0,1
447.187,142,314,0,1
447.318,142,314,0,0
447.320,107,244,0,0
452.254,99,202,0,0
452.354,98,203,0,0
453.220,87,214,0,0
453.320,88,216,0,0
453.420,87,218,0,0
457.354,93,211,0,0
461.887,447,252,0,0
461.987,458,269,0,0
462.087,456,273,0,0
462.187,452,270,0,0
462.287,447,269,0,0
462.533,447,269,0,1
462.654,450,268,0,1
462.661,450,268,0,0
462.754,446,271,0,0
462.854,424,261,0,0
469.387,94,182,0,0
470.054,92,161,0,0
472.620,90,172,0,0
472.720,90,173,0,0
472.821,91,175,0,0
472.921,92,170,0,0
473.054,88,166,0,0
473.154,86,166,0,0
473.254,84,167,0,0
473.354,84,169,0,0
473.454,86,174,0,0
473.554,85,175,0,0
473.654,84,173,0,0
473.754,85,170,0,0
473.854,83,167,0,0
473.954,84,166,0,0
474.054,87,165,0,0
474.154,90,163,0,0
474.254,90,170,0,0
474.354,89,173,0,0
474.454,90,175,0,0
474.554,90,176,0,0
474.654,89,175,0,0
474.754,88,175,0,0
474.854,87,174,0,0
474.954,85,171,0,0
475.054,87,168,0,0
475.154,89,172,0,0
475.254,89,174,0,0
475.354,90,176,0,0
475.454,89,176,0,0
475.554,89,174,0,0
475.654,87,169,0,0
475.754,87,164,0,0
475.854,89,163,0,0
475.954,89,164,0,0
476.054,91,164,0,0
476.154,92,164,0,0
476.254,93,163,0,0
476.354,93,168,0,0
476.454,94,173,0,0
476.554,90,173,0,0
476.654,90,176,0,0
476.787,92,177,0,0
476.887,91,173,0,0
476.987,96,170,0,0
477.087,97,176,0,0
477.254,98,182,0,0
477.354,104,188,0,0
477.454,126,206,0,0
477.554,150,220,0,0
477.654,166,218,0,0
477.754,166,231,0,0
477.854,182,251,0,0
477.954,220,272,0,0
478.054,252,291,0,0
478.154,288,316,0,0
478.354,326,319,0,0
478.587,392,335,0,0
478.687,391,336,0,0
479.125,391,336,0,1
479.454,404,333,0,1
479.574,404,333,0,0
480.220,405,336,0,0
480.320,386,342,0,0
480.754,297,305,0,0
481.021,269,235,0,0
481.220,264,189,0,0
481.321,268,161,0,0
481.454,283,137,0,0
482.354,308,111,0,0
482.987,303,124,0,0
483.620,425,133,0,0
483.720,425,135,0,0
483.820,425,133,0,0
483.921,424,134,0,0
484.021,426,139,0,0
484.121,425,139,0,0
484.254,426,144,0,0
484.354,427,136,0,0
484.469,427,136,0,1
484.687,431,145,0,1
484.787,439,138,0,1
484.837,439,138,0,0
484.887,446,131,0,0
484.987,435,135,0,0
485.087,439,144,0,0
485.187,444,132,0,0
485.287,450,125,0,0
485.387,458,125,0,0
485.487,454,119,0,0
485.587,457,123,0,0
485.687,454,126,0,0
485.787,453,123,0,0
485.887,452,125,0,0
485.987,453,122,0,0
486.069,453,122,0,1
486.087,454,119,0,1
486.321,455,122,0,1
486.374,455,122,0,0
486.454,455,121,0,0
486.554,457,115,0,0
486.720,471,118,0,0
486.821,476,119,0,0
486.921,483,121,0,0
487.021,480,116,0,0
487.121,480,127,0,0
487.254,474,125,0,0
487.687,427,94,0,0
488.687,535,209,0,0
488.787,536,218,0,0
488.887,533,230,0,0
489.020,542,227,0,0
489.121,544,235,0,0
489.221,540,238,0,0
489.321,540,242,0,0
489.454,537,266,0,0
489.554,540,273,0,0
489.654,540,272,0,0
489.754,538,260,0,0
489.854,538,255,0,0
489.954,540,252,0,0
490.054,541,246,0,0
490.154,538,239,0,0
490.254,544,244,0,0
490.354,544,245,0,0
490.454,535,236,0,0
490.554,537,238,0,0
490.654,532,245,0,0
490.754,512,265,0,0
490.854,468,293,0,0
490.954,447,306,0,0
491.054,445,313,0,0
494.387,357,235,0,0
495.187,483,275,0,0
495.287,482,281,0,0
495.454,474,280,0,0
495.654,463,292,0,0
495.754,460,286,0,0
495.854,459,280,0,0
495.954,445,281,0,0
496.054,435,295,0,0
496.154,433,308,0,0
496.254,434,304,0,0
496.354,423,306,0,0
496.454,407,297,0,0
496.554,385,297,0,0
498.087,323,209,0,0
498.187,340,209,0,0
498.287,335,212,0,0
498.887,260,206,0,0
498.987,274,208,0,0
499.087,286,213,0,0
499.187,306,211,0,0
499.287,295,207,0,0
499.387,276,203,0,0
499.487,290,198,0,0
499.587,272,198,0,0
500.620,330,186,0,0
500.720,326,177,0,0
500.821,330,174,0,0
500.921,339,178,0,0
501.141,339,178,0,1
501.221,294,185,0,1
501.269,294,185,0,0
501.354,286,181,0,0
501.454,280,176,0,0
501.554,274,165,0,0
501.654,279,148,0,0
501.754,274,134,0,0
501.854,283,128,0,0
501.954,302,128,0,0
502.221,315,129,0,0
502.321,311,122,0,0
502.454,317,109,0,0
502.554,314,104,0,0
502.654,303,104,0,0
502.754,292,111,0,0
502.854,275,113,0,0
503.887,186,141,0,0
503.987,156,134,0,0
504.087,124,128,0,0
504.187,124,125,0,0
504.287,130,123,0,0
504.387,127,122,0,0
504.487,143,117,0,0
504.587,146,120,0,0
504.687,148,120,0,0
504.787,148,121,0,0
504.887,151,126,0,0
504.987,159,133,0,0
505.087,180,140,0,0
505.187,193,146,0,0
505.287,205,150,0,0
505.387,212,153,0,0
505.487,213,154,0,0
505.587,213,157,0,0
505.687,218,161,0,0
505.787,217,166,0,0
505.887,221,169,0,0
505.987,223,171,0,0
506.087,230,174,0,0
506.187,236,177,0,0
506.287,239,180,0,0
506.387,237,182,0,0
506.487,226,175,0,0
506.588,226,173,0,0
506.721,227,167,0,0
506.821,228,169,0,0
506.921,225,171,0,0
507.021,218,169,0,0
507.121,217,164,0,0
507.221,218,163,0,0
507.321,219,161,0,0
507.421,216,154,0,0
507.477,216,154,0,1
507.521,220,157,0,1
507.621,220,157,0,0
507.654,215,144,0,0
507.754,207,144,0,0
507.854,198,147,0,0
507.954,175,165,0,0
508.054,156,174,0,0
508.154,155,177,0,0
508.254,160,186,0,0
508.354,155,185,0,0
508.454,149,189,0,0
508.554,154,186,0,0
508.654,161,184,0,0
508.754,163,177,0,0
508.854,161,173,0,0
509.721,153,181,0,0
509.821,144,179,0,0
509.954,131,173,0,0
510.054,125,176,0,0
510.154,120,163,0,0
510.254,113,161,0,0
510.354,110,159,0,0
510.454,109,167,0,0
510.554,110,186,0,0
510.654,112,187,0,0
510.754,114,196,0,0
510.854,113,207,0,0
510.954,111,224,0,0
511.054,108,238,0,0
511.154,105,252,0,0
511.254,101,252,0,0
511.354,109,263,0,0
511.454,109,286,0,0
511.554,109,295,0,0
511.721,115,300,0,0
511.854,123,296,0,0
511.954,127,294,0,0
512.054,131,290,0,0
512.154,136,280,0,0
512.254,135,282,0,0
512.354,129,286,0,0
512.454,147,291,0,0
512.554,147,273,0,0
512.654,142,283,0,0
512.754,140,281,0,0
512.854,141,283,0,0
512.954,143,284,0,0
513.054,143,285,0,0
513.154,141,285,0,0
513.254,144,284,0,0
513.354,144,284,0,0
513.454,143,293,0,0
513.554,143,296,0,0
513.654,144,306,0,0
513.754,135,273,0,0
513.854,152,317,0,0
515.087,119,265,0,0
515.187,111,266,0,0
520.754,113,280,0,0
520.854,110,279,0,0
520.954,104,283,0,0
523.454,123,264,0,0
523.554,123,264,0,0
525.021,127,263,0,0
525.121,127,263,0,0
525.287,127,262,0,0
525.387,127,262,0,0
525.554,125,263,0,0
525.721,120,265,0,0
525.821,122,264,0,0
526.087,121,261,0,0
526.521,109,264,0,0
529.154,90,186,0,0
529.287,90,187,0,0
530.754,81,139,0,0
530.854,82,146,0,0
530.954,81,149,0,0
532.587,82,132,0,0
532.687,81,139,0,0
532.821,83,137,0,0
535.654,282,250,0,0
535.754,267,234,0,0
535.854,263,221,0,0
536.054,159,168,0,0
536.154,163,165,0,0
537.721,88,125,0,0
537.987,131,152,0,0
538.087,122,139,0,0
538.188,157,153,0,0
539.287,190,154,0,0
539.388,182,159,0,0
539.488,170,154,0,0
539.621,160,154,0,0
540.187,158,153,0,0
540.287,160,153,0,0
540.387,169,154,0,0
540.488,163,154,0,0
540.621,150,154,0,0
541.054,151,156,0,0
541.154,169,145,0,0
541.254,166,153,0,0
541.354,164,162,0,0
541.454,152,170,0,0
541.554,136,176,0,0
541.654,135,177,0,0
541.754,139,179,0,0
541.921,134,179,0,0
542.021,133,177,0,0
542.121,133,172,0,0
542.221,133,166,0,0
542.321,133,168,0,0
542.421,134,171,0,0
542.621,133,170,0,0
542.721,132,171,0,0
542.821,138,172,0,0
542.921,135,171,0,0
543.021,135,169,0,0
543.121,133,169,0,0
543.221,129,170,0,0
543.321,129,168,0,0
543.365,129,168,0,1
543.421,128,173,0,1
543.521,139,166,0,1
543.621,150,137,0,1
543.669,150,137,0,0
543.821,162,144,0,0
543.921,160,144,0,0
544.021,166,135,0,0
544.121,162,129,0,0
544.221,159,126,0,0
544.321,158,125,0,0
544.421,157,124,0,0
544.521,156,116,0,0
544.621,159,114,0,0
544.721,160,117,0,0
544.821,163,119,0,0
544.885,163,119,0,1
544.997,163,119,0,0
546.054,220,121,0,0
546.154,226,122,0,0
546.254,233,120,0,0
546.354,234,123,0,0
546.454,236,136,0,0
546.554,242,144,0,0
546.654,248,137,0,0
546.921,219,168,0,0
549.854,216,243,0,0
551.354,315,292,0,0
551.454,328,290,0,0
551.554,322,288,0,0
551.654,305,290,0,0
551.754,306,298,0,0
551.854,304,305,0,0
551.954,308,300,0,0
552.054,316,299,0,0
552.154,308,297,0,0
552.254,318,294,0,0
552.354,329,294,0,0
552.454,337,295,0,0
552.554,326,282,0,0
552.654,310,270,0,0
552.754,314,264,0,0
552.854,316,266,0,0
552.954,309,278,0,0
553.054,302,291,0,0
553.154,299,307,0,0
553.254,288,311,0,0
553.354,268,312,0,0
553.454,249,312,0,0
553.554,238,317,0,0
553.654,223,317,0,0
553.787,218,330,0,0
553.888,217,334,0,0
553.988,216,334,0,0
554.121,212,330,0,0
554.221,213,329,0,0
554.321,210,322,0,0
554.421,207,323,0,0
554.521,209,327,0,0
554.621,200,327,0,0
554.788,151,303,0,0
555.021,139,294,0,0
555.287,99,285,0,0
555.388,97,283,0,0
556.187,102,297,0,0
556.287,114,305,0,0
556.388,112,307,0,0
556.488,109,308,0,0
556.588,105,312,0,0
556.721,107,310,0,0
556.821,106,315,0,0
556.921,101,318,0,0
557.021,100,315,0,0
557.121,96,301,0,0
557.221,101,285,0,0
558.454,115,248,0,0
558.554,106,272,0,0
558.654,99,282,0,0
560.021,100,262,0,0
560.988,107,293,0,0
561.088,110,281,0,0
561.188,112,284,0,0
561.288,112,283,0,0
561.421,111,278,0,0
561.788,136,243,0,0
561.921,143,246,0,0
562.021,148,245,0,0
562.121,156,252,0,0
573.488,535,192,0,0
573.588,537,190,0,0
573.688,534,191,0,0
573.788,536,191,0,0
573.888,557,320,0,0
574.421,535,199,0,0
574.521,537,199,0,0
574.621,536,200,0,0
574.721,533,199,0,0
574.821,534,200,0,0
575.288,528,207,0,0
575.388,527,211,0,0
575.488,526,220,0,0
575.588,527,217,0,0
575.688,524,218,0,0
575.788,520,222,0,0
575.888,517,224,0,0
575.988,519,237,0,0
576.088,522,240,0,0
576.188,524,240,0,0
576.388,532,223,0,0
576.488,537,225,0,0
576.588,539,223,0,0
576.688,541,231,0,0
576.788,544,224,0,0
576.888,544,224,0,0
577.088,532,167,0,0
577.188,536,165,0,0
577.288,531,165,0,0
577.388,541,212,0,0
577.488,545,215,0,0
577.588,545,206,0,0
577.688,538,206,0,0
577.788,535,214,0,0
577.888,528,210,0,0
577.988,525,215,0,0
578.088,527,221,0,0
578.188,527,217,0,0
578.288,527,216,0,0
578.388,529,219,0,0
578.488,531,220,0,0
578.588,530,213,0,0
578.688,528,207,0,0
578.788,529,213,0,0
578.921,527,212,0,0
579.021,527,208,0,0
579.121,529,210,0,0
579.221,526,206,0,0
579.321,524,205,0,0
579.421,513,204,0,0
579.521,499,203,0,0
579.621,497,202,0,0
579.721,502,202,0,0
579.821,509,207,0,0
580.921,495,219,0,0
581.021,505,213,0,0
581.121,509,205,0,0
581.221,515,203,0,0
581.321,518,203,0,0
581.421,526,197,0,0
581.521,524,195,0,0
581.621,524,196,0,0
581.721,522,191,0,0
581.821,522,191,0,0
581.921,530,197,0,0
582.021,532,203,0,0
582.121,534,206,0,0
582.221,534,208,0,0
582.321,533,219,0,0
582.421,537,225,0,0
582.521,533,234,0,0
582.621,538,239,0,0
582.721,541,245,0,0
582.821,543,240,0,0
582.921,547,225,0,0
583.021,544,214,0,0
583.121,544,216,0,0
583.221,543,239,0,0
583.321,542,248,0,0
583.421,540,249,0,0
583.521,540,252,0,0
583.621,541,254,0,0
583.721,539,255,0,0
583.821,536,242,0,0
583.921,539,247,0,0
584.021,539,242,0,0
584.121,538,233,0,0
584.221,538,233,0,0
584.321,539,248,0,0
584.421,533,249,0,0
584.521,531,241,0,0
584.621,529,234,0,0
584.721,525,215,0,0
584.821,521,197,0,0
584.921,513,179,0,0
585.021,507,181,0,0
585.121,503,180,0,0
585.221,494,171,0,0
585.321,483,175,0,0
585.421,467,175,0,0
585.521,465,170,0,0
591.788,457,234,0,0
591.921,435,247,0,0
592.021,439,267,0,0
592.121,434,275,0,0
592.221,419,269,0,0
592.354,427,278,0,0
592.454,432,276,0,0
592.555,432,269,0,0
596.388,186,212,0,0
596.488,187,212,0,0
596.588,186,209,0,0
596.688,193,205,0,0
597.055,195,209,0,0
597.188,194,205,0,0
597.288,188,204,0,0
597.421,183,202,0,0
597.521,183,199,0,0
597.621,185,196,0,0
597.721,189,198,0,0
597.821,190,201,0,0
597.921,190,201,0,0
598.021,192,200,0,0
598.121,190,201,0,0
598.221,191,200,0,0
598.321,191,201,0,0
598.421,192,200,0,0
598.521,191,201,0,0
598.621,191,202,0,0
598.721,190,203,0,0
598.821,190,205,0,0
598.921,188,203,0,0
599.088,191,202,0,0
599.421,184,209,0,0
599.521,173,209,0,0
599.621,170,211,0,0
599.821,173,211,0,0
599.921,173,214,0,0
600.021,168,208,0,0
600.121,167,206,0,0
600.521,164,207,0,0
600.621,164,208,0,0
600.721,165,209,0,0
600.821,165,209,0,0
600.921,165,208,0,0
601.021,165,208,0,0
601.121,166,208,0,0
601.221,166,209,0,0
601.321,173,207,0,0
601.421,170,205,0,0
601.521,162,204,0,0
601.621,164,198,0,0
601.721,158,186,0,0
601.821,153,175,0,0
601.921,142,179,0,0
602.021,131,177,0,0
602.121,131,170,0,0
602.221,132,175,0,0
602.321,129,181,0,0
602.421,130,180,0,0
602.521,129,177,0,0
602.621,132,177,0,0
602.754,134,176,0,0
602.855,133,181,0,0
602.988,132,184,0,0
603.088,129,187,0,0
603.188,132,184,0,0
603.288,134,185,0,0
603.388,134,184,0,0
603.488,131,186,0,0
603.588,124,191,0,0
603.721,128,193,0,0
603.821,131,190,0,0
603.921,134,184,0,0
604.021,136,188,0,0
604.121,130,188,0,0
604.221,130,190,0,0
604.421,127,190,0,0
604.521,115,200,0,0
604.688,83,224,0,0
605.255,445,235,0,0
605.388,442,233,0,0
605.488,447,237,0,0
605.588,446,237,0,0
605.788,75,311,0,0
606.288,400,167,0,0
606.388,397,163,0,0
606.488,385,150,0,0
606.588,378,147,0,0
606.688,375,137,0,0
606.788,370,131,0,0
606.888,366,132,0,0
606.988,362,128,0,0
607.088,354,119,0,0
607.188,338,111,0,0
607.288,326,108,0,0
607.388,326,107,0,0
607.488,333,106,0,0
607.754,324,107,0,0
607.854,327,108,0,0
607.954,331,113,0,0
608.055,331,115,0,0
608.321,293,119,0,0
609.288,243,285,0,0
609.388,241,294,0,0
609.488,239,300,0,0
609.588,232,299,0,0
609.688,224,304,0,0
609.788,224,317,0,0
609.888,223,317,0,0
609.988,225,312,0,0
610.088,233,311,0,0
615.121,511,263,0,0
619.188,549,332,0,0
619.521,552,328,0,0
619.621,551,324,0,0
619.821,550,325,0,0
619.921,550,326,0,0
620.088,543,321,0,0
622.688,527,304,0,0
622.788,527,306,0,0
622.888,529,307,0,0
622.988,523,306,0,0
623.155,520,300,0,0
626.721,452,183,0,0
626.821,470,205,0,0
626.921,462,216,0,0
627.021,461,213,0,0
627.121,484,214,0,0
627.221,461,220,0,0
627.321,472,229,0,0
627.488,450,241,0,0
627.655,487,199,0,0
627.755,485,193,0,0
627.855,477,191,0,0
627.955,470,187,0,0
628.255,435,161,0,0
628.355,433,157,0,0
628.488,418,140,0,0
628.588,406,130,0,0
637.388,87,191,0,0
638.355,132,185,0,0
638.488,123,190,0,0
638.855,105,186,0,0
638.955,111,190,0,0
639.055,105,207,0,0
639.155,98,211,0,0
639.255,101,208,0,0
639.388,96,201,0,0
640.188,76,186,0,0
640.288,75,183,0,0
640.388,76,165,0,0
640.555,86,110,0,0
640.655,95,109,0,0
640.755,94,111,0,0
641.055,99,108,0,0
