 , C0, C1, C2, C3, C4, C5, C6,,segment,Time (s),Frame,A (time),A (frame)
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted,,0,0,0,0.99922,20
362.017406,0.09427059,0.01918778,0.00538739,0.08533944,2.12E-19,0.00638412,0.01401583,,,,,,
362.067367,0.09850014,0.01834952,0.005146146,0.09900937,2.03E-19,0.006345168,0.01270008,,,,,,
362.117328,0.09818554,0.01754789,0.004915704,0.09460023,1.95E-19,0.005967305,0.01150785,,,,,,
362.167289,0.09704864,0.01678128,0.004695582,0.09921029,1.87E-19,0.005611944,0.01042754,,,,,,
362.21725,0.09275274,0.01604815,0.004485317,0.0947922,1.79E-19,0.005277745,0.01166855,,,,,,
362.267211,0.09272633,0.01534706,0.009080624,0.09482945,1.72E-19,0.004963449,0.01256656,,,,,,
362.317172,0.09584124,0.0146766,0.008673999,0.1057289,1.65E-19,0.004667869,0.01185193,,,,,,
362.367133,0.09402868,0.01403542,0.008285583,0.1128566,1.58E-19,0.004389891,0.01253672,,,,,,
362.417094,0.09506837,0.01342226,0.008884005,0.1105613,1.51E-19,0.004128468,0.01135982,,,,,,
362.467055,0.09229308,0.01283588,0.008486185,0.1216156,1.45E-19,0.003882612,0.01029341,,,,,,
362.517016,0.09978177,0.01227512,0.00810618,0.1161997,1.39E-19,0.003651398,0.009327108,,,,,,
362.566977,0.09536488,0.01173886,0.01151214,0.1110251,1.33E-19,0.003433952,0.008451518,,,,,,
362.616938,0.09114351,0.01650377,0.01099663,0.112841,1.28E-19,0.003229456,0.009522049,,,,,,
362.666899,0.087109,0.01578277,0.01050421,0.1078159,1.23E-19,0.003037137,0.008628158,,,,,,
362.71686,0.08811125,0.01772613,0.01003384,0.1030146,1.18E-19,0.002856272,0.0113346,,,,,,
362.766821,0.08421097,0.01695174,0.009584529,0.09842709,1.13E-19,0.002686177,0.01027056,,,,,,
362.816782,0.08969826,0.01621117,0.00915534,0.1011977,1.08E-19,0.002526212,0.0093064,,,,,,
362.866743,0.08572772,0.01550295,0.01119788,0.09669106,1.04E-19,0.002375773,0.008432753,,,,,,
362.916704,0.08357184,0.01482568,0.01069644,0.09394313,9.93E-20,0.002234292,0.007641121,,,,,,
362.966665,0.08512039,0.01417799,0.01228485,0.09202778,9.52E-20,0.002101237,0.006923804,,,,,,
363.016626,0.08135249,0.01670027,0.01386886,0.08792954,9.13E-20,0.001976106,0.006273826,,,,,,
363.066587,0.08418129,0.01597069,0.01799731,0.08615096,8.75E-20,0.001858426,0.005684865,,,,,,
363.116548,0.08045497,0.01787809,0.0171914,0.0883061,8.39E-20,0.001747755,0.005151193,,,,,,
363.166509,0.07689359,0.01709705,0.01642158,0.0843736,8.04E-20,0.001643674,0.00466762,,,,,,
363.21647,0.07348986,0.01635013,0.01568623,0.08061623,7.71E-20,0.001545791,0.005477622,,,,,,
363.266431,0.07023679,0.01563585,0.01498381,0.07702618,7.39E-20,0.001453737,0.01070919,,,,,,
363.316392,0.07536232,0.01495276,0.01431285,0.08602375,7.09E-20,0.001367165,0.009703852,,,,,,
363.366353,0.07202638,0.01429952,0.01367193,0.08219289,6.79E-20,0.001285749,0.008792895,,,,,,
363.416314,0.07704218,0.01640495,0.01305971,0.07853263,6.51E-20,0.001209181,0.007967454,,,,,,
363.466275,0.07363188,0.0197533,0.0124749,0.07503536,6.25E-20,0.001137172,0.007219503,,,,,,
363.516236,0.07037253,0.01889034,0.01191628,0.07482613,5.99E-20,0.001069452,0.006541765,,,,,,
363.566197,0.06725746,0.02027967,0.01138268,0.07149392,5.74E-20,0.001005765,0.007520435,,,,,,
363.616158,0.06428027,0.01939371,0.01087297,0.06831011,5.50E-20,0.00094587,0.006814447,,,,,,
363.666119,0.06801011,0.01854646,0.01038609,0.07185715,5.28E-20,0.000889543,0.006174735,,,,,,
363.71608,0.06499962,0.0219158,0.009921003,0.07081773,5.06E-20,0.000836569,0.008673369,,,,,,
363.766041,0.06212238,0.02095837,0.009476747,0.07740951,4.85E-20,0.003279443,0.01632314,,,,,,
363.816002,0.05937251,0.02004276,0.009052385,0.07396226,4.65E-20,0.003084148,0.01479079,,,,,,
363.865963,0.05674436,0.01916716,0.008647025,0.07066853,4.46E-20,0.006619221,0.01550028,,,,,,
363.915924,0.05423254,0.0183298,0.008259816,0.0784879,4.27E-20,0.008864411,0.01536984,,,,,,
363.965885,0.05183191,0.01752903,0.007889947,0.08824613,4.10E-20,0.008336524,0.01392698,,,,,,
364.015846,0.04953755,0.01676324,0.00753664,0.0843163,3.93E-20,0.007840073,0.01808451,,,,,,
364.065807,0.04734475,0.01603091,0.007199154,0.08056147,3.77E-20,0.008304112,0.01865822,,,,,,
364.115768,0.04524901,0.01903709,0.006876781,0.07697386,3.61E-20,0.007809591,0.01690667,,,,,,
364.165729,0.05124087,0.01820542,0.006568843,0.07354601,3.46E-20,0.00734452,0.01531954,,,,,,
364.21569,0.04897267,0.02563677,0.006274695,0.07027082,3.32E-20,0.006907144,0.02137519,,,,,,
364.265651,0.04680488,0.02451678,0.005993718,0.06714148,3.18E-20,0.006495815,0.01936858,,,,,,
364.315612,0.04864561,0.02344572,0.005725323,0.07448446,3.05E-20,0.006421775,0.01755033,,,,,,
364.365573,0.04649229,0.02242145,0.005468946,0.07268237,2.92E-20,0.00603935,0.01590278,,,,,,
364.415534,0.04443429,0.02144192,0.00522405,0.06944563,2.80E-20,0.005679699,0.01440989,,,,,,
364.465495,0.04246738,0.02050519,0.004990121,0.0723376,2.69E-20,0.005341465,0.01305715,,,,,,
364.515456,0.05021679,0.01960939,0.004766666,0.06911622,2.58E-20,0.005023374,0.0118314,,,,,,
364.565417,0.04799392,0.01875271,0.004553218,0.0660383,2.47E-20,0.004724225,0.01072072,,,,,,
364.615378,0.04586944,0.01793347,0.004349328,0.0682561,2.37E-20,0.004442892,0.009714301,,,,,,
364.665339,0.04383901,0.01715001,0.004154568,0.06521648,2.27E-20,0.004178312,0.0114221,,,,,,
364.7153,0.04189846,0.01640078,0.003968529,0.06231222,2.18E-20,0.003929488,0.01034984,,,,,,
364.765261,0.0400438,0.01568428,0.003790821,0.0595373,2.09E-20,0.003695482,0.009378241,,,,,,
364.815222,0.03827125,0.01499908,0.00362107,0.05688595,2.00E-20,0.003475411,0.01828266,,,,,,
364.865183,0.03657715,0.01434382,0.003458921,0.05435267,1.92E-20,0.003268446,0.01656636,,,,,,
364.915144,0.03495805,0.01371718,0.003304033,0.05872767,1.84E-20,0.003073805,0.01501118,,,,,,
364.965105,0.04473948,0.02007378,0.00315608,0.05611238,1.76E-20,0.002890756,0.01360199,,,,,,
365.015066,0.04481856,0.01919682,0.003014753,0.05361355,1.69E-20,0.002718608,0.01587462,,,,,,
365.065027,0.05962777,0.01835817,0.002879754,0.05595648,1.62E-20,0.002556711,0.01438438,,,,,,
365.114988,0.05698832,0.01755616,0.002750801,0.058511,1.55E-20,0.002404456,0.01303403,,,,,,
365.164949,0.05446571,0.01678919,0.002627622,0.05590535,1.49E-20,0.002261268,0.01181045,,,,,,
365.21491,0.05205476,0.01605572,0.007539059,0.05341574,1.43E-20,0.002126606,0.01070173,,,,,,
365.264871,0.04975053,0.0225029,0.007201464,0.05103699,1.37E-20,0.001999964,0.01208814,,,,,,
365.314832,0.0475483,0.02151982,0.006878987,0.04876418,1.31E-20,0.001880864,0.01095335,,,,,,
365.364793,0.04544355,0.02057968,0.006570951,0.04659259,1.26E-20,0.001768856,0.009925096,,,,,,
365.414754,0.04343197,0.01968062,0.009840616,0.0521633,1.21E-20,0.001663518,0.00899337,,,,,,
365.464715,0.04150944,0.02081874,0.00939996,0.04984033,1.16E-20,0.002510496,0.01042163,,,,,,
365.514676,0.03967201,0.01990923,0.008979036,0.04762081,1.11E-20,0.002360993,0.01056914,,,,,,
365.564637,0.03791591,0.01903946,0.00857696,0.047727,1.06E-20,0.002220393,0.009576957,,,,,,
365.614598,0.03623754,0.02641286,0.008192889,0.04560159,1.02E-20,0.002088165,0.009864529,,,,,,
365.664559,0.03463347,0.02525896,0.007826017,0.04588656,9.77E-21,0.001963812,0.0131294,,,,,,
365.71452,0.0447286,0.02415548,0.007475573,0.05658794,9.37E-21,0.001846865,0.01189687,,,,,,
365.764481,0.04514163,0.0231002,0.007140822,0.05645073,8.98E-21,0.001736882,0.01078004,,,,,,
365.814442,0.04905722,0.02209102,0.01061304,0.05675397,8.61E-21,0.001633448,0.009768053,,,,,,
365.864403,0.04688568,0.02112594,0.0101378,0.06425221,8.25E-21,0.006395769,0.008851068,,,,,,
365.914364,0.04481027,0.02020301,0.009683834,0.06139089,7.91E-21,0.006014892,0.008020166,,,,,,
365.964325,0.04282672,0.0193204,0.01387199,0.05865699,7.59E-21,0.005656698,0.01039491,,,,,,
366.014286,0.05071227,0.01847635,0.01418146,0.06280138,7.27E-21,0.005739769,0.009419074,,,,,,
366.064247,0.056643,0.01766918,0.01354642,0.06849559,6.97E-21,0.005397958,0.008534851,,,,,,
366.114208,0.07033439,0.01689727,0.01738849,0.0654453,6.69E-21,0.005076503,0.007733634,,,,,,
366.164169,0.06722101,0.01615908,0.01660984,0.06253085,6.41E-21,0.00477419,0.009675334,,,,,,
366.21413,0.07825629,0.01545314,0.01586606,0.05974618,6.14E-21,0.004489881,0.01052418,,,,,,
366.264091,0.08844572,0.01477804,0.01515559,0.05708553,5.89E-21,0.004222503,0.01358202,,,,,,
366.314052,0.09792127,0.01413243,0.01447693,0.05454336,5.65E-21,0.003971048,0.012307,,,,,,
366.364013,0.109222,0.01351503,0.01382867,0.0521144,5.41E-21,0.00762515,0.01115167,,,,,,
366.413974,0.1043872,0.0129246,0.01320943,0.04979362,5.19E-21,0.007171062,0.0126152,,,,,,
366.463935,0.09976649,0.01870644,0.01261792,0.05443428,4.98E-21,0.006744016,0.01143093,,,,,,
366.513896,0.09535028,0.01788922,0.01205289,0.05201019,4.77E-21,0.008745587,0.01097983,,,,,,
366.563857,0.09112956,0.0171077,0.01151317,0.06117075,4.57E-21,0.008224776,0.01874284,,,,,,
366.613818,0.08709566,0.01636031,0.01099762,0.05844666,4.39E-21,0.00773498,0.01698334,,,,,,
366.663779,0.08324034,0.01980006,0.01050515,0.05584387,4.20E-21,0.007274352,0.01538901,,,,,,
366.71374,0.07955567,0.01893506,0.01003474,0.053357,4.03E-21,0.01013125,0.01498415,,,,,,
366.763701,0.0760341,0.01971706,0.009585392,0.06190947,3.86E-21,0.009527918,0.01669001,,,,,,
366.813662,0.07266842,0.01885569,0.009156164,0.05915248,3.70E-21,0.008960518,0.01625798,,,,,,
366.863623,0.06945172,0.01941929,0.008746156,0.05651827,3.55E-21,0.008426907,0.01473175,,,,,,
366.913584,0.06637741,0.02431584,0.008354509,0.05400136,3.41E-21,0.01159962,0.01625302,,,,,,
366.963545,0.06343918,0.02325356,0.0079804,0.05159654,3.26E-21,0.01090884,0.0162283,,,,,,
367.013506,0.06063102,0.02223768,0.007623042,0.04929882,3.13E-21,0.01025921,0.01470485,,,,,,
367.063467,0.05794716,0.02126619,0.0132559,0.04710341,3.00E-21,0.01058258,0.01332442,,,,,,
367.113428,0.06448919,0.02033713,0.01266231,0.04500578,2.88E-21,0.009952369,0.01397776,,,,,,
367.163389,0.06618359,0.01944867,0.0120953,0.04300155,2.76E-21,0.009359692,0.01266559,,,,,,
367.21335,0.06325395,0.01859902,0.01155368,0.04959803,2.64E-21,0.008802311,0.01672947,,,,,,
367.263311,0.06045398,0.01778648,0.01103631,0.0473893,2.54E-21,0.008278121,0.01731563,,,,,,
367.313272,0.05777796,0.01700945,0.01054212,0.05000167,2.43E-21,0.007785148,0.01569011,,,,,,
367.363233,0.05522039,0.02317788,0.01007005,0.04777497,2.33E-21,0.009697296,0.01421719,,,,,,
367.413194,0.05578917,0.02216532,0.009619116,0.04564742,2.23E-21,0.00911981,0.01589521,,,,,,
367.463155,0.05331964,0.02119698,0.009188378,0.04361463,2.14E-21,0.008576714,0.01614673,,,,,,
367.513116,0.06082405,0.02027095,0.008776928,0.04167235,2.05E-21,0.008065959,0.01463094,,,,,,
367.563077,0.06067667,0.01938538,0.008383903,0.04949702,1.97E-21,0.007585621,0.01325745,,,,,,
367.613038,0.06679648,0.01853849,0.008008477,0.05350439,1.89E-21,0.007133888,0.01338136,,,,,,
367.662999,0.0638397,0.02368722,0.007649863,0.05915638,1.81E-21,0.006709056,0.01375247,,,,,,
367.71296,0.06101381,0.0226524,0.007307307,0.06510657,1.73E-21,0.006309522,0.01432945,,,,,,
367.762921,0.05831301,0.02544996,0.00698009,0.07539622,1.66E-21,0.005933782,0.01298426,,,,,,
367.812882,0.05573176,0.02433813,0.006667526,0.07203864,1.59E-21,0.005580418,0.01524364,,,,,,
367.862843,0.05326477,0.02327487,0.006368959,0.07597656,1.53E-21,0.005248097,0.01381263,,,,,,
367.912804,0.05090698,0.02225807,0.006083761,0.08700527,1.47E-21,0.004935566,0.01251596,,,,,,
367.962765,0.056867,0.02128568,0.01184834,0.09005172,1.40E-21,0.004641647,0.01134101,,,,,,
368.012726,0.05434975,0.02035578,0.01131778,0.08604148,1.35E-21,0.00436523,0.01027636,,,,,,
368.062687,0.05194394,0.0194665,0.01428618,0.08220983,1.29E-21,0.004105275,0.00931166,,,,,,
368.112648,0.04964462,0.02290135,0.01522926,0.08711052,1.24E-21,0.003860801,0.00843752,,,,,,
368.162609,0.05328395,0.02190086,0.01661694,0.08323126,1.19E-21,0.003630885,0.00764544,,,,,,
368.21257,0.05092531,0.02094408,0.01587285,0.07952476,1.14E-21,0.003414661,0.006927718,,,,,,
368.262531,0.04867108,0.0200291,0.01516207,0.07598331,1.09E-21,0.003211314,0.006277372,,,,,,
368.312492,0.04651663,0.01915409,0.01448312,0.07259957,1.05E-21,0.003020076,0.005688078,,,,,,
368.362453,0.04445755,0.01831731,0.01383458,0.06936653,1.00E-21,0.002840227,0.005154105,,,,,,
368.412414,0.04248962,0.01751708,0.01321507,0.06627746,9.61E-22,0.002671087,0.004670259,,,,,,
368.462375,0.0406088,0.01675182,0.01262331,0.06332595,9.22E-22,0.002512021,0.004231834,,,,,,
368.512336,0.03881123,0.01601998,0.01535902,0.06050588,8.84E-22,0.002362427,0.003834567,,,,,,
368.562297,0.04984459,0.02228274,0.01467125,0.05781139,8.47E-22,0.002221741,0.005241389,,,,,,
368.612258,0.0476382,0.02130928,0.01401428,0.0552369,8.12E-22,0.002089433,0.006831998,,,,,,
368.662219,0.04552947,0.02037834,0.01338673,0.05277706,7.79E-22,0.009400846,0.01392868,,,,,,
368.71218,0.04351409,0.01948807,0.01278728,0.05042676,7.46E-22,0.01004978,0.01262111,,,,,,
368.762141,0.04158792,0.0186367,0.01221468,0.04818112,7.16E-22,0.009451305,0.01143629,,,,,,
368.812102,0.03974701,0.01782252,0.01166771,0.04603549,6.86E-22,0.008888468,0.0103627,,,,,,
368.862063,0.03798759,0.01704391,0.01114524,0.04398542,6.58E-22,0.01416265,0.01233959,,,,,,
368.912024,0.03630605,0.01629932,0.01064616,0.04202663,6.31E-22,0.01331924,0.01418477,,,,,,
368.961985,0.05009247,0.01558725,0.01016943,0.04015508,6.05E-22,0.01461026,0.01285317,,,,,,
369.011946,0.0478751,0.01490629,0.009714054,0.05087899,5.80E-22,0.0137402,0.01296804,,,,,,
369.061907,0.04575589,0.01425509,0.009279065,0.04861322,5.56E-22,0.01292196,0.01351662,,,,,,
369.111868,0.04373048,0.01363233,0.008863554,0.04845664,5.33E-22,0.01402174,0.0177975,,,,,,
369.161829,0.04179473,0.01303677,0.00846665,0.04629874,5.11E-22,0.01318673,0.01612674,,,,,,
369.21179,0.03994467,0.01899628,0.008087519,0.0539161,4.90E-22,0.01240144,0.01461283,,,,,,
369.261751,0.0381765,0.01816639,0.007725365,0.06212908,4.69E-22,0.01166292,0.01324104,,,,,,
369.311712,0.0364866,0.01737276,0.01336357,0.05936231,4.50E-22,0.01096838,0.01199803,,,,,,
369.361673,0.03487151,0.0166138,0.01276516,0.05671875,4.32E-22,0.01148287,0.0108717,,,,,,
369.411634,0.0333279,0.01588799,0.01219354,0.05419292,4.14E-22,0.01079905,0.01083787,,,,,,
369.461595,0.03722172,0.0151939,0.01164752,0.05177956,3.97E-22,0.01015595,0.009820458,,,,,,
369.511556,0.03557409,0.01453012,0.01112595,0.04947368,3.80E-22,0.009551154,0.009695985,,,,,,
369.561517,0.03708237,0.01637925,0.01062774,0.04727049,3.65E-22,0.009797789,0.01378745,,,,,,
369.611478,0.04295873,0.01997444,0.01015184,0.04516541,3.50E-22,0.009214318,0.01562003,,,,,,
369.661439,0.04860433,0.01910182,0.009697245,0.04315408,3.35E-22,0.008665593,0.01580927,,,,,,
369.7114,0.04645284,0.01826732,0.009263008,0.04123232,3.21E-22,0.008149546,0.01432516,,,,,,
369.761361,0.04794356,0.01746928,0.008848216,0.03939614,3.08E-22,0.00766423,0.01298038,,,,,,
369.811322,0.04582132,0.0167061,0.01477437,0.03764173,2.95E-22,0.007207815,0.01358698,,,,,,
369.861283,0.05388018,0.01597627,0.01411278,0.03596544,2.83E-22,0.00677858,0.01231149,,,,,,
369.911244,0.06686242,0.01913773,0.01348082,0.04684697,2.71E-22,0.006374907,0.01115574,,,,,,
369.961205,0.07031404,0.01830166,0.01287716,0.04476076,2.60E-22,0.005995273,0.01324528,,,,,,
370.011166,0.07395146,0.01750212,0.01230053,0.04276744,2.49E-22,0.006295545,0.01200186,,,,,,
370.061127,0.1007449,0.0167375,0.01174972,0.0408629,2.39E-22,0.005920637,0.01087518,,,,,,
370.111088,0.09628537,0.01600629,0.01122357,0.03904317,2.29E-22,0.005568055,0.01429974,,,,,,
370.161049,0.09202325,0.01739241,0.01072099,0.03730448,2.20E-22,0.005236471,0.01295734,,,,,,
370.21101,0.0879498,0.01663259,0.01024091,0.03564321,2.11E-22,0.009639008,0.01362727,,,,,,
370.260971,0.08405667,0.01933893,0.009782326,0.03405593,2.02E-22,0.009064993,0.01395316,,,,,,
370.310932,0.08033586,0.01849408,0.00934428,0.03253933,1.94E-22,0.0117828,0.0226266,,,,,,
370.360893,0.07677976,0.01768613,0.008925849,0.03109027,1.86E-22,0.01108112,0.0205025,,,,,,
370.410854,0.07338107,0.02078551,0.008526155,0.02970573,1.78E-22,0.01042123,0.01857781,,,,,,
370.460815,0.07013282,0.01987746,0.008144359,0.02838286,1.71E-22,0.009800629,0.02070034,,,,,,
370.510776,0.06702836,0.01900907,0.00777966,0.0271189,1.64E-22,0.01062218,0.01875708,,,,,,
370.560737,0.06406132,0.01817863,0.007431292,0.02591122,1.57E-22,0.009989615,0.01699624,,,,,,
370.610698,0.06122562,0.01951498,0.007098523,0.03574481,1.50E-22,0.00939472,0.01921457,,,,,,
370.660659,0.05851544,0.01866243,0.006780656,0.03915081,1.44E-22,0.008835252,0.01767774,,,,,,
370.71062,0.05592523,0.02150339,0.006477022,0.05354342,1.38E-22,0.008309102,0.01885773,,,,,,
370.760581,0.05344967,0.02444883,0.006186985,0.06670859,1.33E-22,0.007814283,0.02062328,,,,,,
370.810542,0.0510837,0.02338073,0.005909936,0.06373788,1.27E-22,0.007348933,0.01917979,,,,,,
370.860503,0.04882246,0.0223593,0.005645292,0.06804723,1.22E-22,0.006911294,0.02135964,,,,,,
370.910464,0.04666131,0.02138249,0.0053925,0.07936113,1.17E-22,0.006499717,0.02355842,,,,,,
370.960425,0.04459582,0.02044836,0.005151027,0.07831204,1.12E-22,0.01007469,0.02263283,,,,,,
371.010386,0.04262177,0.01955503,0.004920367,0.08013707,1.07E-22,0.009474734,0.02050816,,,,,,
371.060347,0.0407351,0.01870074,0.004700036,0.08765197,1.03E-22,0.008910501,0.01858294,,,,,,
371.110308,0.03893194,0.01788376,0.004489572,0.08748917,9.87E-23,0.008379869,0.01683845,,,,,,
371.160269,0.0372086,0.01710247,0.004288532,0.08359305,9.46E-23,0.007880837,0.01525772,,,,,,
371.21023,0.03556154,0.01959302,0.004096494,0.07987043,9.07E-23,0.007411523,0.01382539,,,,,,
371.260191,0.0339874,0.01873706,0.003913056,0.07631359,8.69E-23,0.006970157,0.01514614,,,,,,
371.310152,0.04784448,0.0179185,0.01095075,0.08482368,8.34E-23,0.006555075,0.01372428,,,,,,
371.360113,0.04572663,0.02124311,0.01046039,0.08104625,7.99E-23,0.006164711,0.01326715,,,,,,
371.410074,0.04370252,0.02031507,0.009991976,0.07743705,7.66E-23,0.005797595,0.01610608,,,,,,
371.460035,0.04176801,0.01942756,0.009544541,0.07398858,7.34E-23,0.00545234,0.01459411,,,,,,
371.509996,0.03991913,0.01857883,0.009117142,0.07069368,7.04E-23,0.007594311,0.01322407,,,,,,
371.559957,0.03815209,0.01776718,0.008708882,0.07118605,6.75E-23,0.00714206,0.01754544,,,,,,
371.609918,0.03646327,0.01699099,0.008318904,0.06801595,6.47E-23,0.006716741,0.01951458,,,,,,
371.659879,0.0348492,0.02066459,0.007946389,0.06498702,6.21E-23,0.00631675,0.01768263,,,,,,
371.70984,0.03330659,0.01976182,0.01007752,0.06899156,5.95E-23,0.00594058,0.01602266,,,,,,
371.759801,0.03845995,0.01889849,0.009626258,0.06591919,5.70E-23,0.00558681,0.01723183,,,,,,
371.809762,0.03675751,0.02345759,0.0091952,0.06603508,5.47E-23,0.005254108,0.01561418,,,,,,
371.859723,0.03513042,0.0224328,0.008783445,0.06651507,5.24E-23,0.004941219,0.01414838,,,,,,
371.909684,0.04322214,0.02623655,0.008390128,0.06355298,5.03E-23,0.004646963,0.01282019,,,,,,
371.959645,0.05045316,0.02509035,0.008014423,0.06072281,4.82E-23,0.004370231,0.01696978,,,,,,
372.009606,0.08060341,0.02399424,0.007655542,0.05801866,4.62E-23,0.004109978,0.01537673,,,,,,
372.059567,0.1069882,0.022946,0.007312732,0.05543494,4.43E-23,0.003865223,0.01393322,,,,,,
372.109528,0.1399227,0.02194356,0.006985273,0.05296628,4.25E-23,0.003635044,0.01425047,,,,,,
372.159489,0.1452058,0.02098492,0.006672477,0.05060755,4.07E-23,0.003418572,0.01291269,,,,,,
372.20945,0.1387782,0.02006815,0.00980818,0.05520632,3.90E-23,0.003214992,0.0117005,,,,,,
372.259411,0.1326351,0.01919144,0.009368976,0.05618503,3.74E-23,0.003023535,0.01060211,,,,,,
372.309372,0.126764,0.02441179,0.008949439,0.05368297,3.59E-23,0.00284348,0.01175034,,,,,,
372.359333,0.1211527,0.02534415,0.008548689,0.05129233,3.44E-23,0.002674147,0.01698678,,,,,,
372.409294,0.1157898,0.02423694,0.008165884,0.0532406,3.30E-23,0.002514898,0.01539213,,,,,,
372.459255,0.1106643,0.02884847,0.007800221,0.05086965,3.16E-23,0.002365133,0.01394718,,,,,,
372.509216,0.1057657,0.02758817,0.007450932,0.0486043,3.03E-23,0.002224286,0.01622715,,,,,,
372.559177,0.101084,0.02638293,0.007117284,0.04643982,2.91E-23,0.002091827,0.01470381,,,,,,
372.609138,0.09660943,0.02523034,0.006798577,0.04437174,2.79E-23,0.00200699,0.01332348,,,,,,
372.659099,0.09849708,0.02412811,0.01515003,0.04560643,2.67E-23,0.001887471,0.01207273,,,,,,
372.70906,0.1030895,0.02307403,0.01895797,0.04551804,2.56E-23,0.00177507,0.01093939,,,,,,
372.759021,0.1018047,0.02206599,0.01810905,0.04349101,2.45E-23,0.001669362,0.009912443,,,,,,
372.808982,0.09729831,0.021102,0.01729814,0.05213273,2.35E-23,0.001569949,0.008981904,,,,,,
372.858943,0.09299136,0.02018012,0.01652354,0.0609157,2.26E-23,0.005930551,0.009340117,,,,,,
372.908904,0.08887506,0.01929851,0.01578362,0.05820297,2.16E-23,0.005577379,0.008463305,,,,,,
372.958865,0.09293713,0.01845542,0.01895817,0.05561104,2.07E-23,0.00529555,0.008724413,,,,,,
373.008826,0.09513599,0.01764916,0.01942875,0.05313453,1.99E-23,0.004980193,0.007905401,,,,,,
373.058787,0.09092475,0.01687813,0.01855874,0.05076832,1.91E-23,0.008619312,0.007163275,,,,,,
373.108748,0.1028374,0.01614077,0.01772769,0.04850747,1.83E-23,0.008106021,0.006490816,,,,,,
373.158709,0.1083592,0.01543563,0.01693386,0.05604869,1.75E-23,0.007824177,0.00921402,,,,,,
373.20867,0.1271699,0.0147613,0.01617557,0.0535527,1.68E-23,0.007710296,0.01352541,,,,,,
373.258631,0.1215407,0.01411643,0.01545124,0.05116786,1.61E-23,0.007251138,0.0122557,,,,,,
373.308592,0.1210845,0.01349972,0.01475934,0.04888922,1.54E-23,0.006926812,0.01110518,,,,,,
373.358553,0.1157246,0.01290996,0.01554346,0.04671206,1.48E-23,0.006514312,0.01006267,,,,,,
373.408514,0.1166584,0.01234597,0.01906648,0.04463185,1.42E-23,0.006126376,0.009118033,,,,,,
373.458475,0.1159708,0.01722931,0.01968471,0.04264428,1.36E-23,0.005761542,0.01082798,,,,,,
373.508436,0.114908,0.0204821,0.01880324,0.04074522,1.30E-23,0.005418435,0.01162978,,,,,,
373.558397,0.1132332,0.02164719,0.01796125,0.03893073,1.25E-23,0.00509576,0.01053802,,,,,,
373.608358,0.1082209,0.02070149,0.01715695,0.04262216,1.20E-23,0.004792301,0.009548756,,,,,,
373.658319,0.1112509,0.02090739,0.01638868,0.04524196,1.15E-23,0.004506913,0.008652358,,,,,,
373.70828,0.1098002,0.02176673,0.01890573,0.04322722,1.10E-23,0.004452242,0.007840111,,,,,,
373.758241,0.1049399,0.02081581,0.01942959,0.0413022,1.06E-23,0.004187105,0.007104114,,,,,,
373.808202,0.1002947,0.01990644,0.01855955,0.03946291,1.01E-23,0.003937758,0.006437209,,,,,,
373.858163,0.09585508,0.02070029,0.01772846,0.03770552,9.71E-24,0.003703259,0.00583291,,,,,,
373.908124,0.09807248,0.01979596,0.01693459,0.03602639,9.31E-24,0.003482725,0.00528534,,,,,,
373.958085,0.09373126,0.01893113,0.01852169,0.03920214,8.92E-24,0.003275324,0.004789175,,,,,,
374.008046,0.09562698,0.02049818,0.02331373,0.04586219,8.55E-24,0.003080274,0.009513627,,,,,,
374.058007,0.09139401,0.02157915,0.02226975,0.04939776,8.20E-24,0.00289684,0.01135317,,,,,,
374.107968,0.0892343,0.02063642,0.02127253,0.04719795,7.86E-24,0.002724329,0.01028738,,,,,,
374.157929,0.0852843,0.02152186,0.02031996,0.0450961,7.54E-24,0.002562092,0.009321646,,,,,,
374.20789,0.0895126,0.02058164,0.01941004,0.04743464,7.23E-24,0.002409516,0.008446568,,,,,,
374.257851,0.08555029,0.01968249,0.01854087,0.06029261,6.93E-24,0.002266026,0.008641171,,,,,,
374.307812,0.08176336,0.01882263,0.01771062,0.05760762,6.64E-24,0.002131081,0.009870113,,,,,,
374.357773,0.08249245,0.01800033,0.01691755,0.05504221,6.37E-24,0.002004173,0.008943547,,,,,,
374.407734,0.07884088,0.02127147,0.01616,0.05259103,6.11E-24,0.001884822,0.008103964,,,,,,
374.457695,0.07535096,0.02034219,0.01543636,0.05024902,5.85E-24,0.001970015,0.00884911,,,,,,
374.507656,0.07565617,0.0194535,0.01474513,0.0480113,5.61E-24,0.001852698,0.008018392,,,,,,
374.557617,0.0798678,0.02100284,0.01408486,0.04587323,5.38E-24,0.001742368,0.007265659,,,,,,
374.607578,0.0831413,0.02008529,0.01345414,0.04383038,5.16E-24,0.004579995,0.01150864,,,,,,
374.657539,0.0974066,0.01920782,0.01285168,0.0418785,4.95E-24,0.00430725,0.01807415,,,,,,
374.7075,0.1006559,0.01836869,0.01227619,0.04001354,4.74E-24,0.004050747,0.01637743,,,,,,
374.757461,0.1057796,0.02115183,0.01172647,0.03823163,4.55E-24,0.005339371,0.01631931,,,,,,
374.807422,0.1106603,0.02022777,0.01120136,0.03652908,4.36E-24,0.005021404,0.01478732,,,,,,
