Video 1, C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14,,,Video 1, C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14,
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted,,,Video2-3,C04,C07,,,,C10,C05,C06,C13,C01,C00,C09,C12,C03,C08,C11
135.644115,0.007166538,-0.01907636,-0.04843913,-0.01060422,-0.02652849,-0.07279137,-0.08837544,-0.02989875,0.02733419,-0.02443115,-0.02022173,-0.04906445,-0.02610704,0.009669942,0.05124528,,,,,,,,,,,,,,,,,,,
135.694076,0.009824424,-0.03027866,-0.04324545,-0.01279167,-0.01996621,-0.06855739,-0.09215293,-0.03589119,0.02338495,-0.02484398,-0.02379822,-0.04455249,-0.04111413,0.001424714,0.06566714,,,,,,,,,,,,,,,,,,,
135.744037,0.01240508,-0.01728448,-0.03235387,-0.01178075,-0.03364412,-0.06372635,-0.0826066,-0.02480187,0.02718091,-0.02138,-0.02100463,-0.04609823,-0.03214446,-0.005723261,0.07406027,,,,,,,,,,,,,,,,,,,
135.793998,0.01080354,-0.02895777,-0.02971946,-0.01714094,-0.03262948,-0.06412305,-0.08483883,-0.02851256,0.03746137,-0.02078967,-0.0228677,-0.04129147,-0.03457074,0.000952663,0.08564984,,,,,,,,,,,,,,,,,,,
135.843959,0.001623085,-0.02178926,-0.02759232,-0.01384039,-0.029593,-0.0709521,-0.0852735,-0.02954884,0.03197064,-0.02303589,-0.02299583,-0.04938491,-0.03506761,-0.002268916,0.09644024,,,,,,,,,,,,,,,,,,,
135.89392,0.01042149,-0.02033215,-0.01597776,-0.01085506,-0.02326513,-0.06132199,-0.08978536,-0.02483702,0.0448763,-0.0198012,-0.03052031,-0.0488275,-0.04103168,-0.002719558,0.1148176,,,,,,,,,,,,,,,,,,,
135.943881,0.009569867,-0.01897517,-0.01303104,-0.01769084,-0.01975244,-0.06259331,-0.09176043,-0.02423014,0.03695421,-0.01393823,-0.02507891,-0.04830922,-0.04949185,-0.004118394,0.1215265,,,,,,,,,,,,,,,,,,,
135.993842,0.00307759,-0.02457655,-0.006380627,-0.02147971,-0.02117873,-0.07056856,-0.08869301,-0.01802244,0.04597674,-0.01110986,-0.02570907,-0.04465144,-0.04088134,-0.009995552,0.1092506,,,,,,,,,,,,,,,,,,,
136.043803,0.001325504,-0.03240858,-0.005638456,-0.00634893,-0.02399056,-0.06431639,-0.08394279,-0.02376621,0.0368031,-0.01423191,-0.02732568,-0.04648038,-0.03056848,0.002095753,0.08946514,,,,,,,,,,,,,,,,,,,
136.093764,-0.000441503,-0.03258154,-0.01787665,-0.01238531,-0.03377964,-0.07402533,-0.08946604,-0.01006639,0.03502899,-0.01519662,-0.02597017,-0.04734215,-0.0396003,-0.001196191,0.08154494,,,,,,,,,,,,,,,,,,,
136.143725,-0.000383684,-0.02696869,-0.02915235,-0.0250455,-0.02520757,-0.07787002,-0.09261683,-0.009139583,0.03491888,-0.01417677,-0.0239527,-0.04668088,-0.03416182,0.001117734,0.08385131,,,,,,,,,,,,,,,,,,,
136.193686,-0.001560346,-0.03169546,-0.04281586,-0.01795677,-0.03187214,-0.06726691,-0.09007472,-0.01667339,0.02466323,-0.01158653,-0.02667217,-0.04432191,-0.0209684,-0.003028849,0.07561046,,,,,,,,,,,,,,,,,,,
136.243647,0.01349282,-0.03031895,-0.04032225,-0.03287729,-0.03578158,-0.07151992,-0.09269293,-0.01116156,0.03692197,0.003344175,-0.02656012,-0.04579958,-0.03300358,-0.003216185,0.07280615,,,,,,,,,,,,,,,,,,,
136.293608,0.01101046,-0.02417874,-0.02175516,-0.01532686,-0.02345087,-0.07728548,-0.09022009,-0.004619545,0.04329477,-0.000830413,-0.02364347,-0.04741162,-0.03345863,-0.003458345,0.07124922,,,,,,,,,,,,,,,,,,,
136.343569,0.008626986,-0.03452563,-0.02527223,-0.01245691,-0.03019271,-0.06677157,-0.09867804,-0.005558182,0.04232959,-0.005408934,-0.02981099,-0.05249795,-0.03883462,-0.003659173,0.07053741,,,,,,,,,,,,,,,,,,,
136.39353,0.004908004,-0.02774658,-0.02310021,-0.02435356,-0.0227962,-0.07349528,-0.09528257,-0.006379351,0.03817639,-0.01288452,-0.02655583,-0.049494,-0.03452209,0.00206526,0.0766681,,,,,,,,,,,,,,,,,,,
136.443491,0.01142772,-0.03484231,-0.02581389,-0.01648864,-0.02954344,-0.07090239,-0.086017,-0.008685418,0.04433789,-0.01231168,-0.02576058,-0.04677656,-0.03237302,-0.005380847,0.0665717,,,,,,,,,,,,,,,,,,,
136.493452,0.01010463,-0.03438903,-0.02647403,-0.01824625,-0.03430892,-0.06762452,-0.08262885,-0.01066143,0.04631482,-0.01967981,-0.02285483,-0.04735391,-0.01869387,-0.003105087,0.06587388,,,,,,,,,,,,,,,,,,,
136.543413,0.00529212,-0.02971129,-0.03967843,-0.01940926,-0.03167284,-0.07780012,-0.08193278,-0.0182732,0.04370127,-0.01741169,-0.02380856,-0.04842688,-0.02733048,-0.003746155,0.06841312,,,,,,,,,,,,,,,,,,,
136.593374,0.003057652,-0.03594546,-0.04018786,-0.01803655,-0.03227713,-0.06721577,-0.08567459,-0.00375343,0.04156515,-0.009277493,-0.02151367,-0.04846837,-0.02072698,0.004365745,0.07764699,,,,,,,,,,,,,,,,,,,
136.643335,0.004169639,-0.0343537,-0.0519165,-0.0225236,-0.03000149,-0.06705473,-0.09303177,-0.002602872,0.03948866,-0.003979563,-0.02555909,-0.0513542,-0.02130841,-0.000133008,0.08775002,,,,,,,,,,,,,,,,,,,
136.693296,0.007620822,-0.02978437,-0.03955408,-0.01779196,-0.03236509,-0.06755068,-0.09934397,0.009483233,0.0403143,0.00633062,-0.02460476,-0.0496769,-0.02724908,0.002457925,0.1156236,,,,,,,,,,,,,,,,,,,
136.743257,0.01247408,-0.03170323,-0.04027321,-0.02328239,-0.03458697,-0.06913491,-0.08529958,0.008788755,0.03272835,0.006001756,-0.02848331,-0.03914746,-0.02939667,0.01049291,0.1344031,,,,,,,,,,,,,,,,,,,
136.793218,0.01067974,-0.03378561,-0.04312479,-0.02798124,-0.02666503,-0.07520624,-0.08749614,0.01514854,0.02003198,-0.000718361,-0.02462501,-0.03743287,-0.02191909,-0.002978903,0.1433815,,,,,,,,,,,,,,,,,,,
136.843179,0.003800656,-0.0335061,-0.04811532,-0.01949564,-0.04359122,-0.08083798,-0.08087908,0.005625691,0.0289391,-0.008377208,-0.03053339,-0.03725907,-0.01405121,0.00363268,0.158729,,,,,,,,,,,,,,,,,,,
136.89314,-0.001086827,-0.02832315,-0.05754885,-0.01728033,-0.02954598,-0.0802004,-0.08200487,0.01090827,0.02687358,-0.01719414,-0.02774026,-0.03442986,-0.01880031,0.005318633,0.1769269,,,,,,,,,,,,,,,,,,,
136.943101,0.001463049,-0.03252718,-0.04848527,-0.02327981,-0.03553853,-0.09017435,-0.08015031,0.00742778,0.03173839,-0.01021331,-0.02542435,-0.03364161,-0.008591088,0.004150304,0.1783116,,,,,,,,,,,,,,,,,,,
136.993062,-0.007094147,-0.03140508,-0.03489905,-0.02106873,-0.04115217,-0.08518187,-0.06891958,0.003269002,0.03608254,-0.02908142,-0.02620875,-0.03014771,-0.01091542,-0.001831238,0.1843751,,,,,,,,,,,,,,,,,,,
137.043023,-0.001764204,-0.03720499,-0.03374145,-0.01894936,-0.04512294,-0.08986003,-0.06669971,-0.004460058,0.03158184,-0.02785902,-0.02455225,-0.028096,-0.01186027,0.005615712,0.2096137,,,,,,,,,,,,,,,,,,,
137.092984,0.003369682,-0.03055869,-0.03759793,-0.01367103,-0.03496302,-0.08869843,-0.07605389,-0.001257927,0.02396498,-0.02848255,-0.02816187,-0.03423446,-0.02021475,0.007305521,0.2181689,,,,,,,,,,,,,,,,,,,
137.142945,0.005165451,-0.01303395,-0.0331685,-0.0176708,-0.03235903,-0.080676,-0.07974195,0.004478021,0.03123122,-0.01160873,-0.02687034,-0.03601938,-0.009510285,0.001682249,0.2288574,,,,,,,,,,,,,,,,,,,
137.192906,0.008237537,-0.0151928,-0.02649262,-0.01918752,-0.03429284,-0.08633743,-0.08162192,0.001637679,0.01711618,-0.004484444,-0.02954096,-0.03576676,-0.01631884,0.002015591,0.2307002,,,,,,,,,,,,,,,,,,,
137.242867,0.008282326,-0.01586886,-0.03495794,-0.02483019,-0.04237954,-0.08778422,-0.07710096,0.00595843,0.0224309,-0.005560293,-0.03682308,-0.03592177,-0.02140664,0.005373041,0.2628091,,,,,,,,,,,,,,,,,,,
137.292828,0.004857222,-0.01887786,-0.03828402,-0.02811911,-0.0532642,-0.08296096,-0.07388265,0.004073385,0.01174159,-0.007803844,-0.03329076,-0.03378029,-0.01478782,0.004926948,0.2778422,,,,,,,,,,,,,,,,,,,
137.342789,-0.004859737,-0.01335963,-0.04902182,-0.02116642,-0.03322502,-0.08796281,-0.08134589,0.00904181,0.01189181,-0.004326825,-0.0326405,-0.03486245,-0.02014496,0.009001569,0.2889814,,,,,,,,,,,,,,,,,,,
137.39275,0.01377913,-0.01960652,-0.05067847,-0.02418456,-0.03351352,-0.08683986,-0.08493898,0.009185435,0.0119634,0.001215051,-0.03290109,-0.03957793,-0.02390843,0.005884848,0.2968179,,,,,,,,,,,,,,,,,,,
137.442711,0.006666085,-0.02715494,-0.04075012,-0.02482873,-0.03778211,-0.09244489,-0.08881953,0.005142802,0.006352026,0.006862658,-0.03486761,-0.0368048,-0.02193629,0.003942437,0.2778183,,,,,,,,,,,,,,,,,,,
137.492672,0.01093307,-0.02901471,-0.04935108,-0.02887134,-0.04302357,-0.09004898,-0.08645156,-0.00812041,0.0142018,-0.003142447,-0.03559452,-0.03817143,-0.02061979,0.005656519,0.2837363,,,,,,,,,,,,,,,,,,,
137.542633,0.007467099,-0.03013059,-0.05293925,-0.02888633,-0.02262062,-0.08879157,-0.08772401,-0.009225248,0.006885432,0.000107198,-0.03454051,-0.03917959,-0.01976409,-0.005148849,0.2855009,,,,,,,,,,,,,,,,,,,
137.592594,0.007155986,-0.02818399,-0.05861989,-0.03306229,-0.03865493,-0.08185236,-0.1041991,-0.007641424,-0.001317159,0.001294319,-0.03837631,-0.04173828,-0.02720855,-0.000422602,0.2815495,,,,,,,,,,,,,,,,,,,
137.642555,0.0129559,-0.01864909,-0.06413616,-0.02025269,-0.0376835,-0.08942235,-0.08834136,-0.01376466,0.000768504,0.002522146,-0.03415187,-0.03657163,-0.02486185,-0.002100647,0.3098394,,,,,,,,,,,,,,,,,,,
137.692516,0.006749007,-0.02859681,-0.05851718,-0.03038175,-0.02969671,-0.08877032,-0.09089121,-0.008013522,-0.003441131,-0.001617975,-0.03810271,-0.04098506,-0.02293944,0.003907012,0.3435839,,,,,,,,,,,,,,,,,,,
137.742477,0.002994052,-0.01479634,-0.04933961,-0.01553853,-0.0398258,-0.0812517,-0.09616189,-0.01511326,0.01259608,-0.00422433,-0.04154091,-0.04136688,-0.0318697,0.008169691,0.3472232,,,,,,,,,,,,,,,,,,,
137.792438,0.009227845,-0.01824674,-0.03948436,-0.01715272,-0.03188004,-0.07457949,-0.09313398,-0.009930896,0.01396716,-0.003679484,-0.03879156,-0.04332585,-0.0202839,0.008234106,0.3683244,,,,,,,,,,,,,,,,,,,
137.842399,0.00282483,-0.01740121,-0.03487162,-0.01442256,-0.03581564,-0.0748466,-0.09564872,-0.01496856,0.01407464,-0.01652568,-0.04490808,-0.0447017,-0.02770382,0.01071793,0.3819025,,,,,,,,,,,,,,,,,,,
137.89236,0.000637165,-0.02057055,-0.04567269,-0.0103834,-0.03551085,-0.07442862,-0.09717307,-0.01957861,0.0119545,-0.01039601,-0.03981215,-0.0460302,-0.02907243,0.000613947,0.4048798,,,,,,,,,,,,,,,,,,,
137.942321,-0.000967437,-0.01538759,-0.04456124,-0.01375874,-0.02964745,-0.08292115,-0.09669612,-0.02937084,0.002771867,-0.01655717,-0.04121123,-0.04645138,-0.02095225,0.002252856,0.4001291,,,,,,,,,,,,,,,,,,,
137.992282,-0.00463729,-0.02529717,-0.04355749,-0.009102668,-0.03508555,-0.09238303,-0.08465664,-0.01521297,0.008212652,-0.02316552,-0.03967108,-0.04183197,-0.008150788,0.009090894,0.4087234,,,,,,,,,,,,,,,,,,,
138.042243,-0.006650622,-0.0292952,-0.04289722,-0.0213938,-0.03683457,-0.09160075,-0.08205965,-0.02576676,0.002884499,-0.02396317,-0.03776433,-0.03539342,-0.01616061,0.004641649,0.3771254,,,,,,,,,,,,,,,,,,,
138.092204,0.005155344,-0.02409442,-0.0407608,-0.01885396,-0.0441219,-0.09706017,-0.07633656,-0.01496184,0.01079977,-0.01942805,-0.04183711,-0.03595635,-0.01123416,-0.000856612,0.3869862,,,,,,,,,,,,,,,,,,,
138.142165,-0.003232472,-0.02344943,-0.03652066,-0.01843101,-0.03205076,-0.08838688,-0.08344758,-0.01436244,3.18E-05,-0.0206169,-0.03890241,-0.03969034,-0.02293127,0.005462816,0.3901025,,,,,,,,,,,,,,,,,,,
138.192126,-0.006391609,-0.02603322,-0.04137661,-0.02739238,-0.03002877,-0.09549235,-0.08253393,-0.03223898,-0.006138548,-0.01775612,-0.03891603,-0.03610893,-0.02129579,0.0038263,0.3774621,,,,,,,,,,,,,,,,,,,
138.242087,-0.01228598,-0.03257062,-0.05159196,-0.02542576,-0.03832377,-0.09470995,-0.08235732,-0.02801208,-0.006742388,-0.018675,-0.03716186,-0.04009249,-0.0148464,-0.001044572,0.3752563,,,,,,,,,,,,,,,,,,,
138.292048,-0.01294525,-0.02569403,-0.06115285,-0.01446352,-0.02685894,-0.08489087,-0.09498562,-0.0213445,-0.001144701,-0.009330473,-0.03877827,-0.05150269,-0.01556057,0.008233416,0.374141,,,,,,,,,,,,,,,,,,,
138.342009,-0.02194251,-0.02757002,-0.06474823,-0.02292467,-0.02229439,-0.09037989,-0.1014441,-0.01949456,-0.01137021,-0.02264066,-0.04101189,-0.04448989,-0.01672158,-0.002433492,0.3862357,,,,,,,,,,,,,,,,,,,
138.39197,-0.02035535,-0.02822925,-0.05874787,-0.01898409,-0.02589346,-0.08870791,-0.09518467,-0.01815032,-0.005052891,-0.02239884,-0.04227844,-0.04417346,-0.02777488,0.01367055,0.3792178,,,,,,,,,,,,,,,,,,,
138.441931,-0.01702525,-0.02438617,-0.05019873,-0.02207675,-0.02298199,-0.0862232,-0.08574095,-0.009799158,-0.002757243,-0.02666277,-0.03630193,-0.0471691,-0.01833389,0.01158244,0.3740759,,,,,,,,,,,,,,,,,,,
138.491892,-0.014471,-0.01404925,-0.04693506,-0.01915845,-0.0254009,-0.08177753,-0.09044442,-0.006846864,1.12E-05,-0.02580378,-0.04304651,-0.04932567,-0.01589458,0.006271169,0.370322,,,,,,,,,,,,,,,,,,,
138.541853,-0.01382532,-0.01567032,-0.05240752,-0.007767366,-0.02954388,-0.07720021,-0.08964607,-0.003658407,0.002905515,-0.01440081,-0.03504259,-0.04624923,-0.0163732,0.005657824,0.3580848,,,,,,,,,,,,,,,,,,,
138.591814,-0.01993426,-0.02821358,-0.05068154,-0.009834375,-0.03144185,-0.07856417,-0.09883492,-0.01595231,0.006597579,-0.01298426,-0.03545638,-0.04939532,-0.02034452,-0.003161735,0.3537444,,,,,,,,,,,,,,,,,,,
138.641775,-0.01854034,-0.02656174,-0.05085915,-0.01077849,-0.02216174,-0.0819065,-0.09519012,-0.002664436,0.003035625,-0.006952223,-0.03703751,-0.0460718,-0.02110838,0.001146644,0.3501782,,,,,,,,,,,,,,,,,,,
138.691736,-0.01590068,-0.0267373,-0.05833676,-0.02109078,-0.03313009,-0.09035115,-0.1051559,-0.01178573,-0.001861691,-0.01888109,-0.0340996,-0.04152425,-0.01533778,0.000438037,0.3521383,,,,,,,,,,,,,,,,,,,
138.741697,-0.02022297,-0.02471709,-0.06306476,-0.01464817,-0.02709666,-0.08877835,-0.09765536,-0.01331178,-0.01717385,-0.01466431,-0.03764908,-0.04593226,-0.03045948,-0.002342633,0.33777,,,,,,,,,,,,,,,,,,,
138.791658,-0.02401523,-0.02916033,-0.06666653,-0.02190113,-0.0306798,-0.09289281,-0.09413299,-0.02214427,-0.01237075,-0.01776822,-0.03704287,-0.0477156,-0.01855894,0.003327731,0.324221,,,,,,,,,,,,,,,,,,,
138.841619,-0.03049797,-0.02101982,-0.05983494,-0.01683312,-0.01631965,-0.08121876,-0.09307282,-0.01171217,-0.006952632,-0.01606828,-0.03598219,-0.05008097,-0.02319196,0.006612252,0.328068,,,,,,,,,,,,,,,,,,,
138.89158,-0.02372235,-0.02567748,-0.0638855,-0.01868314,-0.02724049,-0.08510657,-0.09458078,-0.007165507,-0.009723346,-0.01535444,-0.03758866,-0.04803647,-0.01719382,0.005070112,0.3544472,,,,,,,,,,,,,,,,,,,
138.941541,-0.02470641,-0.02448802,-0.06170318,-0.02889863,-0.02572462,-0.08610572,-0.09563366,-0.005054836,0.000233099,-0.01000729,-0.04067504,-0.04743966,-0.02504021,-0.001187056,0.3797553,,,,,,,,,,,,,,,,,,,
138.991502,-0.03035196,-0.02125178,-0.05853467,-0.01685228,-0.02373472,-0.08163896,-0.09944451,-0.004706715,-0.007414863,-0.01617482,-0.04111705,-0.04904319,-0.0210901,0.007472815,0.3796658,,,,,,,,,,,,,,,,,,,
139.041463,-0.03022881,-0.02620888,-0.06339595,-0.02459836,-0.02165655,-0.07439123,-0.0831613,-0.001440004,-0.007081388,-0.01631536,-0.0404183,-0.04849038,-0.02761157,0.009726045,0.4058301,,,,,,,,,,,,,,,,,,,
139.091424,-0.02846581,-0.02472833,-0.05782807,-0.02192993,-0.02865695,-0.07321723,-0.08673429,0.004325033,-0.003849957,-0.01889264,-0.04165252,-0.04915401,-0.02204467,0.005940133,0.4298814,,,,,,,,,,,,,,,,,,,
139.141385,-0.0312772,-0.03249118,-0.06272151,-0.02830365,-0.03188925,-0.07540295,-0.08557309,0.005899254,-0.004221493,-0.02136563,-0.04195573,-0.04932526,-0.02148516,0.002809746,0.4521075,,,,,,,,,,,,,,,,,,,
139.191346,-0.0339007,-0.03111661,-0.06902407,-0.027006,-0.03282142,-0.07533616,-0.08661747,0.001313883,-0.01469848,-0.02850122,-0.03944086,-0.04674022,-0.01871533,0.003359927,0.4560063,,,,,,,,,,,,,,,,,,,
139.241307,-0.02552683,-0.03277008,-0.0641501,-0.0252989,-0.03898754,-0.0801594,-0.08476341,-0.002303747,-0.02398898,-0.02486969,-0.04592717,-0.04487966,-0.0288306,0.005317909,0.4723938,,,,,,,,,,,,,,,,,,,
139.291268,-0.02800801,-0.0315845,-0.06703987,-0.02604438,-0.03685943,-0.0849002,-0.09114121,-0.002679159,-0.02957238,-0.0286268,-0.04162815,-0.04212401,-0.03095676,0.01036964,0.493677,,,,,,,,,,,,,,,,,,,
139.341229,-0.03318682,-0.03012775,-0.06355162,-0.02575723,-0.02820474,-0.07918262,-0.09035132,0.002960966,-0.02292407,-0.02813796,-0.04357387,-0.04637856,-0.01357525,0.009470508,0.4860015,,,,,,,,,,,,,,,,,,,
139.39119,-0.02603066,-0.03048387,-0.07638925,-0.03028432,-0.02809804,-0.08181518,-0.09028783,0.002894435,-0.02761838,-0.03126469,-0.04770472,-0.04678164,-0.02429709,-0.007987615,0.5220959,,,,,,,,,,,,,,,,,,,
139.441151,-0.03164311,-0.03731095,-0.07156788,-0.0242298,-0.03241817,-0.07775982,-0.09098309,-0.004793839,-0.03160521,-0.03383493,-0.0456489,-0.04599802,-0.02106866,0.004077953,0.5224984,,,,,,,,,,,,,,,,,,,
139.491112,-0.0327444,-0.03475455,-0.06593974,-0.02198922,-0.02884158,-0.08997259,-0.09877774,0.01007375,-0.03910667,-0.0212204,-0.05087152,-0.04014936,-0.02404815,0.009115003,0.5386466,,,,,,,,,,,,,,,,,,,
139.541073,-0.02482777,-0.02463414,-0.07498644,-0.02117855,-0.03197672,-0.09135337,-0.08336226,-0.001811712,-0.033163,-0.02757537,-0.0478809,-0.04869384,-0.02789081,0.00821311,0.5609497,,,,,,,,,,,,,,,,,,,
139.591034,-0.02955684,-0.0299189,-0.06899317,-0.02116251,-0.03893655,-0.07525781,-0.09151261,0.002714272,-0.03595284,-0.0274961,-0.04844503,-0.044296,-0.02875395,-0.001865999,0.5525725,,,,,,,,,,,,,,,,,,,
139.640995,-0.03351301,-0.03517809,-0.07582161,-0.01693372,-0.0321857,-0.08161679,-0.08928785,0.000288092,-0.0287325,-0.01974882,-0.04897504,-0.04233809,-0.02610959,-0.00370893,0.5668965,,,,,,,,,,,,,,,,,,,
139.690956,-0.03688616,-0.02932042,-0.06964567,-0.01693654,-0.03695778,-0.08007957,-0.09522955,-0.001565619,-0.02581684,-0.01529952,-0.04988861,-0.05110718,-0.02554022,0.007471835,0.5665345,,,,,,,,,,,,,,,,,,,
139.740917,-0.03785034,-0.03446499,-0.07079117,-0.01503463,-0.03597574,-0.07502597,-0.1047859,0.01684268,-0.02835496,-0.024274,-0.05023792,-0.05333432,-0.03032202,-0.000825912,0.5824672,,,,,,,,,,,,,,,,,,,
139.790878,-0.03647082,-0.03638212,-0.072165,-0.0124122,-0.02954927,-0.0779108,-0.1038657,0.0117303,-0.02048905,-0.02172723,-0.05099668,-0.05102314,-0.02326227,-0.01024825,0.5534917,,,,,,,,,,,,,,,,,,,
139.840839,-0.03326597,-0.0335289,-0.06370318,-0.007718021,-0.02823555,-0.05845166,-0.1035587,0.001948603,-0.01611958,-0.02116969,-0.05002431,-0.04590042,-0.02636718,0.005462823,0.5676063,,,,,,,,,,,,,,,,,,,
139.8908,-0.03087729,-0.03512356,-0.05581504,-0.009008099,-0.02841345,-0.05256252,-0.1069507,0.003086038,-0.007977935,-0.01603967,-0.04658891,-0.05559952,-0.03497101,-0.003870363,0.5715184,,,,,,,,,,,,,,,,,,,
139.940761,-0.03093006,-0.03373694,-0.0619823,-0.01941921,-0.02741671,-0.05370779,-0.1077,0.007260706,-0.00975575,-0.007861396,-0.05003556,-0.05101716,-0.03061132,0.001427687,0.5700359,,,,,,,,,,,,,,,,,,,
139.990722,-0.02734683,-0.03872238,-0.05664511,-0.009133903,-0.02300537,-0.05044384,-0.1068678,0.001854425,-0.01513904,-0.01047492,-0.05368426,-0.04975951,-0.02459228,0.001198179,0.5889739,,,,,,,,,,,,,,,,,,,
140.040683,-0.02737482,-0.039371,-0.05153051,-0.01500784,-0.03805628,-0.0600962,-0.09717523,0.01024886,-0.01133323,-0.01799684,-0.04427861,-0.04630974,-0.02905879,-0.002096847,0.5241807,,,,,,,,,,,,,,,,,,,
140.090644,-0.03165061,-0.03527705,-0.05878304,-0.01253059,-0.0278963,-0.0585891,-0.0977696,0.004754367,0.002857402,-0.0184205,-0.04447459,-0.04705232,-0.02991336,0.000724265,0.523304,,,,,,,,,,,,,,,,,,,
140.140605,-0.02272671,-0.04123539,-0.06631893,-0.01879834,-0.03461258,-0.05191304,-0.09482923,0.004811451,-0.01295687,-0.02257847,-0.04216869,-0.04469496,-0.02103866,-0.003571635,0.555964,,,,,,,,,,,,,,,,,,,
140.190566,-0.03447135,-0.03840511,-0.06827717,-0.02559884,-0.03106576,-0.06315403,-0.09038544,0.01425536,-0.01081509,-0.0179556,-0.0469056,-0.0443607,-0.03497925,-0.001384451,0.5433577,,,,,,,,,,,,,,,,,,,
140.240527,-0.03158716,-0.03593849,-0.06724779,-0.02362418,-0.03079224,-0.06144433,-0.0875588,0.0105633,-0.01247501,-0.02391664,-0.04360295,-0.04828591,-0.02856636,0.005487172,0.5651897,,,,,,,,,,,,,,,,,,,
140.290488,-0.03293984,-0.03438017,-0.06209376,-0.0249541,-0.02820905,-0.06060341,-0.09434304,0.01323341,-0.007496799,-0.03600454,-0.04696191,-0.04557242,-0.02901126,-0.006235792,0.5073415,,,,,,,,,,,,,,,,,,,
140.340449,-0.0317061,-0.04450745,-0.06855723,-0.03000461,-0.04011551,-0.06515561,-0.09702737,0.009504104,-0.01278702,-0.03229669,-0.04789815,-0.04447107,-0.02555688,0.000144831,0.5105338,,,,,,,,,,,,,,,,,,,
140.39041,-0.02580129,-0.03769764,-0.06785475,-0.01749084,-0.02990679,-0.05797856,-0.09445473,0.01113392,-0.0191124,-0.02627376,-0.04214131,-0.051434,-0.03113597,0.000693727,0.4964209,,,,,,,,,,,,,,,,,,,
140.440371,-0.03094187,-0.05188005,-0.06020563,-0.02176505,-0.03352583,-0.06517573,-0.1017018,0.01446407,-0.00370875,-0.02784837,-0.04506955,-0.04403432,-0.02998275,-0.001693694,0.4943903,,,,,,,,,,,,,,,,,,,
140.490332,-0.02178045,-0.04871299,-0.05438891,-0.02645734,-0.02206941,-0.05801736,-0.09791751,0.01465604,0.000266073,-0.02067761,-0.04651296,-0.04090923,-0.02969754,-0.000639839,0.495703,,,,,,,,,,,,,,,,,,,
140.540293,-0.01671049,-0.0409593,-0.04259948,-0.02166728,-0.007943361,-0.0456716,-0.08862793,0.001456255,0.01523914,-0.005686958,-0.04424463,-0.05130953,-0.0398514,0.007209514,0.4930034,,,,,,,,,,,,,,,,,,,
140.590254,-0.01926022,-0.04173244,-0.03938034,-0.02076649,-0.01209656,-0.04797915,-0.08450641,0.01580686,0.02850321,-0.006514621,-0.04089957,-0.04962473,-0.03040165,-0.00918337,0.4798152,,,,,,,,,,,,,,,,,,,
140.640215,-0.02006379,-0.04410572,-0.04420798,-0.02515326,-0.01514957,-0.04541138,-0.08570994,0.004785602,0.01661284,-0.01351328,-0.04018965,-0.04786116,-0.01908519,-0.006454283,0.4808821,,,,,,,,,,,,,,,,,,,
140.690176,-0.01683125,-0.04141226,-0.05833394,-0.02172792,-0.01368098,-0.05226099,-0.09422532,0.01108537,0.01614377,-0.02223903,-0.03912108,-0.04885171,-0.02717195,-0.004874707,0.4714975,,,,,,,,,,,,,,,,,,,
140.740137,-0.01695443,-0.0424744,-0.0653756,-0.01850917,-0.02989922,-0.05290468,-0.08855924,0.01771549,0.01002906,-0.02403649,-0.04467744,-0.04715558,-0.03426652,-0.002748192,0.4654764,,,,,,,,,,,,,,,,,,,
140.790098,-0.02214499,-0.04972029,-0.06610532,-0.02049406,-0.01826179,-0.06536941,-0.09466437,0.005229173,0.009308733,-0.02131109,-0.04448118,-0.04884995,-0.02477196,0.004724498,0.4483551,,,,,,,,,,,,,,,,,,,
140.840059,-0.01723367,-0.04372382,-0.05950473,-0.02176986,-0.02946394,-0.05429786,-0.08529973,-0.001438256,0.002063509,-0.01781819,-0.04362689,-0.04753543,-0.0372016,-0.002082667,0.4289285,,,,,,,,,,,,,,,,,,,
140.89002,-0.02439146,-0.04086071,-0.06697577,-0.02205492,-0.01614899,-0.04968388,-0.08366166,-0.004215756,0.01103481,-0.013371,-0.03654211,-0.05769931,-0.04231284,-0.008832628,0.4344047,,,,,,,,,,,,,,,,,,,
140.939981,-0.02664165,-0.0412972,-0.05476957,-0.02426067,-0.03198595,-0.06013137,-0.0824612,-0.00453054,0.007744619,-0.01313652,-0.03987782,-0.04156318,-0.03301262,-0.008261394,0.4352287,,,,,,,,,,,,,,,,,,,
140.989942,-0.02654666,-0.0395904,-0.06256431,-0.02672633,-0.01462489,-0.04787376,-0.09119163,-0.005167459,0.007186979,-0.01781694,-0.04113131,-0.04584255,-0.03069642,0.000373147,0.4451157,,,,,,,,,,,,,,,,,,,
141.039903,-0.03217351,-0.03859956,-0.0575048,-0.03247159,-0.02494007,-0.04253933,-0.07789438,0.005874233,0.02219856,-0.02410963,-0.0392171,-0.04382453,-0.02716366,-0.003802162,0.4399809,,,,,,,,,,,,,,,,,,,
