Video 1, C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14,,,Video 1, C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14,
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted,,,Video2-3,C04,C07,,,,C10,C05,C06,C13,C01,C00,C09,C12,C03,C08,C11
68.146804,0.09075543,0.09718537,-0.008773139,0.01824875,-0.02243741,-0.04878851,0.05797517,0.1179138,0.004352924,0.01310899,0.3091807,-0.03673264,-0.01437708,-0.0117597,-0.03120448,,,,,,,,,,,,,,,,,,,
68.196765,0.0721227,0.08996538,-0.01661429,0.02672262,-0.02838756,-0.03792063,0.04384796,0.09680915,0.01463614,0.02286095,0.3026457,-0.03348973,-0.007859668,-0.01875519,-0.03789189,,,,,,,,,,,,,,,,,,,
68.246726,0.07648002,0.08881601,-0.03043993,0.01812865,-0.01718783,-0.0306484,0.03988486,0.09704085,0.005105385,0.01488759,0.2950649,-0.04234447,-0.01848668,-0.01184754,-0.02756306,,,,,,,,,,,,,,,,,,,
68.296687,0.06747665,0.08725907,-0.02483434,0.0154559,-0.02734943,-0.03005002,0.03794543,0.09902254,0.01465464,0.01015196,0.2907611,-0.03985026,-0.02404929,-0.009383442,-0.03417499,,,,,,,,,,,,,,,,,,,
68.346648,0.06245447,0.08192971,-0.03382557,0.007306978,-0.02972715,-0.04051672,0.02992106,0.1038078,-0.006370835,0.01080271,0.2828532,-0.0356258,-0.02355879,-0.01052088,-0.03272431,,,,,,,,,,,,,,,,,,,
68.396609,0.04972446,0.07374852,-0.03812793,0.006161867,-0.02533121,-0.05002711,0.04054215,0.09117114,-0.008681101,-0.004673561,0.2725544,-0.03833009,-0.02265865,-0.007605011,-0.0303028,,,,,,,,,,,,,,,,,,,
68.44657,0.05453259,0.07181452,-0.0408731,0.007468299,-0.03393982,-0.04969954,0.04569908,0.08895548,-0.003346388,0.00295134,0.2707807,-0.03361964,-0.02043097,-0.008955589,-0.03008115,,,,,,,,,,,,,,,,,,,
68.496531,0.05030746,0.06619568,-0.02783663,0.01600551,-0.02882412,-0.04273669,0.06139347,0.08241522,-0.001265044,-0.00392341,0.2749078,-0.0324005,-0.01479651,-0.008084706,-0.02759382,,,,,,,,,,,,,,,,,,,
68.546492,0.05745189,0.05940512,-0.03745622,0.008073796,-0.03802512,-0.0602423,0.05796174,0.08192455,-0.004831669,-0.002017207,0.2680651,-0.0282551,-0.01431476,-0.009082035,-0.01844674,,,,,,,,,,,,,,,,,,,
68.596453,0.05832993,0.05945153,-0.02952206,-0.001027989,-0.04678544,-0.05515729,0.07085209,0.08517152,-0.004772167,0.001312481,0.2658748,-0.02245346,-0.02426286,-0.005177576,-0.01834136,,,,,,,,,,,,,,,,,,,
68.646414,0.0587657,0.04649656,-0.02738901,-0.001754421,-0.0364216,-0.05404124,0.07297823,0.1004751,0.003452954,-0.003928581,0.2607961,-0.02190114,-0.02760671,-0.002544392,-0.009776855,,,,,,,,,,,,,,,,,,,
68.696375,0.05937503,0.05724512,-0.02573833,-0.005665058,-0.03205357,-0.05162132,0.07958926,0.0945704,-0.003439156,-0.008840287,0.2516047,-0.02395381,-0.02619135,-0.002473615,0.002555603,,,,,,,,,,,,,,,,,,,
68.746336,0.06024574,0.05089649,-0.04336048,-0.008681223,-0.03286457,-0.04854604,0.06741817,0.08287531,0.009787068,-0.01025958,0.2468851,-0.02313063,-0.02655462,-0.01299196,0.01401755,,,,,,,,,,,,,,,,,,,
68.796297,0.04752289,0.05149293,-0.04873306,-0.01299186,-0.03758626,-0.05934961,0.05902546,0.088239,0.00651645,-0.01281431,0.2445989,-0.0290423,-0.02331285,-0.00832618,0.02483278,,,,,,,,,,,,,,,,,,,
68.846258,0.04097979,0.04130489,-0.05037468,-0.005501932,-0.04273743,-0.05316233,0.06209324,0.08003229,-0.003644313,-0.01506129,0.2396619,-0.03268611,-0.02858132,-0.007415862,0.02582748,,,,,,,,,,,,,,,,,,,
68.896219,0.03282326,0.04728716,-0.04520761,-0.006026765,-0.03586314,-0.06312811,0.05662145,0.08204556,0.004921816,-0.02260082,0.2329874,-0.02879999,-0.03151925,-0.002741119,0.03533078,,,,,,,,,,,,,,,,,,,
68.94618,0.03355599,0.03471823,-0.05681021,0.001733411,-0.0362278,-0.06172763,0.055333,0.0745049,-0.005938692,-0.01115333,0.2290169,-0.02582043,-0.0202935,0.01052298,0.04144063,,,,,,,,,,,,,,,,,,,
68.996141,0.0317291,0.04077539,-0.05408826,-0.0104548,-0.03665216,-0.05374563,0.04388605,0.07196211,-0.01123493,-0.0107537,0.22334,-0.03415928,-0.02955497,-0.004704923,0.05308465,,,,,,,,,,,,,,,,,,,
69.046102,0.0283298,0.02837223,-0.05292279,-0.003133058,-0.03340691,-0.05461819,0.04240131,0.07109488,-0.01388335,-0.01069331,0.2132176,-0.02880414,-0.02877696,-0.002887004,0.06894442,,,,,,,,,,,,,,,,,,,
69.096063,0.02304858,0.03154954,-0.05512316,-0.00979164,-0.02846227,-0.06123362,0.02574076,0.05446626,-0.01666191,-0.01899312,0.2072112,-0.03652363,-0.03007728,-0.000103857,0.07741135,,,,,,,,,,,,,,,,,,,
69.146024,0.02294185,0.03286783,-0.05799539,-0.01290657,-0.02919384,-0.05857981,0.04529107,0.05922358,-0.01503344,-0.0153036,0.2016815,-0.03573224,-0.02394411,-0.003395911,0.09371486,,,,,,,,,,,,,,,,,,,
69.195985,0.01446872,0.0291461,-0.06220301,-0.01490255,-0.03949744,-0.05949194,0.03503954,0.05474496,-0.01976126,-0.01919319,0.1975551,-0.03210702,-0.02905083,-0.00662509,0.1045041,,,,,,,,,,,,,,,,,,,
69.245946,0.01125864,0.03213452,-0.06285247,-0.02178122,-0.02847303,-0.05284117,0.03597307,0.05923111,-0.02463833,-0.02315242,0.1928569,-0.03922363,-0.03205279,0.003819989,0.1179244,,,,,,,,,,,,,,,,,,,
69.295907,0.0141973,0.02639699,-0.06045035,-0.01526234,-0.03351761,-0.05986337,0.02586255,0.04958937,-0.01506177,-0.01637541,0.1924537,-0.04217844,-0.03405525,-0.00787698,0.1236134,,,,,,,,,,,,,,,,,,,
69.345868,0.005275106,0.02710484,-0.06010625,-0.02528911,-0.0254888,-0.05421267,0.03396551,0.04729741,-0.01878021,-0.02076252,0.1852193,-0.03726186,-0.02413941,0.005570952,0.1096141,,,,,,,,,,,,,,,,,,,
69.395829,0.01788214,0.02311477,-0.04275109,-0.009908023,-0.01744398,-0.04799346,0.034407,0.05289657,-0.004453259,-0.0193308,0.1846001,-0.03565423,-0.02794755,-0.00766281,0.1045939,,,,,,,,,,,,,,,,,,,
69.44579,0.02188644,0.02335813,-0.03893489,-0.02279655,-0.01464077,-0.04576826,0.03779795,0.04646285,-0.01060359,-0.01148671,0.1809525,-0.03952412,-0.0388064,-0.000701112,0.0970623,,,,,,,,,,,,,,,,,,,
69.495751,0.0195616,0.02105001,-0.0280209,-0.01423769,-0.01552517,-0.03838031,0.03543338,0.04817668,-0.000398263,0.00179759,0.1714886,-0.04455084,-0.03295849,-0.003277722,0.09061819,,,,,,,,,,,,,,,,,,,
69.545712,0.02426358,0.03714062,-0.0320401,-0.01121331,-0.006927018,-0.03647602,0.03092033,0.05350943,0.004142354,0.008441776,0.1720407,-0.04748434,-0.02952894,-0.006101698,0.08853196,,,,,,,,,,,,,,,,,,,
69.595673,0.01405706,0.02914704,-0.03565351,-0.009016078,-0.01220879,-0.03553063,0.02548607,0.04795211,0.003841266,0.001018021,0.1663925,-0.04194149,-0.03094251,-0.00668934,0.08443896,,,,,,,,,,,,,,,,,,,
69.645634,0.0133597,0.02295029,-0.03802112,-0.008962476,-0.02148532,-0.03658227,0.0214372,0.06559643,-0.006822461,0.022531,0.1616816,-0.04056594,-0.02674852,-0.001508912,0.0917884,,,,,,,,,,,,,,,,,,,
69.695595,0.02051558,0.01990987,-0.03403415,-0.009576131,-0.02815729,-0.04005147,0.02610768,0.06598903,0.008536074,0.02331598,0.1647085,-0.03918737,-0.02307513,-0.00578796,0.07722741,,,,,,,,,,,,,,,,,,,
69.745556,0.008618707,0.01706129,-0.03987643,-0.009331379,-0.0281447,-0.04189184,0.01925849,0.07661659,0.009310136,0.02043957,0.1576527,-0.03895454,-0.03305282,-0.009401999,0.07954755,,,,,,,,,,,,,,,,,,,
69.795517,0.01020459,0.01685687,-0.03123439,-0.01941525,-0.03257575,-0.03956235,0.02201818,0.08395304,0.02774133,0.02115312,0.1555809,-0.04247631,-0.03203822,-0.01545565,0.07665727,,,,,,,,,,,,,,,,,,,
69.845478,0.006076466,0.01737634,-0.03369916,-0.01503388,-0.03517531,-0.04500989,0.01958904,0.08314249,0.02305311,0.02120648,0.1500207,-0.04343588,-0.03610457,-0.008655062,0.06988032,,,,,,,,,,,,,,,,,,,
69.895439,0.006005853,0.005394605,-0.03698012,-0.02591854,-0.03130815,-0.04327808,0.01856739,0.09855995,0.01841501,0.01153992,0.1498685,-0.04320045,-0.03428519,-0.00734982,0.07069206,,,,,,,,,,,,,,,,,,,
69.9454,-0.006189835,0.007642923,-0.03603769,-0.02600053,-0.03581338,-0.04776995,0.01249917,0.08745041,0.01901033,0.007873746,0.1427808,-0.03756944,-0.03494592,-0.008754604,0.06622838,,,,,,,,,,,,,,,,,,,
69.995361,0.002170822,0.005988487,-0.03956941,-0.02299158,-0.03055622,-0.04911272,0.02020496,0.08608186,0.0188425,-0.006403342,0.1399198,-0.03915875,-0.02823333,-0.004614785,0.06485444,,,,,,,,,,,,,,,,,,,
70.045322,-0.00298527,-0.000146756,-0.02868685,-0.01625196,-0.03488149,-0.04030728,0.01619554,0.08486622,0.03467782,0.00775801,0.1433719,-0.04048591,-0.04275448,-0.02027829,0.06687501,,,,,,,,,,,,,,,,,,,
70.095283,0.000886233,-0.006252762,-0.02139322,-0.01957377,-0.02691292,-0.03249961,0.000652813,0.0752734,0.04846593,0.02140639,0.1401208,-0.04493636,-0.03980301,-0.01464578,0.07565794,,,,,,,,,,,,,,,,,,,
70.145244,-0.00861543,0.00827652,-0.0132647,-0.0124582,-0.01656369,-0.01678124,0.001516817,0.06642071,0.05373047,0.03515715,0.1338326,-0.04245087,-0.03526016,-0.01578099,0.07242142,,,,,,,,,,,,,,,,,,,
70.195205,-0.003374657,0.01481396,-0.008741054,-0.009393957,-0.02143203,-0.01269678,-0.01073052,0.08135886,0.06496813,0.03821998,0.1321452,-0.04545899,-0.04378735,-0.009472838,0.06428694,,,,,,,,,,,,,,,,,,,
70.245166,-0.006265693,0.005774221,-0.0231943,-0.005693644,-0.01656171,-0.02334474,-0.02532632,0.05387111,0.05727504,0.02760888,0.1180241,-0.04909851,-0.05125874,-0.0154992,0.05883084,,,,,,,,,,,,,,,,,,,
70.295127,-0.007256826,0.01040787,-0.02155842,0.002054145,-0.01671755,-0.02438475,-0.02019227,0.05838947,0.0560936,0.01233486,0.1191265,-0.04790813,-0.03992336,-0.01834678,0.05475126,,,,,,,,,,,,,,,,,,,
70.345088,-0.00592665,0.00269643,-0.02269553,-0.01309142,-0.01022715,-0.02766805,-0.02049856,0.05322101,0.0479053,0.01761834,0.1204249,-0.04212731,-0.03080989,-0.01288695,0.05357958,,,,,,,,,,,,,,,,,,,
70.395049,-0.01353437,0.00169537,-0.02639458,-0.01381022,-0.0246339,-0.03985547,-0.01214053,0.05297319,0.04515514,0.01172975,0.1209686,-0.04542425,-0.04488412,-0.01268067,0.05777898,,,,,,,,,,,,,,,,,,,
70.44501,-0.008948587,9.92E-05,-0.02215407,-0.009535025,-0.0237524,-0.03331808,-0.00385703,0.05257598,0.04598229,0.008421741,0.1173342,-0.04241932,-0.03178257,-0.01397258,0.05068292,,,,,,,,,,,,,,,,,,,
70.494971,-0.01223046,0.009935603,-0.01732617,-0.0102209,-0.01121005,-0.03277496,-0.009913866,0.05098668,0.04376908,0.0141905,0.1150707,-0.04088923,-0.03124835,0.001800222,0.05370246,,,,,,,,,,,,,,,,,,,
70.544932,-0.01076348,0.02588122,-0.0124797,-0.006278026,-0.007231607,-0.03819291,-0.005988399,0.03644788,0.04886346,0.008850191,0.1123668,-0.03772029,-0.03336409,-0.008179561,0.0504778,,,,,,,,,,,,,,,,,,,
70.594893,-0.007384743,0.02538764,-0.004889619,-0.01400875,-0.003018685,-0.03395198,-0.005776095,0.04830519,0.05079021,0.01034207,0.1108381,-0.03903276,-0.03160542,-0.01473899,0.05121183,,,,,,,,,,,,,,,,,,,
70.644854,-0.00455574,0.02993058,-0.009878684,-0.007502212,-0.005222148,-0.03497709,-0.0144015,0.04179928,0.03623011,0.000263269,0.1084218,-0.03950651,-0.03097074,-0.01193875,0.04335826,,,,,,,,,,,,,,,,,,,
70.694815,-0.000849697,0.02233976,-0.01426881,-0.01124997,-0.01353688,-0.03924222,-0.01385036,0.05529865,0.05241653,0.004066313,0.1017479,-0.04100117,-0.0296905,-0.008642081,0.05046838,,,,,,,,,,,,,,,,,,,
70.744776,0.01111472,0.02040781,0.002763748,-0.000364029,-0.002971205,-0.03840287,-0.01025508,0.05716366,0.06988299,-0.01331153,0.1005337,-0.03829028,-0.02959082,-0.009881731,0.04410297,,,,,,,,,,,,,,,,,,,
70.794737,0.01457632,0.0133276,0.02282948,0.01647484,0.008117474,-0.02012064,-0.01021306,0.06203508,0.06991974,-0.01141056,0.1002802,-0.04494511,-0.02529161,-0.01223103,0.04276277,,,,,,,,,,,,,,,,,,,
70.844698,0.01658074,0.000519696,0.04132317,0.02465543,0.02733147,-0.0091119,-0.02537716,0.06885742,0.08513826,0.001496217,0.09669587,-0.044154,-0.03069892,-0.006788844,0.04053381,,,,,,,,,,,,,,,,,,,
70.894659,0.01878924,0.001320361,0.04858477,0.02330849,0.03056315,-0.009815849,-0.01581276,0.07404998,0.09873938,0.005741199,0.0942788,-0.04758354,-0.02950878,-0.01697013,0.04217904,,,,,,,,,,,,,,,,,,,
70.94462,0.01081165,-0.008276413,0.03595126,0.02252421,0.02553895,-0.01066973,-0.02421363,0.07371903,0.08623956,0.005854532,0.09381381,-0.04399364,-0.02491475,-0.008892912,0.03794596,,,,,,,,,,,,,,,,,,,
70.994581,0.01014434,-0.007300392,0.03489084,0.007155215,0.01658968,-0.01583821,-0.006711928,0.05547946,0.0753217,0.002241614,0.09304301,-0.0390554,-0.03054122,0.004107899,0.04569937,,,,,,,,,,,,,,,,,,,
71.044542,0.01006262,-0.00697059,0.0263508,0.01949158,0.02171362,-0.02206374,-0.01533155,0.0495315,0.06423964,0.000554483,0.08780278,-0.03624933,-0.02811849,-0.007996878,0.04681923,,,,,,,,,,,,,,,,,,,
71.094503,0.006489567,-0.01073788,0.02016299,0.00155401,0.01138043,-0.02745072,-0.005888019,0.03392936,0.06679416,-0.01411878,0.09120888,-0.0353931,-0.02630777,-0.007140654,0.03698371,,,,,,,,,,,,,,,,,,,
71.144464,0.005149182,-0.0142484,0.0138325,0.007085477,0.01227131,-0.03922241,-0.01858108,0.0313953,0.05721365,-0.01199009,0.0920617,-0.03612345,-0.03294441,-0.01025724,0.03625639,,,,,,,,,,,,,,,,,,,
71.194425,0.000129761,-0.0109846,0.02028362,0.01835166,0.009405357,-0.03400994,-0.01802862,0.03802845,0.06732344,-0.006854641,0.08539824,-0.02999214,-0.02271982,-0.002427676,0.0350491,,,,,,,,,,,,,,,,,,,
71.244386,0.003083019,-0.01419282,0.03348227,0.02390247,0.01733291,-0.04175822,-0.00762424,0.03365596,0.07266541,-0.007500247,0.08106644,-0.0354036,-0.03280047,-0.009215015,0.03719734,,,,,,,,,,,,,,,,,,,
71.294347,0.003069027,-0.01509466,0.038877,0.02752371,0.01551847,-0.03982404,-0.004227558,0.04578186,0.08549801,-0.003220579,0.08074813,-0.03758778,-0.02511627,-0.01754656,0.03264474,,,,,,,,,,,,,,,,,,,
71.344308,0.009330893,-0.02028092,0.04654991,0.02289192,0.00745145,-0.03846692,0.01745905,0.06680684,0.08468665,-0.01710518,0.08467014,-0.03382244,-0.03083946,-0.009433822,0.02668904,,,,,,,,,,,,,,,,,,,
71.394269,0.003372829,-0.0247114,0.05080978,0.02973432,0.000564623,-0.04467371,0.02533283,0.06239672,0.07697968,-0.03238281,0.08455263,-0.02235438,-0.01421555,-0.009739975,0.02769262,,,,,,,,,,,,,,,,,,,
71.44423,0.006684254,-0.02398989,0.05106615,0.0144139,0.003518439,-0.04635951,0.01322817,0.05767057,0.09178381,-0.02274653,0.07602987,-0.02774694,-0.01879278,-0.01008869,0.03255476,,,,,,,,,,,,,,,,,,,
71.494191,-0.000272494,-0.0132833,0.04722017,0.0130701,-0.003200513,-0.0484723,0.009154072,0.04401569,0.08785979,-0.01558331,0.07641339,-0.03278464,-0.02213554,-0.01037948,0.02871917,,,,,,,,,,,,,,,,,,,
71.544152,0.002577894,-0.01014853,0.0515893,0.01647254,0.004791117,-0.05060153,0.007804388,0.05079876,0.0858939,-0.005672515,0.07015736,-0.03238795,-0.01934092,-0.007558988,0.02484128,,,,,,,,,,,,,,,,,,,
71.594113,0.001007817,-0.01149103,0.04759185,0.01209992,0.008014013,-0.04558825,0.01719204,0.04985545,0.09062389,-0.002773579,0.07078143,-0.02967844,-0.02451558,-0.01700218,0.02724399,,,,,,,,,,,,,,,,,,,
71.644074,0.01271399,-0.01018534,0.05567646,0.00631373,0.001850325,-0.04456875,0.003590347,0.04151949,0.08403207,0.007657881,0.06665033,-0.03214232,-0.02455289,0.004447061,0.02170964,,,,,,,,,,,,,,,,,,,
71.694035,0.02500483,-0.01069603,0.06345178,0.01634691,0.005602967,-0.04175635,0.01575262,0.03915635,0.09221789,0.004046328,0.06989842,-0.02725487,-0.02410149,-0.01340612,0.02336027,,,,,,,,,,,,,,,,,,,
71.743996,0.0180926,-0.007359241,0.05871744,0.01884079,-0.000128531,-0.04422553,0.006145182,0.03874788,0.0829594,0.002506328,0.06701609,-0.02820786,-0.02916126,-0.01412524,0.02538695,,,,,,,,,,,,,,,,,,,
71.793957,0.009603607,-0.02043031,0.0566171,0.02478293,-0.00173321,-0.03971373,-0.00878118,0.02552127,0.09448245,-0.000520756,0.06151418,-0.03671325,-0.03371226,-0.01026324,0.02209557,,,,,,,,,,,,,,,,,,,
71.843918,0.01448604,-0.01018956,0.07615986,0.02562856,0.02012157,-0.03298385,0.01127077,0.01377826,0.09269813,-0.01208962,0.06724536,-0.0316397,-0.03935815,-0.01179091,0.013942,,,,,,,,,,,,,,,,,,,
71.893879,0.0169877,-0.01062458,0.09100764,0.02820918,0.01467064,-0.02822824,0.01580357,0.01276395,0.1072607,0.006906366,0.05838971,-0.03067895,-0.03249405,-0.002999206,0.01662289,,,,,,,,,,,,,,,,,,,
71.94384,0.01064214,-0.000296648,0.09375465,0.03555932,0.02515939,-0.00813459,0.01429493,0.0238474,0.1074339,0.02781872,0.06272998,-0.03831882,-0.03286844,-0.01715032,0.02162644,,,,,,,,,,,,,,,,,,,
71.993801,0.009184521,-0.009812811,0.1039442,0.03875636,0.01178633,-0.02315656,0.03153202,0.02328739,0.1023717,0.02965102,0.05872118,-0.0361005,-0.02650087,-0.007616893,0.01597807,,,,,,,,,,,,,,,,,,,
72.043762,-0.001434061,-0.009628683,0.1019837,0.02992257,0.01430607,-0.01583875,0.02360823,0.01954727,0.1022594,0.0399476,0.06354915,-0.03725974,-0.03393086,-0.002161021,0.01536865,,,,,,,,,,,,,,,,,,,
72.093723,-0.00098507,-0.004867176,0.09987405,0.04162082,0.01407384,-0.0179487,0.02283128,0.02300191,0.10291,0.05958565,0.06012411,-0.04064876,-0.04069034,-0.000782445,0.01888074,,,,,,,,,,,,,,,,,,,
72.143684,-0.006273372,-0.008521078,0.1011931,0.03865588,0.01519433,-0.01600951,0.01616242,0.01907293,0.1048465,0.08585086,0.05722702,-0.04070948,-0.03000039,-0.004805637,0.01741808,,,,,,,,,,,,,,,,,,,
72.193645,-0.008541819,-0.003179669,0.09569074,0.03692269,0.01022347,-0.01523035,0.01824373,0.01116759,0.1018172,0.09826801,0.04958034,-0.03693455,-0.02902729,-2.51E-05,0.02038798,,,,,,,,,,,,,,,,,,,
72.243606,-0.01423828,-0.01397298,0.086845,0.02331545,0.003010669,-0.0187944,0.01091491,0.006246977,0.09284098,0.09799849,0.0497525,-0.03801056,-0.02843774,-0.001434065,0.01675423,,,,,,,,,,,,,,,,,,,
72.293567,-0.01398594,-0.01209557,0.09969604,0.02216402,-0.009293803,-0.02136482,0.01362209,0.004180471,0.08574419,0.0967446,0.04351016,-0.03661246,-0.03235675,-0.001460528,0.02331957,,,,,,,,,,,,,,,,,,,
72.343528,-0.01708717,-0.01233834,0.09643234,0.01369092,0.009452114,-0.01013891,0.0157735,-0.006965488,0.08821673,0.07491295,0.04691158,-0.0342721,-0.02807737,-0.002809902,0.01833481,,,,,,,,,,,,,,,,,,,
72.393489,-0.01013003,-0.02323474,0.1028578,0.01399707,2.71E-05,-0.008968601,0.02532485,0.00614708,0.08012855,0.05057207,0.05015281,-0.0355184,-0.02717723,-0.005748259,0.0137893,,,,,,,,,,,,,,,,,,,
72.44345,-0.003586479,-0.02246215,0.10425,0.02070273,0.01297861,-0.01244665,0.02945356,0.000774126,0.07558981,0.05836416,0.04480917,-0.03524597,-0.03170573,-0.006093341,0.01485837,,,,,,,,,,,,,,,,,,,
72.493411,-0.005305317,-0.01975231,0.1143355,0.0219287,0.0213234,-0.008990848,0.04171579,-0.002331003,0.07431398,0.0556629,0.04422216,-0.03420007,-0.02817411,-0.003778246,0.0169102,,,,,,,,,,,,,,,,,,,
72.543372,-0.007450154,-0.02741875,0.1217753,0.01877872,0.02694818,-0.00410452,0.04270158,-0.005430093,0.06808495,0.03885546,0.04250159,-0.03738055,-0.03536363,-0.01365223,0.01920022,,,,,,,,,,,,,,,,,,,
72.593333,-0.01173731,-0.03314942,0.115472,0.01626244,0.02178643,-0.02034234,0.03820027,-0.002013259,0.05444424,0.03931075,0.03903007,-0.0356231,-0.02121611,-0.01204678,0.02058723,,,,,,,,,,,,,,,,,,,
72.643294,-0.01299363,-0.02855842,0.1137287,0.01213592,0.01969734,-0.01720973,0.04190978,-0.009476503,0.07063034,0.03567318,0.04079371,-0.03778644,-0.03118475,7.43E-05,0.01735611,,,,,,,,,,,,,,,,,,,
72.693255,-0.007928612,-0.02639193,0.1179022,0.02192968,0.02716384,-0.01277453,0.03293302,-0.01248961,0.06493385,0.03775804,0.03692205,-0.04059746,-0.03270516,-0.009713937,0.02156946,,,,,,,,,,,,,,,,,,,
72.743216,-0.006096358,-0.0275862,0.1229772,0.02269946,0.04065637,-0.008881106,0.02678601,-0.01100567,0.07170399,0.01894593,0.03228232,-0.04021508,-0.03359148,-0.01487531,0.02016174,,,,,,,,,,,,,,,,,,,
72.793177,-0.004822126,-0.02729617,0.1182013,0.01320974,0.01807708,-0.02276737,0.03292299,-0.00989864,0.05158693,0.01153221,0.03110106,-0.03706297,-0.03087737,-0.002038537,0.01451628,,,,,,,,,,,,,,,,,,,
72.843138,-0.007198692,-0.02809045,0.1123236,0.002586928,0.002940479,-0.02909359,0.03201379,-0.01832094,0.05259605,5.40E-05,0.03483253,-0.03246535,-0.02819499,-0.006213372,0.01425638,,,,,,,,,,,,,,,,,,,
72.893099,-0.008732637,-0.0332973,0.108318,0.008995052,0.01272199,-0.02947889,0.04148795,-0.006204395,0.0614314,0.01827705,0.03315175,-0.0298162,-0.03472646,-0.02151808,0.0179814,,,,,,,,,,,,,,,,,,,
72.94306,-0.01248803,-0.02870186,0.106436,0.000588305,0.01332145,-0.03101466,0.03905287,-0.01863713,0.06237536,0.02803462,0.02720101,-0.03249062,-0.03891333,-0.01249366,0.01899412,,,,,,,,,,,,,,,,,,,
72.993021,-0.005430493,-0.0351177,0.1071562,0.01060066,0.02148943,-0.01526589,0.02305941,-0.01888333,0.06371389,0.03680403,0.03163048,-0.04052793,-0.03483737,-0.004568839,0.01943459,,,,,,,,,,,,,,,,,,,
73.042982,-0.005806627,-0.03066185,0.1055411,0.009136359,0.03036856,-0.02370786,0.03350855,-0.01983961,0.06348505,0.03795221,0.02731334,-0.04075198,-0.04007158,-0.000135436,0.009501171,,,,,,,,,,,,,,,,,,,
73.092943,-0.00656236,-0.02907751,0.1080935,0.004087188,0.03113286,-0.02166464,0.02680874,-0.01686472,0.06064857,0.01525619,0.02751105,-0.04195344,-0.03605114,-0.00814401,0.0116023,,,,,,,,,,,,,,,,,,,
73.142904,-0.01151362,-0.02735985,0.09687254,0.002901352,0.023351,-0.03207143,0.01519359,-0.02254582,0.05986438,0.0160858,0.02881672,-0.04139224,-0.03639361,-0.01803939,0.00949559,,,,,,,,,,,,,,,,,,,
73.192865,-0.01401296,-0.03249048,0.09517436,-0.003168059,0.01058371,-0.02559577,0.01336534,-0.01925436,0.05717251,0.01086866,0.02459831,-0.04270804,-0.03580298,-0.008969242,0.01418094,,,,,,,,,,,,,,,,,,,
73.242826,-0.01893665,-0.03556573,0.09917993,-0.000176557,0.006647084,-0.03027152,0.01141203,-0.014262,0.05690939,0.01166482,0.02366493,-0.03824826,-0.03817315,-0.01394588,0.008855144,,,,,,,,,,,,,,,,,,,
73.292787,-0.0243447,-0.03653993,0.09617924,0.008239407,0.01045123,-0.02671543,0.00272983,-0.01588025,0.0569334,0.00931266,0.02119636,-0.04507619,-0.03498114,-0.01225648,0.009534422,,,,,,,,,,,,,,,,,,,
73.342748,-0.02088063,-0.01948042,0.1048912,0.004219749,0.01484586,-0.02460827,0.002306071,-0.01787396,0.0585532,-0.005331416,0.0213418,-0.04444225,-0.03582973,-0.009946886,0.002921211,,,,,,,,,,,,,,,,,,,
73.392709,-0.02365154,-0.02236167,0.09457552,0.007280315,0.007906879,-0.01950299,-0.002636975,0.01117632,0.04938262,-0.005108953,0.02198107,-0.04984782,-0.03261492,0.001974229,0.003583397,,,,,,,,,,,,,,,,,,,
73.44267,-0.02109756,-0.026738,0.08399975,0.008481909,-0.0039867,-0.02698036,0.007114046,0.009959109,0.05602044,-0.004333894,0.02232639,-0.04195585,-0.03514679,-0.01086591,0.004233124,,,,,,,,,,,,,,,,,,,
73.492631,-0.02861954,-0.0256812,0.09658309,0.009621202,0.003709986,-0.02942659,-0.000692919,0.01704491,0.06864779,-0.00150768,0.02020007,-0.03615866,-0.0361884,-0.004836599,-0.000310391,,,,,,,,,,,,,,,,,,,
73.542592,-0.02665803,-0.02463803,0.08388383,0.008956488,-0.009983595,-0.02262844,0.008489332,0.01097589,0.06577924,-0.01758115,0.0222632,-0.03602716,-0.04055504,0.001225117,0.003761204,,,,,,,,,,,,,,,,,,,
73.592553,-0.02393175,-0.02295292,0.08348738,0.008896425,-0.01614064,-0.03540448,0.004855674,0.01510782,0.06554744,-0.01375979,0.02137587,-0.03692538,-0.03668577,-0.003624046,0.003389259,,,,,,,,,,,,,,,,,,,
73.642514,-0.03362218,-0.03570393,0.07281031,0.0104809,-0.008702121,-0.02748377,0.009869147,0.03013953,0.07925159,-0.01063647,0.01917042,-0.03643522,-0.02963672,0.002929065,-0.001509136,,,,,,,,,,,,,,,,,,,
73.692475,-0.03366108,-0.032845,0.0822111,0.01539619,-0.004043995,-0.0310239,0.006036773,0.0372586,0.09759146,-0.01150704,0.01821895,-0.03863414,-0.02833941,0.001733843,-0.000512943,,,,,,,,,,,,,,,,,,,
73.742436,-0.03004567,-0.02534392,0.07938964,0.01781633,0.009189458,-0.02944097,-0.004840071,0.03417307,0.09297559,-0.01049808,0.01527193,-0.03966528,-0.03428309,-0.01214488,0.00378912,,,,,,,,,,,,,,,,,,,
