 , C0, C1, C2, C3,,segment,starting frame ,time
Time(s)/Cell Status, accepted, accepted, accepted, accepted,,0,0,0
705.217506,0.009156866,0.01191099,0.006109979,0.1181958,,,,
705.267467,0.008775111,0.01103142,0.005870242,0.114769,,,,
705.317428,0.01106844,0.01021681,0.005464965,0.1368827,,,,
705.367389,0.01060699,0.01505205,0.005087667,0.1512564,,,,
705.41735,0.01079374,0.01397528,0.004736418,0.149774,,,,
705.467311,0.01057546,0.01294327,0.004409419,0.1602549,,,,
705.517272,0.0131765,0.01198747,0.004104996,0.1631868,,,,
705.567233,0.01262716,0.01110225,0.008224136,0.1568583,,,,
705.617194,0.01210073,0.01028241,0.007656348,0.154677,,,,
705.667155,0.01238613,0.0095231,0.007127759,0.1577815,,,,
705.717116,0.01186975,0.01104616,0.006635664,0.160218,,,,
705.767077,0.01137489,0.01023045,0.006177542,0.1558763,,,,
705.817038,0.01090067,0.009474982,0.005751049,0.1488106,,,,
705.866999,0.01044621,0.008775299,0.006985544,0.1430303,,,,
705.91696,0.0100107,0.008127285,0.01132407,0.1388968,,,,
705.966921,0.009593351,0.007527124,0.01054226,0.1481235,,,,
706.016882,0.009193399,0.006971282,0.009814432,0.1498759,,,,
706.066843,0.008810122,0.006456486,0.009136851,0.1639037,,,,
706.116804,0.008442823,0.005979706,0.008506049,0.1572015,,,,
706.166765,0.01007018,0.005538133,0.01056493,0.1566057,,,,
706.216726,0.009650345,0.005129169,0.00983553,0.1540342,,,,
706.266687,0.009248017,0.004750404,0.01136939,0.1515663,,,,
706.316648,0.008862463,0.004399609,0.01058445,0.144696,,,,
706.366609,0.01059651,0.004074719,0.009853711,0.1670508,,,,
706.41657,0.0168253,0.003791214,0.009577022,0.17644,,,,
706.466531,0.01612384,0.005029891,0.008915831,0.1684422,,,,
706.516492,0.01545163,0.006083776,0.01070158,0.1772441,,,,
706.566453,0.01480744,0.005634518,0.00996275,0.1692098,,,,
706.616414,0.01419011,0.005218436,0.01014127,0.1695612,,,,
706.666375,0.01359852,0.004833079,0.009441128,0.1673685,,,,
706.716336,0.01303159,0.007994119,0.00878932,0.1597819,,,,
706.766297,0.0124883,0.007403792,0.008347045,0.1702035,,,,
706.816258,0.01196765,0.006857057,0.007770771,0.1624884,,,,
706.866219,0.01146872,0.006350696,0.01363555,0.155123,,,,
706.91618,0.01099058,0.007820705,0.01269416,0.1536878,,,,
706.966141,0.01053238,0.007243183,0.01181776,0.1467213,,,,
707.016102,0.01009328,0.006708309,0.01100187,0.1400706,,,,
707.066063,0.009672482,0.006212933,0.01024231,0.1359265,,,,
707.116024,0.009269231,0.005754137,0.01401619,0.1297651,,,,
707.165985,0.008882792,0.005329222,0.01304853,0.123883,,,,
707.215946,0.008512463,0.005921201,0.01273076,0.121305,,,,
707.265907,0.009132469,0.01360566,0.01185183,0.1184853,,,,
707.315868,0.008751731,0.01260095,0.01103359,0.1169944,,,,
707.365829,0.008386867,0.01167043,0.01073367,0.1116912,,,,
707.41579,0.008037214,0.01080863,0.009992621,0.1127327,,,,
707.465751,0.007702138,0.01001046,0.009302737,0.1108487,,,,
707.515712,0.01256631,0.01253112,0.008660483,0.1151916,,,,
707.565673,0.01204241,0.01160576,0.008062569,0.1099701,,,,
707.615634,0.01154036,0.01600539,0.0100954,0.1181344,,,,
707.665595,0.01105923,0.01676781,0.009398418,0.1132393,,,,
707.715556,0.01180672,0.01552959,0.008749559,0.1081063,,,,
707.765517,0.01131449,0.01635909,0.01129815,0.1181173,,,,
707.815478,0.01084278,0.01515105,0.01051813,0.1127632,,,,
707.865439,0.01039074,0.01403222,0.009791968,0.1148921,,,,
707.9154,0.009957544,0.01299601,0.009115938,0.1138601,,,,
707.965361,0.009542408,0.01203632,0.00848658,0.111811,,,,
708.015322,0.00914458,0.01114749,0.007900673,0.1067427,,,,
708.065283,0.008763338,0.0103243,0.007355216,0.1019042,,,,
708.115244,0.008397989,0.009561902,0.01242971,0.09728503,,,,
708.165205,0.008047872,0.008855801,0.01157158,0.0999858,,,,
708.215166,0.01435686,0.008201842,0.01077268,0.09545357,,,,
708.265127,0.01375832,0.01265866,0.01002894,0.09112677,,,,
708.315088,0.01663443,0.01431253,0.009336554,0.0869961,,,,
708.365049,0.01594093,0.01575112,0.008691965,0.08552039,,,,
708.41501,0.01527634,0.01707211,0.008091877,0.09046572,,,,
708.464971,0.01463947,0.01725634,0.00753322,0.08636501,,,,
708.514932,0.01402914,0.01598204,0.007013131,0.08346703,,,,
708.564893,0.01344426,0.0169729,0.00652895,0.07968357,,,,
708.614854,0.01288376,0.01571953,0.009034486,0.07607161,,,,
708.664815,0.01234663,0.01455872,0.008410752,0.07950743,,,,
708.714776,0.01183189,0.01494666,0.009615231,0.07590346,,,,
708.764737,0.01209665,0.01384292,0.008951402,0.07246285,,,,
708.814698,0.01159233,0.01282069,0.01171335,0.07058032,,,,
708.864659,0.01338908,0.01187394,0.01250989,0.0683448,,,,
708.91462,0.01283088,0.01099711,0.01164621,0.07647141,,,,
708.964581,0.01229595,0.01079066,0.01084217,0.07300505,,,,
709.014542,0.01185968,0.009993818,0.01009363,0.07061721,,,,
709.064503,0.01136525,0.01108577,0.009396774,0.06741621,,,,
709.114464,0.01089142,0.01200406,0.01365891,0.06436032,,,,
709.164425,0.01119889,0.01111762,0.01882774,0.06144295,,,,
709.214386,0.01153555,0.01117472,0.01752789,0.05865781,,,,
709.264347,0.01105463,0.01034952,0.01631777,0.06250636,,,,
709.314308,0.01059376,0.0107688,0.01519121,0.05967302,,,,
709.364269,0.0101521,0.01256162,0.01414242,0.05929446,,,,
709.41423,0.009728851,0.011634,0.01316603,0.05660671,,,,
709.464191,0.00932325,0.01615441,0.01225706,0.05735041,,,,
709.514152,0.008934558,0.01496148,0.01141084,0.05475078,,,,
709.564113,0.008562072,0.01385665,0.01062305,0.05226899,,,,
709.614074,0.009422583,0.0128334,0.009889638,0.05581941,,,,
709.664035,0.00902975,0.01188572,0.009206864,0.05799634,,,,
709.713996,0.008653294,0.0113494,0.008571229,0.05536743,,,,
709.763957,0.008292533,0.01067737,0.007979478,0.06470843,,,,
709.813918,0.007946813,0.01320925,0.00742858,0.06177528,,,,
709.863879,0.007615507,0.01223381,0.01185931,0.05897508,,,,
709.91384,0.007298012,0.0113304,0.01104055,0.05718157,,,,
709.963801,0.008224226,0.01558987,0.02683157,0.0545896,,,,
710.013762,0.01136868,0.01443863,0.02853073,0.05211512,,,,
710.063723,0.01089472,0.01337241,0.02656099,0.05889408,,,,
710.113684,0.01044051,0.01238492,0.02472723,0.07645742,,,,
710.163645,0.01000524,0.01205701,0.02302008,0.08576864,,,,
710.213606,0.01174575,0.01233893,0.02143079,0.09054871,,,,
710.263567,0.01125606,0.01838394,0.01995123,0.08765895,,,,
710.313528,0.01127722,0.01702637,0.01857381,0.09956123,,,,
710.363489,0.01080707,0.01576906,0.01729148,0.1037665,,,,
710.41345,0.01035652,0.01488124,0.01609769,0.1185196,,,,
710.463411,0.009924748,0.01589156,0.01498632,0.1131473,,,,
710.513372,0.00951098,0.01583595,0.01395168,0.1080185,,,,
710.563333,0.009114462,0.01466654,0.01298846,0.1031221,,,,
710.613294,0.008734475,0.01358349,0.01209175,0.125678,,,,
710.663255,0.00837033,0.01258041,0.01125694,0.1367559,,,,
710.713216,0.008021366,0.01165141,0.01047977,0.1452795,,,,
710.763177,0.007686951,0.01079101,0.009756255,0.1455815,,,,
710.813138,0.007366478,0.01164107,0.00908269,0.1657844,,,,
710.863099,0.007059365,0.01323247,0.008455628,0.1857958,,,,
710.91306,0.006765056,0.01225532,0.007871857,0.196466,,,,
710.963021,0.006483017,0.01277003,0.00732839,0.2067119,,,,
711.012982,0.006212737,0.01182702,0.006822443,0.1973419,,,,
711.062943,0.005953724,0.01095365,0.006351427,0.202709,,,,
711.112904,0.01114521,0.01014478,0.00950266,0.2045307,,,,
711.162865,0.01068056,0.01046658,0.008846603,0.1952595,,,,
711.212826,0.01286926,0.01080463,0.00823584,0.1864087,,,,
711.262787,0.01233274,0.01000676,0.007667243,0.177959,,,,
711.312748,0.01181858,0.009267812,0.01190543,0.1698923,,,,
711.362709,0.01185736,0.008583428,0.01108348,0.1621913,,,,
711.41267,0.01136302,0.00955136,0.01031829,0.1548394,,,,
711.462631,0.01308757,0.008846038,0.009605921,0.1478207,,,,
711.512592,0.01254195,0.008192801,0.008942735,0.1411202,,,,
711.562553,0.01201907,0.008291432,0.008325336,0.1347234,,,,
711.612514,0.01151798,0.007679149,0.007750561,0.1362011,,,,
711.662475,0.01103779,0.007112081,0.01449529,0.1396682,,,,
711.712436,0.01057762,0.007133115,0.01349454,0.1333372,,,,
711.762397,0.01013664,0.007413769,0.01328611,0.1333928,,,,
711.812358,0.009714033,0.01018624,0.01608459,0.1341472,,,,
711.862319,0.01107395,0.009434033,0.01497412,0.1285034,,,,
711.91228,0.01061227,0.008737375,0.01394032,0.1226785,,,,
711.962241,0.01016984,0.008092162,0.01297789,0.1171176,,,,
712.012202,0.009854878,0.007494595,0.0120819,0.1239916,,,,
712.062163,0.009444023,0.009066366,0.01124778,0.1255697,,,,
712.112124,0.009050298,0.008396858,0.01110709,0.1244462,,,,
712.162085,0.008672986,0.007776791,0.01514208,0.1188052,,,,
712.212046,0.008311405,0.007202512,0.01409668,0.1134199,,,,
712.262007,0.007964898,0.006670641,0.01476855,0.1082787,,,,
712.311968,0.007632837,0.008720275,0.01374894,0.1033706,,,,
712.361929,0.01240029,0.008076324,0.01279972,0.1108744,,,,
712.41189,0.01481277,0.007479926,0.01191604,0.1216054,,,,
712.461851,0.01419522,0.01338883,0.01109337,0.134427,,,,
712.511812,0.01360342,0.01240013,0.01032749,0.1316451,,,,
712.561773,0.01303628,0.01148444,0.009614485,0.1284872,,,,
712.611734,0.01307918,0.01530198,0.008950708,0.1230325,,,,
712.661695,0.01585577,0.014172,0.008332758,0.1269729,,,,
712.711656,0.01519474,0.01392783,0.01013718,0.1219626,,,,
712.761617,0.01456126,0.01289933,0.009437319,0.1164342,,,,
712.811578,0.01395419,0.01194677,0.008785773,0.1111563,,,,
712.861539,0.01383627,0.01106456,0.008179209,0.1061178,,,,
712.9115,0.01325942,0.01084606,0.007614522,0.1086275,,,,
712.961461,0.01270663,0.01004513,0.007088821,0.1196372,,,,
713.011422,0.01217689,0.009303345,0.006599414,0.1142142,,,,
713.061383,0.01166922,0.008616338,0.006143795,0.125578,,,,
713.111344,0.01118273,0.007980063,0.005719631,0.1261122,,,,
713.161305,0.01071651,0.007390773,0.005324752,0.1310541,,,,
713.211266,0.01026974,0.006845,0.004957135,0.1473031,,,,
713.261227,0.009841587,0.00633953,0.004614898,0.1558165,,,,
713.311188,0.009431287,0.009623025,0.004296289,0.1523699,,,,
713.361149,0.009038092,0.008912411,0.003999676,0.1515664,,,,
713.41111,0.008661289,0.008254272,0.003723541,0.1446961,,,,
713.461071,0.008300195,0.007644733,0.003466471,0.1467877,,,,
713.511032,0.007954156,0.007080207,0.003227148,0.144667,,,,
713.560993,0.007622543,0.006557367,0.003004348,0.1381094,,,,
713.610954,0.007304756,0.006073137,0.00279693,0.1318491,,,,
713.660915,0.007000216,0.01005126,0.002603832,0.1258726,,,,
713.710876,0.006708374,0.009309024,0.002424065,0.1201669,,,,
713.760837,0.006428698,0.008621597,0.002256709,0.1147199,,,,
713.810798,0.006160682,0.007984933,0.002100908,0.1095198,,,,
713.860759,0.00590384,0.007395284,0.001955863,0.1059595,,,,
713.91072,0.005657706,0.006849178,0.001820831,0.1032632,,,,
713.960681,0.005421833,0.006343399,0.001695122,0.09858244,,,,
714.010642,0.005195794,0.01347739,0.001578092,0.1008928,,,,
714.060603,0.004979179,0.01381024,0.001469142,0.09699462,,,,
714.110564,0.004771594,0.01459983,0.001367713,0.1002225,,,,
714.160525,0.004572663,0.01373452,0.001273287,0.09919315,,,,
714.210486,0.004382027,0.01393609,0.001185381,0.09469684,,,,
714.260447,0.004199338,0.01290698,0.001776407,0.09040435,,,,
714.310408,0.004024265,0.01195386,0.001797677,0.08630642,,,,
714.360369,0.003856491,0.01107113,0.01290309,0.08239426,,,,
714.41033,0.003695712,0.01025358,0.01435834,0.07865942,,,,
714.460291,0.003541636,0.0094964,0.01336705,0.07770284,,,,
714.510252,0.005715132,0.008795137,0.0124442,0.07418066,,,,
714.560213,0.01068021,0.008145658,0.01158506,0.07081814,,,,
714.610174,0.01028021,0.01068613,0.01078524,0.06760804,,,,
714.660135,0.01282008,0.01019125,0.01042986,0.07096185,,,,
714.710096,0.01228561,0.009438678,0.009709794,0.06774523,,,,
714.760057,0.01360928,0.008741677,0.009039436,0.06467442,,,,
714.810018,0.0130419,0.01202891,0.01115989,0.06174281,,,,
714.859979,0.01249817,0.01233927,0.01038942,0.05894408,,,,
714.90994,0.01197712,0.01146945,0.01664107,0.06610179,,,,
714.959901,0.01147779,0.01062249,0.01549218,0.06310547,,,,
715.009862,0.01099927,0.00983807,0.01442261,0.06403822,,,,
715.059823,0.0108687,0.009111576,0.01342689,0.06113544,,,,
715.109784,0.01041558,0.01272714,0.0124999,0.05836425,,,,
715.159745,0.009981347,0.012661,0.01163692,0.06472097,,,,
715.209706,0.009565219,0.01172604,0.01083351,0.06178725,,,,
715.259667,0.00916644,0.01086013,0.01008558,0.05898651,,,,
715.309628,0.008784287,0.01005816,0.009389276,0.05631272,,,,
715.359589,0.008418065,0.009315415,0.01593415,0.05376014,,,,
715.40955,0.00865494,0.01302117,0.01483407,0.05132325,,,,
715.459511,0.009020974,0.01205962,0.01380994,0.0775644,,,,
715.509472,0.008644884,0.01252776,0.01285651,0.0766549,,,,
715.559433,0.008284475,0.01160265,0.01196891,0.07318022,,,,
715.609394,0.008275528,0.01074585,0.01114258,0.06986305,,,,
715.659355,0.007930517,0.00995232,0.0103733,0.06999483,,,,
715.709316,0.00759989,0.009217389,0.01047529,0.09196257,,,,
715.759277,0.007443978,0.008536729,0.00975208,0.08779401,,,,
715.809238,0.007133635,0.007906333,0.009078803,0.08554302,,,,
715.859199,0.00683623,0.0082698,0.008452009,0.09428268,,,,
715.90916,0.006551224,0.007659115,0.008453685,0.1089409,,,,
715.959121,0.006820993,0.007093526,0.007870048,0.1163305,,,,
716.009082,0.006591863,0.007968501,0.007905671,0.1110573,,,,
716.059043,0.01035623,0.007380066,0.007359869,0.1060232,,,,
716.109004,0.009924478,0.006835083,0.01048572,0.1012173,,,,
716.158965,0.01153238,0.01108874,0.01191444,0.1201796,,,,
716.208926,0.01105159,0.01074562,0.01109188,0.1259437,,,,
716.258887,0.01210174,0.009952107,0.0103261,0.1266105,,,,
716.308848,0.01159721,0.009217192,0.0106473,0.1275056,,,,
716.358809,0.01111372,0.008536546,0.00991222,0.1397425,,,,
716.40877,0.01273175,0.007906163,0.009227887,0.1334081,,,,
716.458731,0.01220096,0.007322331,0.0085908,0.1461151,,,,
716.508692,0.01202551,0.006781612,0.007997697,0.1504927,,,,
716.558653,0.01152416,0.006280823,0.007445542,0.1613996,,,,
716.608614,0.01104371,0.005817014,0.006931507,0.1540836,,,,
716.658575,0.0105833,0.005387455,0.006452961,0.1470991,,,,
716.708536,0.01014207,0.006674384,0.006007453,0.1404313,,,,
716.758497,0.01392039,0.007206872,0.008707511,0.1340657,,,,
716.808458,0.01334004,0.006674679,0.01393896,0.1279887,,,,
716.858419,0.01289848,0.006181785,0.01297663,0.1221871,,,,
716.90838,0.01236074,0.005938584,0.01208073,0.1166485,,,,
716.958341,0.01184541,0.01001728,0.01124668,0.1128032,,,,
717.008302,0.01135157,0.00978547,0.01047022,0.1153274,,,,
717.058263,0.01087832,0.009062859,0.01985937,0.1253626,,,,
717.108224,0.0104248,0.008393611,0.01848829,0.1283678,,,,
717.158185,0.00999018,0.008595709,0.01721187,0.122549,,,,
717.208146,0.009573684,0.01428206,0.01602358,0.116994,,,,
717.258107,0.009174552,0.01322739,0.01491732,0.1116908,,,,
717.308068,0.008792059,0.01225062,0.01388744,0.106628,,,,
717.358029,0.008425514,0.01134597,0.01292866,0.1017947,,,,
717.40799,0.00807425,0.01135699,0.01301822,0.09718049,,,,
717.457951,0.01484904,0.01051833,0.01211945,0.100348,,,,
717.507912,0.01422997,0.009741604,0.01128273,0.1024407,,,,
717.557873,0.01363672,0.009022233,0.01050378,0.09779718,,,,
717.607834,0.01306819,0.008355984,0.009778604,0.09336415,,,,
717.657795,0.01252337,0.008919393,0.009388731,0.08913206,,,,
717.707756,0.01200127,0.008260738,0.00874054,0.08695672,,,,
717.757717,0.01150093,0.008346296,0.01584351,0.08301508,,,,
717.807678,0.01102145,0.01109883,0.01474969,0.07925211,,,,
717.857639,0.01056196,0.01027924,0.01373138,0.08151353,,,,
717.9076,0.01012162,0.009520167,0.01278338,0.07781862,,,,
717.957561,0.009699648,0.01231617,0.01190082,0.0742912,,,,
718.007522,0.009295265,0.01140668,0.0110792,0.07092367,,,,
718.057483,0.008907741,0.01194851,0.0103143,0.06770878,,,,
718.107444,0.009031408,0.0167728,0.01448951,0.06463963,,,,
718.157405,0.008654884,0.01553421,0.01348917,0.06613854,,,,
718.207366,0.008294057,0.01438709,0.01696954,0.06314056,,,,
718.257327,0.007948274,0.01332467,0.01579797,0.06311091,,,,
718.307288,0.007616906,0.01465254,0.01470729,0.06819394,,,,
718.357249,0.007299353,0.01357052,0.01739312,0.06510279,,,,
718.40721,0.009138607,0.0125684,0.01619231,0.08182904,,,,
718.457171,0.008757614,0.01164029,0.0150744,0.08849794,,,,
718.507132,0.009185111,0.01078071,0.01403368,0.08448643,,,,
718.557093,0.008802179,0.009984605,0.0130648,0.1007008,,,,
718.607054,0.008435212,0.00924729,0.01787308,0.1111609,,,,
718.657015,0.008083544,0.008564422,0.01663913,0.1061222,,,,
718.706976,0.008558745,0.008313984,0.01549038,0.1013118,,,,
718.756937,0.008201927,0.007700036,0.01442093,0.09671942,,,,
718.806898,0.009245197,0.0116506,0.01342532,0.1058574,,,,
718.856859,0.01088073,0.01079026,0.01249845,0.1020547,,,,
718.90682,0.0104271,0.00999345,0.01323994,0.09742868,,,,
718.956781,0.009992391,0.00959276,0.01518755,0.0946016,,,,
719.006742,0.009575803,0.008884381,0.01413902,0.09419072,,,,
719.056703,0.01168103,0.008228311,0.01316287,0.101712,,,,
719.106664,0.01119404,0.00762069,0.01225411,0.1163616,,,,
719.156625,0.01074365,0.007057939,0.0114081,0.1206552,,,,
719.206586,0.01381103,0.009047016,0.01062049,0.115186,,,,
719.256547,0.01323524,0.008378937,0.00988726,0.117616,,,,
719.306508,0.01268346,0.007760193,0.009204651,0.1122846,,,,
719.356469,0.01215468,0.00718714,0.008569169,0.1132012,,,,
719.40643,0.01164794,0.006656404,0.007977559,0.1150606,,,,
719.456391,0.01116233,0.00616486,0.007426794,0.1189168,,,,
719.506352,0.01069697,0.005709615,0.01517619,0.1161632,,,,
719.556313,0.01025101,0.007638521,0.01412844,0.1108977,,,,
719.606274,0.009823637,0.007074452,0.01315302,0.1058708,,,,
719.656235,0.01163592,0.008882479,0.01224494,0.1154771,,,,
719.706196,0.01115082,0.00822655,0.01139956,0.1140017,,,,
719.756157,0.01381923,0.007619059,0.01061254,0.1164537,,,,
719.806118,0.0132431,0.007056428,0.009879862,0.1171715,,,,
719.856079,0.01269099,0.00820137,0.009197763,0.1118602,,,,
719.90604,0.01216189,0.009470823,0.008562756,0.1067897,,,,
719.956001,0.01165486,0.008771448,0.007971589,0.108594,,,,
720.005962,0.01116896,0.008123719,0.007421236,0.1036716,,,,
720.055923,0.01070332,0.009929416,0.00690888,0.1021908,,,,
720.105884,0.01216929,0.009196176,0.009902014,0.1083027,,,,
720.155845,0.01166195,0.008517083,0.009218386,0.1033935,,,,
720.205806,0.01117576,0.00923213,0.008581956,0.09870676,,,,
720.255767,0.01070983,0.0123841,0.007989463,0.0942325,,,,
720.305728,0.01026334,0.01146959,0.007437876,0.09417208,,,,
720.355689,0.01103242,0.01174258,0.006924371,0.08990338,,,,
720.40565,0.01057247,0.01087545,0.006446317,0.08582816,,,,
720.455611,0.01168863,0.01007235,0.006001268,0.08193768,,,,
720.505572,0.01120132,0.009328554,0.005586945,0.07822354,,,,
720.555533,0.01116032,0.01163274,0.005201226,0.07637453,,,,
720.605494,0.01069504,0.01077372,0.004842137,0.07873968,,,,
720.655455,0.01024916,0.01061572,0.004507839,0.0751705,,,,
720.705416,0.009821869,0.01551733,0.004196621,0.07733183,,,,
720.755377,0.009412389,0.01437145,0.003906889,0.07853685,,,,
720.805338,0.009019982,0.01594394,0.00363716,0.08250773,,,,
720.855299,0.008643935,0.02073808,0.003386053,0.07876775,,,,
720.90526,0.008283564,0.02042197,0.003152283,0.07519731,,,,
720.955221,0.007938217,0.0189139,0.002934651,0.08181128,,,,
721.005182,0.007607269,0.0175172,0.002732045,0.1033596,,,,
721.055143,0.007290118,0.01622364,0.002543427,0.1173626,,,,
721.105104,0.006986189,0.0150256,0.002776768,0.119826,,,,
721.155065,0.006694931,0.01391603,0.002585062,0.1313463,,,,
721.205026,0.006415816,0.0128884,0.002406591,0.1253926,,,,
721.254987,0.006148337,0.01193666,0.002240442,0.1197087,,,,
721.304948,0.00589201,0.01105519,0.002085763,0.1142824,,,,
721.354909,0.005646369,0.01023882,0.001941764,0.1091021,,,,
721.40487,0.005410969,0.009482729,0.001807706,0.1041567,,,,
721.454831,0.005185382,0.008782475,0.001682903,0.09943536,,,,
721.504792,0.004969201,0.01279737,0.001566717,0.09492807,,,,
721.554753,0.007219671,0.01185234,0.001458552,0.09062509,,,,
721.604714,0.00908883,0.0109771,0.006744531,0.08651716,,,,
721.654675,0.008709912,0.01195227,0.006278894,0.08259545,,,,
721.704636,0.008346791,0.01106965,0.005845404,0.07885149,,,,
721.754597,0.009259363,0.01025221,0.005441841,0.07527725,,,,
721.804558,0.009520807,0.009495132,0.005066141,0.07186502,,,,
721.854519,0.009123879,0.00953687,0.004716378,0.08231913,,,,
721.90448,0.0087435,0.008832618,0.004390762,0.09192468,,,,
721.954441,0.008378979,0.008180371,0.004087627,0.09702579,,,,
722.004402,0.008672303,0.01021647,0.00380542,0.09417514,,,,
722.054363,0.00831075,0.01234984,0.003542697,0.09810226,,,,
722.104324,0.00796427,0.01143787,0.003298111,0.09653773,,,,
722.154285,0.008016947,0.01793323,0.003070412,0.09216179,,,,
722.204246,0.008343028,0.01660895,0.002858433,0.09638081,,,,
722.254207,0.007995202,0.01538246,0.00455653,0.09201199,,,,
722.304168,0.007661878,0.01424654,0.00424195,0.09478138,,,,
722.354129,0.00734245,0.0131945,0.009026389,0.09085539,,,,
722.40409,0.007676268,0.01222015,0.008602594,0.08673702,,,,
722.454051,0.00735624,0.01131775,0.008008678,0.08815498,,,,
722.504012,0.008026568,0.01048199,0.007455764,0.08415902,,,,
722.553973,0.007691937,0.009707944,0.006941024,0.08034419,,,,
722.603934,0.007371256,0.01318158,0.006461821,0.07670229,,,,
722.653895,0.007063944,0.01220818,0.007361921,0.07322547,,,,
722.703856,0.006769444,0.01247667,0.00685366,0.06990625,,,,
722.753817,0.01081524,0.01239815,0.006380488,0.08655084,,,,
722.803778,0.01036434,0.01148261,0.005939983,0.08703193,,,,
722.853739,0.009932248,0.01309651,0.005529891,0.08308688,,,,
722.9037,0.009518167,0.0121294,0.01153084,0.07932065,,,,
722.953661,0.00912135,0.01336823,0.01073476,0.07572514,,,,
723.003622,0.008741076,0.01238105,0.009993641,0.07578318,,,,
723.053583,0.008376656,0.01146677,0.01331975,0.07234802,,,,
723.103544,0.01033479,0.01062,0.01240016,0.06906857,,,,
723.153505,0.0113557,0.01189706,0.01687846,0.06593778,,,,
723.203466,0.01088227,0.01101852,0.01571318,0.06424904,,,,
723.253427,0.01042858,0.01020486,0.01512478,0.06133671,,,,
723.303388,0.009993811,0.009451279,0.01408057,0.06427018,,,,
723.353349,0.009577163,0.008753348,0.01310846,0.06135689,,,,
723.40331,0.0117819,0.008106955,0.01220346,0.06522206,,,,
723.453271,0.01129071,0.007508296,0.01136094,0.06226562,,,,
723.503232,0.01081999,0.006953844,0.01057659,0.06830565,,,,
723.553193,0.0103689,0.006440336,0.00984639,0.06520943,,,,
723.603154,0.009936616,0.008673606,0.009166602,0.06225357,,,,
723.653115,0.009522353,0.01011771,0.008533746,0.05943169,,,,
723.703076,0.009125361,0.01147512,0.0163655,0.05673772,,,,
723.753037,0.00874492,0.01062773,0.01523564,0.05416587,,,,
723.802998,0.008380339,0.009842926,0.01418378,0.06074116,,,,
723.852959,0.008030958,0.009116073,0.0142802,0.06404471,,,,
723.90292,0.007696143,0.008442895,0.01837464,0.06255963,,,,
723.952881,0.007375287,0.008971191,0.01710607,0.07332179,,,,
724.002842,0.01329294,0.008308711,0.01592508,0.0699982,,,,
724.052803,0.01273875,0.007695153,0.01482562,0.07694803,,,,
724.102764,0.01220767,0.007126903,0.01380207,0.07346007,,,,
724.152725,0.01169872,0.01352863,0.01434868,0.07013021,,,,
724.202686,0.011211,0.01252961,0.01335806,0.0669513,,,,
724.252647,0.0107436,0.01341372,0.01243583,0.06391647,,,,
724.302608,0.0102957,0.01242318,0.01157727,0.06101922,,,,
724.352569,0.009866465,0.01204771,0.01077798,0.05825329,,,,
724.40253,0.009455127,0.01247983,0.01223801,0.05561274,,,,
724.452491,0.009060938,0.01155825,0.01139311,0.05309188,,,,
724.502452,0.01102635,0.01070473,0.01060653,0.05068529,,,,
724.552413,0.01056666,0.009914237,0.01206503,0.04838779,,,,
724.602374,0.01012613,0.009182118,0.01123207,0.04619443,,,,
724.652335,0.009703962,0.008504063,0.01045662,0.04410049,,,,
724.702296,0.009299398,0.007876079,0.01052781,0.04210147,,,,
724.752257,0.008911702,0.009174568,0.009800979,0.04019306,,,,
724.802218,0.008540168,0.008541848,0.009124327,0.03837116,,,,
724.852179,0.008184125,0.01208449,0.008494389,0.03663184,,,,
724.90214,0.007842924,0.01225954,0.01382893,0.03497136,,,,
724.952101,0.007515949,0.01135423,0.01287419,0.03338615,,,,
725.002062,0.007202605,0.01051578,0.01198537,0.0318728,,,,
725.052023,0.006902325,0.009739237,0.01115791,0.04090868,,,,
725.101984,0.006614563,0.009020041,0.01038757,0.04086434,,,,
725.151945,0.006338798,0.008353954,0.009670422,0.03901201,,,,
725.201906,0.006074531,0.007737054,0.009002783,0.03724364,,,,
725.251867,0.00582128,0.009223721,0.008381237,0.03555543,,,,
725.301828,0.005578588,0.008542594,0.007802603,0.03394375,,,,
725.351789,0.005346014,0.008704846,0.007263917,0.03240512,,,,
725.40175,0.005123136,0.008062035,0.006762421,0.03460388,,,,
725.451711,0.004909549,0.007466692,0.006295548,0.04715668,,,,
725.501672,0.004704867,0.007847898,0.005860908,0.04501912,,,,
725.551633,0.004508719,0.007268368,0.005456275,0.04750726,,,,
725.601594,0.006241926,0.008131982,0.005079578,0.04535381,,,,
725.651555,0.005981696,0.007531474,0.004728887,0.05765602,,,,
725.701516,0.005732316,0.008089182,0.004402408,0.06162235,,,,
725.751477,0.005493333,0.007491834,0.004098469,0.05882908,,,,
725.801438,0.005264312,0.006938599,0.005449691,0.05616243,,,,
725.851399,0.005044841,0.006426216,0.007625813,0.05361665,,,,
725.90136,0.004834519,0.005951671,0.007099332,0.05542932,,,,
725.951321,0.006011327,0.005512169,0.007717863,0.05291678,,,,
726.001282,0.005760712,0.005105122,0.007185027,0.05883136,,,,
726.051243,0.007942383,0.007626263,0.006688978,0.06156748,,,,
726.101204,0.007611261,0.007063101,0.006227176,0.0587767,,,,
726.151165,0.007293944,0.006541525,0.005797256,0.05611243,,,,
726.201126,0.006996372,0.006058464,0.005397018,0.06114766,,,,
726.251087,0.006704689,0.008494409,0.006171122,0.06693801,,,,
726.301048,0.006425167,0.007867137,0.005745072,0.06627309,,,,
