 , C0, C1, C2, C3,,segment,starting frame ,time
Time(s)/Cell Status, accepted, accepted, accepted, accepted,,0,0,0
1112.149851,6.52E-06,0.001598415,0.003724299,0.000541909,,,,
1112.199812,6.25E-06,0.00148038,0.003467176,0.000517345,,,,
1112.249773,5.99E-06,0.001371061,0.003227804,0.000493895,,,,
1112.299734,5.74E-06,0.00456365,0.003004959,0.000471507,,,,
1112.349695,5.50E-06,0.004226646,0.002797499,0.000450134,,,,
1112.399656,0.000252697,0.003914529,0.002604362,0.00042973,,,,
1112.449617,0.000242162,0.00362546,0.002881538,0.000410251,,,,
1112.499578,0.000232066,0.003357737,0.002682599,0.000391655,,,,
1112.549539,0.000222391,0.003109784,0.002497394,0.000373902,,,,
1112.5995,0.000213119,0.003482422,0.002324976,0.000356953,,,,
1112.649461,0.000204234,0.003225262,0.002164461,0.000340773,,,,
1112.699422,0.00019572,0.002987091,0.002015028,0.000325326,,,,
1112.749383,0.00018756,0.002766509,0.001875912,0.000310579,,,,
1112.799344,0.00017974,0.002562216,0.001746401,0.000296501,,,,
1112.849305,0.000172247,0.002373008,0.00162583,0.000283061,,,,
1112.899266,0.000165066,0.002197773,0.001513584,0.00027023,,,,
1112.949227,0.000158184,0.002035478,0.001409087,0.000257981,,,,
1112.999188,0.000151589,0.001885168,0.001311805,0.000246287,,,,
1113.049149,0.00014527,0.001745957,0.001221239,0.000235123,,,,
1113.09911,0.000139213,0.001617026,0.001136926,0.000224465,,,,
1113.149071,0.000133409,0.001497617,0.001058433,0.000214291,,,,
1113.199032,0.000127847,0.001387025,0.00098536,0.000204577,,,,
1113.248993,0.000122517,0.0012846,0.000917331,0.000195304,,,,
1113.298954,0.00011741,0.001189738,0.000853999,0.000186451,,,,
1113.348915,0.000112515,0.001101882,0.00079504,0.000177999,,,,
1113.398876,0.000107824,0.005062236,0.000740151,0.000169931,,,,
1113.448837,0.000103329,0.00604624,0.000689051,0.000162228,,,,
1113.498798,0.000722214,0.005599754,0.00064148,0.000154874,,,,
1113.548759,0.00203702,0.005876657,0.000597192,0.000147854,,,,
1113.59872,0.001952096,0.005442694,0.000555963,0.000141152,,,,
1113.648681,0.001870712,0.005040777,0.000517579,0.000134754,,,,
1113.698642,0.001792721,0.00466854,0.003291581,0.000128646,,,,
1113.748603,0.001717982,0.004323791,0.003064333,0.000122814,,,,
1113.798564,0.001646358,0.004004499,0.002852773,0.000117247,,,,
1113.848525,0.002976811,0.00662255,0.008660812,0.000111933,,,,
1113.898486,0.002852706,0.006133507,0.008062876,0.000106859,,,,
1113.948447,0.002733776,0.008171914,0.007506221,0.000102015,,,,
1113.998408,0.002619803,0.007568458,0.006987996,9.74E-05,,,,
1114.048369,0.002510582,0.007009564,0.00650555,9.30E-05,,,,
1114.09833,0.002405915,0.006491941,0.006056412,8.88E-05,,,,
1114.148291,0.002305611,0.006012542,0.005638281,8.47E-05,,,,
1114.198252,0.002209489,0.005568545,0.005249018,8.09E-05,,,,
1114.248213,0.005844844,0.006345035,0.00488663,7.72E-05,,,,
1114.298174,0.005601169,0.005876484,0.004549261,7.37E-05,,,,
1114.348135,0.005367653,0.008108074,0.004235183,7.04E-05,,,,
1114.398096,0.005143873,0.007509331,0.003942789,6.72E-05,,,,
1114.448057,0.004929422,0.006954803,0.003670582,6.42E-05,,,,
1114.498018,0.004723912,0.006441224,0.003417167,6.12E-05,,,,
1114.547979,0.004526969,0.005965571,0.003181249,5.85E-05,,,,
1114.59794,0.004338237,0.005525042,0.002961617,5.58E-05,,,,
1114.647901,0.004397775,0.005117044,0.00275715,5.33E-05,,,,
1114.697862,0.004214429,0.004739175,0.002566798,5.09E-05,,,,
1114.747823,0.004038727,0.00438921,0.002389588,4.86E-05,,,,
1114.797784,0.003870351,0.004065088,0.002224613,4.64E-05,,,,
1114.847745,0.003708994,0.0037649,0.002071027,4.43E-05,,,,
1114.897706,0.003554364,0.003486881,0.001928045,4.23E-05,,,,
1114.947667,0.003406181,0.003564737,0.001794934,4.03E-05,,,,
1114.997628,0.003264175,0.003950232,0.001671013,3.85E-05,,,,
1115.047589,0.00312809,0.007718328,0.001555647,3.68E-05,,,,
1115.09755,0.002997678,0.009363202,0.001448247,3.51E-05,,,,
1115.147511,0.002872704,0.008671775,0.001348261,3.35E-05,,,,
1115.197472,0.002752939,0.008031406,0.001255178,3.20E-05,,,,
1115.247433,0.002638167,0.007505805,0.001168521,3.05E-05,,,,
1115.297394,0.002528181,0.006951537,0.001087847,2.92E-05,,,,
1115.347355,0.00242278,0.0064382,0.001012743,2.78E-05,,,,
1115.397316,0.002321773,0.007087932,0.000942824,2.66E-05,,,,
1115.447277,0.002224977,0.006564523,0.000877732,2.54E-05,,,,
1115.497238,0.002132216,0.006079764,0.000817134,2.42E-05,,,,
1115.547199,0.002043323,0.005630803,0.00076072,2.31E-05,,,,
1115.59716,0.001958136,0.009410661,0.0007082,2.21E-05,,,,
1115.647121,0.0018765,0.008715728,0.002577589,2.11E-05,,,,
1115.697082,0.001798268,0.009247429,0.002399634,2.01E-05,,,,
1115.747043,0.001723297,0.00856455,0.002233965,1.92E-05,,,,
1115.797004,0.001651452,0.0079321,0.002079734,1.83E-05,,,,
1115.846965,0.001582602,0.008492049,0.00193615,1.75E-05,,,,
1115.896926,0.001516623,0.008398601,0.00180248,1.67E-05,,,,
1115.946887,0.001453394,0.008818941,0.001678038,1.60E-05,,,,
1115.996848,0.001392801,0.008167705,0.001562188,1.52E-05,,,,
1116.046809,0.001334734,0.007564559,0.001454335,0.009990276,,,,
1116.09677,0.001279089,0.007763957,0.001353929,0.01986764,,,,
1116.146731,0.001225763,0.007190626,0.001260455,0.01896706,,,,
1116.196692,0.00117466,0.006659633,0.001972662,0.02444299,,,,
1116.246653,0.001373053,0.00616785,0.003376543,0.04864016,,,,
1116.296614,0.00131581,0.005712384,0.003143429,0.04643536,,,,
1116.346575,0.001260953,0.005290552,0.002926409,0.0443305,,,,
1116.396536,0.001208383,0.00489987,0.002724372,0.04232106,,,,
1116.446497,0.001158005,0.004538038,0.002536283,0.04040269,,,,
1116.496458,0.001109727,0.004202926,0.00236118,0.03857129,,,,
1116.546419,0.001063462,0.00389256,0.002198166,0.04134875,,,,
1116.59638,0.001019126,0.003605113,0.005900247,0.03947446,,,,
1116.646341,0.000976638,0.003338893,0.005492899,0.03768513,,,,
1116.696302,0.000935921,0.003092332,0.005113673,0.03597691,,,,
1116.746263,0.000896902,0.002863978,0.004760629,0.03434612,,,,
1116.796224,0.00085951,0.002652487,0.004431958,0.03278925,,,,
1116.846185,0.000823677,0.002456613,0.004125979,0.03130295,,,,
1116.896146,0.000789337,0.002275204,0.003841125,0.02988403,,,,
1116.946107,0.000756429,0.002107191,0.003575936,0.02852942,,,,
1116.996068,0.000724893,0.001951585,0.003329056,0.02723621,,,,
1117.046029,0.000694672,0.00180747,0.00309922,0.02600163,,,,
1117.09599,0.000665711,0.001673997,0.002885252,0.0275912,,,,
1117.145951,0.000637957,0.001550381,0.002686057,0.02634053,,,,
1117.195912,0.00061136,0.001435892,0.002500613,0.02514654,,,,
1117.245873,0.000585872,0.001329859,0.002327973,0.02400668,,,,
1117.295834,0.000561447,0.001231655,0.003699864,0.02291849,,,,
1117.345795,0.00053804,0.001140703,0.003444428,0.02187962,,,,
1117.395756,0.000515609,0.001056468,0.003307475,0.02088784,,,,
1117.445717,0.000494113,0.000978453,0.003992714,0.01994102,,,,
1117.495678,0.000473513,0.004220012,0.00371706,0.01903712,,,,
1117.545639,0.000576544,0.004039618,0.003460437,0.01817419,,,,
1117.5956,0.002498112,0.003741311,0.003221531,0.01735037,,,,
1117.645561,0.002393965,0.003465033,0.002999119,0.0165639,,,,
1117.695522,0.002294159,0.003209157,0.006631789,0.01581308,,,,
1117.745483,0.002198514,0.002972176,0.006173935,0.01509629,,,,
1117.795444,0.002106857,0.002752695,0.005747691,0.014412,,,,
1117.845405,0.002019021,0.002549422,0.005350874,0.01856032,,,,
1117.895366,0.001934847,0.002725221,0.004981454,0.019439,,,,
1117.945327,0.001854182,0.002523977,0.005701551,0.01855785,,,,
1117.995288,0.00177688,0.002337593,0.00530792,0.02205024,,,,
1118.045249,0.001702801,0.002164973,0.004941465,0.02105073,,,,
1118.09521,0.001631811,0.0020051,0.00460031,0.02009653,,,,
1118.145171,0.00156378,0.001857033,0.004768995,0.02464792,,,,
1118.195132,0.001498585,0.0017199,0.004439747,0.02353065,,,,
1118.245093,0.001436108,0.001592894,0.00413323,0.04145922,,,,
1118.295054,0.001376236,0.001475266,0.003847875,0.03957992,,,,
1118.345015,0.00131886,0.001366325,0.00358222,0.03778581,,,,
1118.394976,0.001263876,0.001265428,0.003334906,0.04079312,,,,
1118.444937,0.001211184,0.001171982,0.003104667,0.03894401,,,,
1118.494898,0.001160689,0.001085437,0.002890323,0.03717873,,,,
1118.544859,0.0011123,0.001005283,0.002690777,0.03549346,,,,
1118.59482,0.001065927,0.000931048,0.002505008,0.03388459,,,,
1118.644781,0.001021488,0.000862294,0.002332064,0.03234864,,,,
1118.694742,0.000978902,0.000798618,0.00217106,0.03088232,,,,
1118.744703,0.000938091,0.000739644,0.002021171,0.02948246,,,,
1118.794664,0.000898981,0.000685025,0.001881631,0.02814605,,,,
1118.844625,0.000861502,0.000634439,0.001751725,0.02687023,,,,
1118.894586,0.000825586,0.002292655,0.001630787,0.02565223,,,,
1118.944547,0.000791167,0.002123354,0.001518199,0.02448945,,,,
1118.994508,0.000758183,0.001966554,0.001413383,0.02337937,,,,
1119.044469,0.000726574,0.005007826,0.001315804,0.02231961,,,,
1119.09443,0.000696282,0.004638022,0.001224962,0.02130789,,,,
1119.144391,0.000667254,0.004295526,0.001140392,0.02034203,,,,
1119.194352,0.000639436,0.005601518,0.00106166,0.01941995,,,,
1119.244313,0.000612777,0.005674887,0.000988364,0.01853967,,,,
1119.294274,0.00058723,0.005255823,0.000920128,0.01769928,,,,
1119.344235,0.000562748,0.004867706,0.000856603,0.016897,,,,
1119.394196,0.000539287,0.007988247,0.000797464,0.01613108,,,,
1119.444157,0.000516804,0.007398353,0.000742407,0.01539988,,,,
1119.494118,0.000495258,0.006852021,0.000691152,0.01470182,,,,
1119.544079,0.000474611,0.007749787,0.000643435,0.0140354,,,,
1119.59404,0.000454824,0.008102819,0.000599013,0.01339919,,,,
1119.644001,0.000435862,0.007504465,0.000557658,0.01279182,,,,
1119.693962,0.000417691,0.008905645,0.000519157,0.01221199,,,,
1119.743923,0.000400277,0.008248005,0.000483315,0.01165843,,,,
1119.793884,0.000383589,0.01115844,0.000449947,0.01112997,,,,
1119.843845,0.000367597,0.01033444,0.000418883,0.01062546,,,,
1119.893806,0.000352272,0.009571292,0.000389964,0.01014382,,,,
1119.943767,0.000337585,0.008864498,0.000363041,0.009684016,,,,
1119.993728,0.000323511,0.008209897,0.000337977,0.009245051,,,,
1120.043689,0.000310024,0.007603636,0.000314643,0.008825984,,,,
1120.09365,0.000297099,0.007042143,0.000292921,0.008425913,,,,
1120.143611,0.000284713,0.008277816,0.000272697,0.008043977,,,,
1120.193572,0.000272843,0.007666539,0.000253871,0.007679353,,,,
1120.243533,0.000261468,0.01013479,0.000236344,0.007331257,,,,
1120.293494,0.000250567,0.00938638,0.000220027,0.00699894,,,,
1120.343455,0.000240121,0.008693241,0.000204836,0.01109339,,,,
1120.393416,0.00023011,0.008051286,0.000190694,0.01059054,,,,
1120.443377,0.000220517,0.007456738,0.000177529,0.01062949,,,,
1120.493338,0.000211323,0.006906093,0.000165273,0.01014767,,,,
1120.543299,0.000202513,0.006396111,0.000153862,0.009687687,,,,
1120.59326,0.00019407,0.005923789,0.00014324,0.01246645,,,,
1120.643221,0.000185979,0.007442135,0.000133351,0.01190136,,,,
1120.693182,0.000178226,0.006892569,0.005178799,0.01136189,,,,
1120.743143,0.000170795,0.006383586,0.004821259,0.01084687,,,,
1120.793104,0.000163675,0.005912188,0.004488403,0.01035519,,,,
1120.843065,0.000156851,0.005475602,0.004178526,0.009885805,,,,
1120.893026,0.000150312,0.005071255,0.003890044,0.009437693,,,,
1120.942987,0.000144045,0.004696767,0.005384798,0.009009894,,,,
1120.992948,0.00013804,0.004349933,0.005013036,0.008601487,,,,
1121.042909,0.000132285,0.004028711,0.004666939,0.008211591,,,,
1121.09287,0.004474842,0.00373121,0.004344737,0.00783937,,,,
1121.142831,0.004288283,0.003455678,0.00404478,0.00748402,,,,
1121.192792,0.004109502,0.003200493,0.003765531,0.007144779,,,,
1121.242753,0.003938175,0.002964152,0.003505561,0.006820914,,,,
1121.292714,0.00377399,0.00313022,0.00326354,0.006511731,,,,
1121.342675,0.003616651,0.002899068,0.003591973,0.006216562,,,,
1121.392636,0.003991109,0.002856566,0.003343985,0.005934773,,,,
1121.442597,0.003824717,0.002645622,0.003113119,0.005665756,,,,
1121.492558,0.003665263,0.002450255,0.002898192,0.005408934,,,,
1121.542519,0.003512456,0.002752902,0.002698103,0.005163754,,,,
1121.59248,0.00336602,0.002549614,0.002511828,0.004929687,,,,
1121.642441,0.003225689,0.002361337,0.004694039,0.00470623,,,,
1121.692402,0.003091208,0.002186964,0.004369965,0.007633137,,,,
1121.742363,0.002962334,0.002025467,0.004068266,0.01370699,,,,
1121.792324,0.002838833,0.001875896,0.003787396,0.01308567,,,,
1121.842285,0.00272048,0.00173737,0.003525917,0.01249252,,,,
1121.892246,0.002607062,0.001609073,0.00328249,0.01515264,,,,
1121.942207,0.002498372,0.003584771,0.003055869,0.01446579,,,,
1121.992168,0.002394214,0.003320053,0.002844894,0.01381007,,,,
1122.042129,0.002294398,0.003074883,0.002648485,0.01318408,,,,
1122.09209,0.002198743,0.002847818,0.002465635,0.01258646,,,,
1122.142051,0.002107076,0.00263752,0.00229541,0.01321559,,,,
1122.192012,0.002019231,0.002442752,0.002136936,0.02084437,,,,
1122.241973,0.001935048,0.002262366,0.001989404,0.01989952,,,,
1122.291934,0.001854375,0.002095301,0.001852057,0.0189975,,,,
1122.341895,0.001777065,0.001940573,0.001724192,0.01813637,,,,
1122.391856,0.001702978,0.001797271,0.001605155,0.01731427,,,,
1122.441817,0.00163198,0.001664552,0.001494336,0.01652943,,,,
1122.491778,0.001563942,0.001541632,0.001391168,0.01578017,,,,
1122.541739,0.001498741,0.00142779,0.001295123,0.01506488,,,,
1122.5917,0.001436257,0.001322355,0.001205709,0.01601493,,,,
1122.641661,0.001376379,0.001224705,0.001122467,0.02423004,,,,
1122.691622,0.001318997,0.001134266,0.001044973,0.02627722,,,,
1122.741583,0.001264007,0.001050506,0.000972829,0.0263731,,,,
1122.791544,0.00121131,0.001355869,0.000905665,0.02517764,,,,
1122.841505,0.00116081,0.002229752,0.000843139,0.0310029,,,,
1122.891466,0.001112415,0.002065096,0.000784929,0.03530848,,,,
1122.941427,0.001066038,0.001912599,0.000730738,0.04315808,,,,
1122.991388,0.001021594,0.001771362,0.000680289,0.06294308,,,,
1123.041349,0.000979004,0.001640556,0.000633322,0.0615329,,,,
1123.09131,0.000938189,0.001519409,0.000589598,0.07338538,,,,
1123.141271,0.000899075,0.001407208,0.000548893,0.08028741,,,,
1123.191232,0.000861592,0.001303292,0.000510997,0.08034128,,,,
1123.241193,0.000825672,0.00120705,0.000475718,0.08549972,,,,
1123.291154,0.000791249,0.001117915,0.000442875,0.09550053,,,,
1123.341115,0.000758262,0.001035363,0.000412299,0.09117161,,,,
1123.391076,0.000726649,0.000958906,0.000383835,0.08703891,,,,
1123.441037,0.000696355,0.000888095,0.000357335,0.08309355,,,,
1123.490998,0.000667323,0.000822514,0.000332665,0.07932702,,,,
1123.540959,0.000639502,0.000761775,0.000309698,0.07885396,,,,
1123.59092,0.000612841,0.000705522,0.000288317,0.0794965,,,,
1123.640881,0.000587291,0.000653422,0.000268411,0.07589301,,,,
1123.690842,0.000562807,0.00060517,0.00024988,0.07245287,,,,
1123.740803,0.000539343,0.000560481,0.000232629,0.07490093,,,,
1123.790764,0.000516858,0.000519092,0.000216568,0.07150576,,,,
1123.840725,0.00049531,0.00048076,0.000201617,0.0803104,,,,
1123.890686,0.00047466,0.000445258,0.000225681,0.09160928,,,,
1123.940647,0.000454871,0.000412378,0.0002101,0.0945929,,,,
1123.990608,0.000435907,0.000381926,0.000195595,0.09523121,,,,
1124.040569,0.000417734,0.000353722,0.000182091,0.09091449,,,,
1124.09053,0.000400319,0.000327602,0.00016952,0.08771911,,,,
1124.140491,0.000383629,0.00030341,0.000157816,0.08517422,,,,
1124.190452,0.000367635,0.000281005,0.000146921,0.08131337,,,,
1124.240413,0.000352308,0.000260254,0.00337707,0.07762753,,,,
1124.290374,0.000337621,0.000241035,0.003143919,0.07410877,,,,
1124.340335,0.000323545,0.000223236,0.002926865,0.07074951,,,,
1124.390296,0.000310056,0.000206751,0.002724797,0.0723411,,,,
1124.440257,0.00029713,0.000191483,0.002536678,0.07526278,,,,
1124.490218,0.000284742,0.000177343,0.002361548,0.09067832,,,,
1124.540179,0.000272871,0.000164247,0.002198508,0.09601154,,,,
1124.59014,0.000261495,0.000152119,0.002046725,0.09165946,,,,
1124.640101,0.000250593,0.000140885,0.00190542,0.08750464,,,,
1124.690062,0.000240146,0.000130482,0.0020896,0.08353816,,,,
1124.740023,0.000230134,0.000120846,0.001945335,0.07975148,,,,
1124.789984,0.00022054,0.000111922,0.001811031,0.07613644,,,,
1124.839945,0.000211345,0.000103657,0.001685998,0.07268526,,,,
1124.889906,0.000202534,9.60E-05,0.001569598,0.06939053,,,,
1124.939867,0.00019409,8.89E-05,0.001461234,0.06624514,,,,
1124.989828,0.000185999,8.23E-05,0.001360352,0.06324232,,,,
1125.039789,0.000178244,7.63E-05,0.002015335,0.06037563,,,,
1125.08975,0.000170813,7.06E-05,0.001876197,0.05763887,,,,
1125.139711,0.000163692,6.54E-05,0.001746666,0.05502617,,,,
1125.189672,0.000156868,6.06E-05,0.002146067,0.0525319,,,,
1125.239633,0.000150328,5.61E-05,0.001997904,0.05015069,,,,
1125.289594,0.00014406,5.20E-05,0.001859971,0.04787742,,,,
1125.339555,0.000138054,4.81E-05,0.00173156,0.0457072,,,,
1125.389516,0.000132299,4.46E-05,0.001845469,0.05048655,,,,
1125.439477,0.000126783,4.13E-05,0.001718059,0.04932818,,,,
1125.489438,0.000121498,3.82E-05,0.001599445,0.04709219,,,,
1125.539399,0.000116432,3.54E-05,0.001489021,0.04833044,,,,
1125.58936,0.000111578,3.28E-05,0.00138622,0.04768936,,,,
1125.639321,0.000106926,3.04E-05,0.001290516,0.0548858,,,,
1125.689282,0.000102469,2.81E-05,0.00120142,0.06685346,,,,
1125.739243,9.82E-05,2.61E-05,0.001118475,0.06382307,,,,
1125.789204,9.41E-05,2.41E-05,0.001041256,0.06093004,,,,
1125.839165,9.02E-05,2.23E-05,0.000969368,0.0611418,,,,
1125.889126,8.64E-05,2.07E-05,0.000902444,0.0591062,,,,
1125.939087,8.28E-05,1.92E-05,0.00084014,0.06826222,,,,
1125.989048,7.94E-05,1.78E-05,0.000782137,0.06846867,,,,
1126.039009,7.61E-05,1.64E-05,0.000728139,0.06974197,,,,
1126.08897,7.29E-05,1.52E-05,0.000677869,0.06658065,,,,
1126.138931,6.98E-05,1.41E-05,0.000631069,0.0654998,,,,
1126.188892,6.69E-05,1.31E-05,0.000587501,0.07465313,,,,
1126.238853,6.41E-05,1.21E-05,0.00054694,0.07222818,,,,
1126.288814,6.15E-05,1.12E-05,0.00050918,0.07875946,,,,
1126.338775,5.89E-05,1.04E-05,0.000474026,0.08742853,,,,
1126.388736,5.65E-05,9.61E-06,0.0004413,0.09093341,,,,
1126.438697,5.41E-05,8.90E-06,0.000410833,0.09679929,,,,
1126.488658,5.18E-05,8.24E-06,0.000382469,0.09292237,,,,
1126.538619,4.97E-05,7.64E-06,0.000356064,0.1005896,,,,
1126.58858,4.76E-05,7.07E-06,0.000331481,0.09602997,,,,
1126.638541,4.56E-05,6.55E-06,0.000308596,0.0988009,,,,
1126.688502,4.37E-05,6.07E-06,0.000287291,0.09432237,,,,
1126.738463,4.19E-05,5.62E-06,0.000267457,0.1074798,,,,
1126.788424,4.02E-05,5.20E-06,0.000248992,0.1026079,,,,
1126.838385,3.85E-05,4.82E-06,0.000231801,0.09795678,,,,
1126.888346,3.69E-05,4.46E-06,0.000215798,0.09351651,,,,
1126.938307,3.53E-05,4.13E-06,0.000200899,0.08927752,,,,
1126.988268,3.39E-05,3.83E-06,0.00018703,0.08523068,,,,
1127.038229,3.25E-05,3.55E-06,0.000174117,0.08486855,,,,
1127.08819,3.11E-05,3.28E-06,0.000162096,0.08542476,,,,
1127.138151,2.98E-05,3.04E-06,0.000150905,0.08155256,,,,
1127.188112,2.86E-05,2.82E-06,0.000140487,0.08119294,,,,
1127.238073,2.74E-05,2.61E-06,0.000130788,0.07751256,,,,
1127.288034,2.62E-05,2.42E-06,0.000121758,0.08557034,,,,
1127.337995,2.51E-05,2.24E-06,0.000113352,0.09319547,,,,
1127.387956,2.41E-05,2.07E-06,0.000105526,0.08897103,,,,
1127.437917,2.31E-05,1.92E-06,9.82E-05,0.08703604,,,,
1127.487878,2.21E-05,1.78E-06,9.15E-05,0.08957539,,,,
1127.537839,2.12E-05,1.65E-06,8.51E-05,0.08551505,,,,
1127.5878,2.03E-05,1.52E-06,7.93E-05,0.08163876,,,,
1127.637761,1.95E-05,1.41E-06,7.38E-05,0.07793818,,,,
1127.687722,1.87E-05,1.31E-06,6.87E-05,0.07440533,,,,
1127.737683,1.79E-05,1.21E-06,6.40E-05,0.07103263,,,,
1127.787644,1.71E-05,1.12E-06,5.95E-05,0.07952118,,,,
1127.837605,1.64E-05,1.04E-06,5.54E-05,0.07591658,,,,
1127.887566,1.57E-05,9.62E-07,5.16E-05,0.07311905,,,,
1127.937527,1.51E-05,8.91E-07,4.80E-05,0.07366817,,,,
1127.987488,1.44E-05,8.25E-07,4.47E-05,0.07144613,,,,
1128.037449,1.38E-05,7.64E-07,4.16E-05,0.06820756,,,,
1128.08741,1.33E-05,7.08E-07,3.88E-05,0.07733146,,,,
1128.137371,1.27E-05,6.56E-07,3.61E-05,0.07382612,,,,
1128.187332,1.22E-05,6.07E-07,3.36E-05,0.07047967,,,,
1128.237293,1.17E-05,5.62E-07,3.13E-05,0.06728491,,,,
1128.287254,1.12E-05,5.21E-07,2.91E-05,0.06423496,,,,
1128.337215,1.07E-05,4.82E-07,2.71E-05,0.06132327,,,,
1128.387176,1.03E-05,4.47E-07,2.52E-05,0.05854356,,,,
1128.437137,9.85E-06,4.14E-07,2.35E-05,0.05588985,,,,
1128.487098,9.44E-06,0.004353155,2.19E-05,0.05335643,,,,
1128.537059,9.05E-06,0.004031696,2.04E-05,0.05093785,,,,
1128.58702,8.67E-06,0.003733974,1.90E-05,0.05565497,,,,
1128.636981,8.31E-06,0.003458238,1.76E-05,0.0531322,,,,
1128.686942,7.96E-06,0.003202864,1.64E-05,0.0514566,,,,
1128.736903,0.000161927,0.002966348,1.53E-05,0.04912414,,,,
1128.786864,0.000569228,0.003318526,1.42E-05,0.0468974,,,,
1128.836825,0.000545497,0.003073469,1.33E-05,0.05101128,,,,
1128.886786,0.000522755,0.002846508,1.23E-05,0.048699,,,,
1128.936747,0.000500961,0.002636307,1.15E-05,0.04649153,,,,
1128.986708,0.000480076,0.002441628,1.07E-05,0.04438413,,,,
1129.036669,0.000460061,0.002261326,9.96E-06,0.04237225,,,,
1129.08663,0.000440881,0.002094338,9.27E-06,0.04045156,,,,
1129.136591,0.0004225,0.001939681,8.63E-06,0.03861794,,,,
1129.186552,0.000404886,0.001796445,8.03E-06,0.03686744,,,,
1129.236513,0.000388006,0.001663786,7.48E-06,0.03519628,,,,
1129.286474,0.00037183,0.001540923,6.96E-06,0.03360087,,,,
1129.336435,0.000356328,0.001427133,6.48E-06,0.03207779,,,,
1129.386396,0.001034059,0.00179949,6.03E-06,0.03062374,,,,
1129.436357,0.002383263,0.003831126,5.62E-06,0.0292356,,,,
1129.486318,0.002283903,0.004744509,5.23E-06,0.02791039,,,,
1129.536279,0.002188686,0.004406818,4.87E-06,0.02664524,,,,
1129.58624,0.002097439,0.004081395,4.53E-06,0.02543745,,,,
1129.636201,0.002009996,0.009100324,4.22E-06,0.0242844,,,,
1129.686162,0.001926198,0.008428309,3.93E-06,0.02318362,,,,
1129.736123,0.001845894,0.007805919,3.66E-06,0.02213273,,,,
1129.786084,0.001768937,0.007229489,3.40E-06,0.02112948,,,,
1129.836045,0.001695189,0.006695626,3.17E-06,0.02017171,,,,
1129.886006,0.001624516,0.009462514,2.95E-06,0.01925735,,,,
1129.935967,0.001556789,0.009264531,2.75E-06,0.01838443,,,,
1129.985928,0.001491886,0.008580389,2.56E-06,0.01755109,,,,
1130.035889,0.001429688,0.007946769,2.38E-06,0.01675552,,,,
1130.08585,0.001370084,0.007359938,2.22E-06,0.01599601,,,,
1130.135811,0.001312964,0.006816442,2.06E-06,0.01527093,,,,
1130.185772,0.001258226,0.00631308,1.92E-06,0.01457872,,,,
1130.235733,0.00120577,0.005846889,1.79E-06,0.01391788,,,,
1130.285694,0.001155501,0.005415124,1.66E-06,0.013287,,,,
1130.335655,0.001107327,0.005015243,1.55E-06,0.01268472,,,,
1130.385616,0.001061162,0.004644892,1.44E-06,0.01210974,,,,
1130.435577,0.001016922,0.004301889,1.34E-06,0.01156082,,,,
1130.485538,0.000974526,0.003984215,1.25E-06,0.01103678,,,,
1130.535499,0.000933897,0.00369,1.16E-06,0.0105365,,,,
1130.58546,0.000894963,0.003417511,1.08E-06,0.01005889,,,,
1130.635421,0.000857651,0.003165144,1.01E-06,0.009602932,,,,
1130.685382,0.000821895,0.002931413,9.39E-07,0.009167643,,,,
1130.735343,0.00078763,0.002714943,8.75E-07,0.008752085,,,,
1130.785304,0.000754793,0.002514457,8.14E-07,0.008355364,,,,
1130.835265,0.000723326,0.002328777,7.58E-07,0.007976626,,,,
1130.885226,0.00069317,0.002156808,7.06E-07,0.007615055,,,,
1130.935187,0.000664271,0.001997538,6.57E-07,0.007269874,,,,
1130.985148,0.000636577,0.001850029,6.12E-07,0.00694034,,,,
1131.035109,0.000610038,0.001713413,5.69E-07,0.006625743,,,,
1131.08507,0.000584605,0.001586886,5.30E-07,0.006325406,,,,
1131.135031,0.000560233,0.001469702,4.93E-07,0.006038683,,,,
1131.184992,0.000536876,0.001361172,4.59E-07,0.01434764,,,,
1131.234953,0.000514494,0.001260656,4.28E-07,0.01369728,,,,
1131.284914,0.000493044,0.001167562,3.98E-07,0.01654811,,,,
1131.334875,0.000472489,0.001081343,3.71E-07,0.01768454,,,,
1131.384836,0.000452791,0.001001491,3.45E-07,0.01688292,,,,
1131.434797,0.000433914,0.000927536,3.21E-07,0.01611764,,,,
1131.484758,0.000415824,0.000859042,2.99E-07,0.01538705,,,,
1131.534719,0.000398488,0.000795606,2.78E-07,0.01468957,,,,
1131.58468,0.000381874,0.000736854,2.59E-07,0.01402371,,,,
1131.634641,0.000365954,0.000682441,2.41E-07,0.01338803,,,,
1131.684602,0.000350697,0.000632046,2.25E-07,0.01558446,,,,
1131.734563,0.000336076,0.000585372,2.09E-07,0.01487803,,,,
1131.784524,0.000322065,0.000542146,1.95E-07,0.01549054,,,,
1131.834485,0.000308638,0.000502111,1.81E-07,0.01600102,,,,
1131.884446,0.000295771,0.000465032,1.69E-07,0.02597043,,,,
1131.934407,0.00028344,0.000430692,1.57E-07,0.03628144,,,,
1131.984368,0.000271623,0.000398887,1.46E-07,0.04606916,,,,
1132.034329,0.000260299,0.000369431,1.36E-07,0.0439809,,,,
1132.08429,0.000249447,0.000342151,1.27E-07,0.0419873,,,,
1132.134251,0.000239048,0.000316885,1.18E-07,0.04008406,,,,
1132.184212,0.000229081,0.000293484,1.10E-07,0.0382671,,,,
